Gene = gdl
index = 1712
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
Partition function (log Z): -4.399086265195022

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.991257240355727
Position 787: 0.4390912803370205
Position 973: 0.0872931991269505
Position 962: 0.07602354119930665
Position 199: 0.04028154553258341
Position 204: 0.0382555834976326
Position 1306: 0.034248338768244235
Position 571: 0.02701230893246601
Position 835: 0.017502771524794042
Position 565: 0.013354339996973726
Position 171: 0.012250933421718301
Position 839: 0.0075420198431110485
Position 259: 0.0037848825967058746
Position 1036: 0.003379954438972923
Position 175: 0.0031871510637418317
Position 645: 0.0028361541285413716
Position 696: 0.0015059297172986012
Position 7: 0.0011186843987859726
Position 750: 0.0007430005023892316
Position 871: 0.0006026919766810031
Position 814: 0.0005253721774614761
Position 319: 0.00047641393963463634
Position 666: 0.000353567795684357
Position 542: 0.00027622148176027707
Position 811: 0.00023929423792927286
Position 933: 0.00013596162983999833
Position 148: 8.089277204444061e-05
Position 658: 4.746539081126704e-05
Position 334: 4.707284443233002e-05
Position 544: 3.835433623144897e-05
Position 1406: 3.658135179346219e-05
Position 106: 2.9147997757837665e-05
Position 399: 2.735369250905921e-05
Position 1349: 2.605036266568765e-05
Position 441: 9.649978760686023e-06
Position 1269: 9.480591714877814e-06
Position 125: 7.396395784179209e-06
Position 342: 5.735826711740423e-06
Position 1117: 4.283337076396109e-06
Position 1246: 4.017666375030113e-06
Position 371: 3.972083331865551e-06
Position 1160: 3.851548825737772e-06
Position 455: 3.7214787292500637e-06
Position 12: 2.1700732154203174e-06
Position 350: 2.151466179700693e-06
Position 1130: 1.9456291428059494e-06
Position 1252: 1.8403182777634097e-06
Position 83: 1.2597543377343795e-06
Position 322: 1.042539295602765e-06
Position 1310: 1.0120057838589561e-06
Position 345: 7.304380048403566e-07
Position 101: 5.908244988826413e-07
Position 285: 5.212962675213295e-07
Position 128: 2.1124384349392688e-07
Position 1460: 1.4106261919553194e-07
Position 1397: 6.594263022105735e-08
Position 1196: 4.880593789352158e-08
Position 1435: 1.6459255101881643e-08
Position 1448: 7.744052330207297e-09
Position 1418: 3.231475099360793e-09
Position 1211: 8.542042228711048e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.7484648930427633
Position 501: 0.41926352071775386
Position 491: 0.39924352598958396
Position 633: 0.05996617911893954
Position 285: 0.05320647139363064
Position 270: 0.03821012710749556
Position 1359: 0.021102446015386273
Position 1189: 0.01780503088032907
Position 835: 0.013864657352252318
Position 871: 0.0061156995483995
Position 1369: 0.004237712341748707
Position 1448: 0.0036650159723336435
Position 318: 0.0035576657969390345
Position 1438: 0.0019079986437435718
Position 290: 0.0016068092422497084
Position 1403: 0.001502637094799273
Position 1428: 0.0014237256260508002
Position 990: 0.0011350862539430352
Position 1093: 0.0010269696026686732
Position 1463: 0.0009470524670589579
Position 933: 0.0007974168990020863
Position 972: 0.0006014933782500279
Position 571: 0.0005650176395627692
Position 1023: 0.0005334128856180887
Position 113: 0.0005277296238738883
Position 608: 0.0005237667138141078
Position 888: 0.0003489022079340716
Position 313: 0.00028714632213604186
Position 956: 0.00024361756152619578
Position 1559: 0.00021174359041893393
Position 1458: 0.00019405165579682365
Position 577: 0.00016997559394197996
Position 334: 8.291061865225891e-05
Position 778: 7.240083000464768e-05
Position 148: 7.143691353257277e-05
Position 655: 4.5857954549259404e-05
Position 639: 3.9701012888129344e-05
Position 658: 3.183793901893174e-05
Position 1484: 1.2352202443311865e-05
Position 729: 7.748017938239406e-06
Position 1504: 7.673431062086419e-06
Position 345: 6.99476258123698e-06
Position 961: 6.701140954624605e-06
Position 1228: 6.055234620553548e-06
Position 1478: 4.705535694138494e-06
Position 322: 2.7228078111217636e-06
Position 786: 2.194356774520806e-06
Position 1306: 1.890227280792663e-06
Position 455: 1.8446701162022773e-06
Position 1334: 1.7558264916647047e-06
Position 738: 1.580006458802955e-06
Position 588: 1.4047659235121962e-06
Position 1231: 1.2576002614722417e-06
Position 1501: 1.1997993015148813e-06
Position 1534: 1.0246182948760262e-06
Position 168: 9.131269769834685e-07
Position 645: 8.248433154894776e-07
Position 359: 8.019460839011953e-07
Position 1310: 6.713539750067589e-07
Position 338: 5.308476003164284e-07
Position 155: 4.4452647903879756e-07
Position 762: 3.4538552198073795e-07
Position 1482: 3.305977963324543e-07
Position 696: 3.167669475365396e-07
Position 671: 2.973470348872096e-07
Position 1472: 1.8616687742527942e-07
Position 342: 1.7131412962738744e-07
Position 1324: 1.4950366731683137e-07
Position 356: 8.810065337468483e-08
Position 792: 7.867352604615744e-08
Position 811: 7.217074103969487e-08
Position 1219: 6.802040976285305e-08
Position 1563: 2.6809368886039698e-08
Position 693: 2.4279270243612382e-08
Position 678: 1.681922966396634e-08
Position 350: 1.4776703325523283e-08
Position 750: 1.4674185458836797e-08
Position 684: 1.3344338361579635e-08
Position 371: 4.936367945367799e-09
Position 666: 4.091568495309961e-09
Position 185: 3.785647036465938e-09
Position 441: 1.3986578912194083e-09
Position 1275: 1.2672378801243949e-09
Position 1569: 1.2629238603722452e-09
Position 187: 1.1260805318975407e-09
Position 1519: 9.701809516839788e-10
Position 1511: 4.898301323451126e-10
Position 1291: 4.403481172325099e-10
Position 437: 9.603920583719989e-11
Position 1578: 8.808780171996522e-11
Position 199: 6.347463870949757e-11
Position 674: 2.5009041233787906e-12
Position 1513: 1.2785100181943233e-13
Position 1571: 2.81941381508071e-14
Position 1474: 7.776780581621337e-17
