Gene = Rint1
index = 1427
Annotated 5SS: [ 250 1133 1417 2264]
Annotated 3SS: [ 304 1190 1470 2339]
SMsplice 5SS: [ 250 1133 2264]
SMsplice 3SS: [ 304 1190 2339]
Partition function (log Z): -0.6828228138977928

Sorted 5' Splice Sites (High to Low Probability):
Position 1133: 0.9392415812020212
Position 2264: 0.9006090566882343
Position 250: 0.8968373790992495
Position 1417: 0.26517688293298625
Position 485: 0.12360233062200128
Position 52: 0.10655548773180466
Position 1110: 0.058051134452514336
Position 235: 0.026083637887417476
Position 938: 0.02231347848621935
Position 935: 0.01991393843269347
Position 1758: 0.01525830354258904
Position 1334: 0.011904904251190791
Position 368: 0.009790096160289318
Position 644: 0.009326536029920732
Position 208: 0.008183486539175751
Position 4: 0.007590219447911657
Position 593: 0.007200387923428742
Position 2037: 0.006092959001301763
Position 49: 0.0048433385750081635
Position 641: 0.003389778595277507
Position 1365: 0.0019104666762107124
Position 914: 0.0015960158798219723
Position 1719: 0.0015775967506769261
Position 1382: 0.0013315820399280713
Position 1316: 0.0009927868315729906
Position 1565: 0.0008782978881649863
Position 847: 0.000447541948262312
Position 524: 0.00043849951776526693
Position 755: 0.0004026362726327123
Position 1695: 0.00032609575366816877
Position 1027: 0.00019097066669668592
Position 1567: 0.00016682978698138786
Position 2289: 0.00015466839359017088
Position 1771: 0.00014210812605695142
Position 1470: 0.00013991393933562252
Position 1764: 0.0001323199417489481
Position 1711: 0.0001262650438406344
Position 1459: 0.00011920989255711005
Position 2491: 0.00011261472356410066
Position 17: 0.0001118488328319723
Position 1618: 0.00010937050809066206
Position 1957: 0.00010224802338291816
Position 501: 0.00010051189701810541
Position 648: 9.324560397109291e-05
Position 1788: 9.126169389124121e-05
Position 511: 8.79578894365383e-05
Position 969: 6.795304345877384e-05
Position 1024: 6.749211904810835e-05
Position 1446: 6.22518983406817e-05
Position 1850: 5.693948487858976e-05
Position 916: 4.970780661140361e-05
Position 958: 4.678652422673055e-05
Position 2231: 4.504612065330848e-05
Position 2268: 4.144447490962312e-05
Position 2104: 3.929292233356434e-05
Position 1073: 3.4254587137487074e-05
Position 1577: 3.301717855224899e-05
Position 808: 3.2660629697941484e-05
Position 1427: 2.830643188367263e-05
Position 2030: 2.783804497062023e-05
Position 452: 2.5656882661092968e-05
Position 2020: 2.3739602774595158e-05
Position 1609: 2.2250405736317535e-05
Position 1217: 2.224674867682939e-05
Position 442: 2.1485877948920617e-05
Position 1871: 2.0287124349676485e-05
Position 2481: 1.9307894129823407e-05
Position 853: 1.6597887850727316e-05
Position 83: 1.4493278969818242e-05
Position 2017: 1.4430714742268818e-05
Position 1474: 1.3903279735286778e-05
Position 2162: 1.2505339201838943e-05
Position 1232: 1.1799268666783023e-05
Position 1212: 9.544920255804484e-06
Position 240: 9.447857869747283e-06
Position 2148: 9.310035115230574e-06
Position 2043: 7.250654264641451e-06
Position 1137: 6.75524809896152e-06
Position 63: 6.346545279207714e-06
Position 1239: 6.175525421554783e-06
Position 56: 5.491196130900651e-06
Position 2411: 5.156658308385667e-06
Position 662: 4.177218932001532e-06
Position 1345: 4.041778971709695e-06
Position 464: 3.9040039392307625e-06
Position 1964: 3.587629311161211e-06
Position 1822: 2.488673382387651e-06
Position 1646: 2.1877881016856033e-06
Position 1848: 1.4151243511943925e-06
Position 145: 1.4108160673004854e-06
Position 1145: 1.340335991142729e-06
Position 135: 1.2045331972167215e-06
Position 2239: 1.1430953272915144e-06
Position 1863: 1.138499676191019e-06
Position 1139: 1.0755917519174849e-06
Position 673: 9.321881307298388e-07
Position 2087: 7.147392318087752e-07
Position 329: 5.426541279274396e-07
Position 1196: 5.115428769677575e-07
Position 1147: 4.1009280028993735e-07
Position 2000: 3.7777496466834836e-07
Position 2458: 3.1377802904690677e-07
Position 2408: 2.739137250044955e-07
Position 86: 1.9491422631287393e-07
Position 2242: 1.9160032757833463e-07
Position 2520: 1.7614064937142822e-07
Position 736: 1.5821661720154377e-07
Position 2422: 1.1970108326336155e-07
Position 331: 4.4793832697615425e-08
Position 1176: 2.55735602577672e-08
Position 1178: 8.826559934466504e-09
Position 2388: 2.5849571324741638e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1190: 0.9923662887028436
Position 304: 0.9273723270207935
Position 2339: 0.9014899363205332
Position 1470: 0.2549843032322935
Position 989: 0.1802989530213709
Position 118: 0.10465624584323031
Position 2112: 0.015295443287367143
Position 1502: 0.011803771479817635
Position 1990: 0.01128823698793352
Position 2017: 0.00929014556952965
Position 92: 0.009085716686078184
Position 872: 0.007082228295858839
Position 667: 0.0038888558598047436
Position 1090: 0.0032668256774561733
