Gene = mRpL23
index = 1768
Annotated 5SS: [ 20 576]
Annotated 3SS: [259 636]
SMsplice 5SS: [576]
SMsplice 3SS: [636]
Partition function (log Z): -7.04680002900434

Sorted 5' Splice Sites (High to Low Probability):
Position 576: 0.9123510802775995
Position 24: 0.09327133700656909
Position 567: 0.03935943085186492
Position 77: 0.02877981187919931
Position 20: 0.028755902748891272
Position 552: 0.00866938812440878
Position 480: 0.005583609499730799
Position 74: 0.003141577260040325
Position 428: 0.0027392035663323902
Position 435: 0.00261683767170566
Position 207: 0.0017199477731192146
Position 108: 0.0010585940118181235
Position 83: 0.0010067906909863233
Position 393: 0.0006128865272182878
Position 18: 0.0005769433666683501
Position 802: 0.000575260098630947
Position 55: 0.0003461904940690511
Position 806: 0.00014513903899351414
Position 179: 0.00013033980739415426
Position 245: 0.00012914864953377016
Position 474: 0.00012589352868435874
Position 293: 8.991170017177857e-05
Position 100: 8.394265981731106e-05
Position 4: 7.084011585518221e-05
Position 396: 4.344571638799304e-05
Position 439: 3.411777479633896e-05
Position 484: 3.367420160531646e-05
Position 30: 2.9966339775745494e-05
Position 471: 2.6772933783145324e-05
Position 812: 2.4188852175202118e-05
Position 85: 2.159803247825099e-05
Position 296: 2.1407706842500574e-05
Position 628: 2.045260122488434e-05
Position 143: 1.8286859063695946e-05
Position 795: 1.781461601437036e-05
Position 783: 1.2156698864818802e-05
Position 137: 6.683066613173978e-06
Position 408: 4.726926702994798e-06
Position 804: 4.679249150396111e-06
Position 626: 4.056498533230353e-06
Position 410: 1.1143540665562613e-06
Position 132: 1.07082932008506e-06
Position 333: 9.5459554612153e-07
Position 815: 5.547397646618783e-07
Position 177: 1.558314347914123e-07
Position 731: 8.158648713979307e-08
Position 708: 4.6792279745792684e-08
Position 284: 3.400883926685811e-09
Position 648: 1.6815882655734355e-09
Position 655: 4.335501537449096e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 636: 0.9557698108855474
Position 259: 0.05803756642633107
Position 311: 0.02934165143757251
Position 143: 0.017727948813200684
Position 681: 0.015725381257379618
Position 641: 0.009469292458427498
Position 278: 0.008781093331490998
Position 207: 0.008026966703778922
Position 137: 0.0072377613254025405
Position 326: 0.005409791706131668
Position 106: 0.004390566417010431
Position 100: 0.003995321487729903
Position 267: 0.002618331891277099
Position 455: 0.002448170045497368
Position 857: 0.0008117233878728011
Position 74: 0.0005733793084168591
Position 428: 0.00046061789666271974
Position 645: 0.00043764080510025604
Position 359: 0.0002926684780417312
Position 383: 0.00025807791004791106
Position 452: 0.00018976804627802974
Position 377: 4.730825108460836e-05
Position 546: 4.194253218969349e-05
Position 690: 4.170551291237564e-05
Position 83: 2.3140189954619022e-05
Position 292: 2.2979742851284793e-05
Position 740: 1.8063703339167865e-05
Position 687: 1.5522176055793687e-05
Position 693: 1.2738740086167532e-05
Position 512: 1.1810208297760425e-05
Position 464: 6.527064384406123e-06
Position 802: 5.722956090228582e-06
Position 752: 4.615769842038102e-06
Position 648: 2.9949192289952385e-06
Position 521: 2.6360400745937965e-06
Position 815: 2.5380251508391603e-06
Position 557: 1.0467504317463923e-06
Position 795: 1.032326664851633e-06
Position 592: 8.557104171489246e-07
Position 515: 7.841217905518757e-07
Position 727: 2.1081659444242856e-07
Position 708: 1.3070969179663052e-07
Position 699: 1.0205606411457868e-07
Position 702: 7.273491990905071e-08
Position 55: 6.177544379461151e-09
Position 49: 1.605987003546078e-09
Position 506: 4.0665812265992165e-10
Position 762: 2.5149129349880063e-10
Position 759: 1.4924013488173114e-10
