Gene = ifc
index = 1734
Annotated 5SS: [545]
Annotated 3SS: [1267]
SMsplice 5SS: [ 545 1147 2169]
SMsplice 3SS: [1053 1267 2235]
Partition function (log Z): -4.570657332460788

Sorted 5' Splice Sites (High to Low Probability):
Position 545: 0.794693081404995
Position 1147: 0.7206215645385884
Position 2169: 0.2525694381574049
Position 2173: 0.19003150819452136
Position 1352: 0.15421620619148124
Position 278: 0.13312124348652804
Position 2089: 0.10202319272798428
Position 1871: 0.09615301941375783
Position 1151: 0.09251828322731609
Position 2425: 0.07554224105569639
Position 1855: 0.06347464742951053
Position 1882: 0.02647516081900736
Position 1695: 0.020719163147220082
Position 1131: 0.014277182919762191
Position 2059: 0.0134162424956242
Position 1356: 0.012054669754897192
Position 2075: 0.009390075412156612
Position 559: 0.008836261070534642
Position 798: 0.005985359626119188
Position 948: 0.005716650404703229
Position 827: 0.004381982685347971
Position 179: 0.004286854811517965
Position 918: 0.003756508483840598
Position 109: 0.003701209677073104
Position 1108: 0.0030006268022106227
Position 233: 0.0028413404142036292
Position 983: 0.002622557627434289
Position 1609: 0.00252087857473315
Position 1142: 0.0024636126722846455
Position 1635: 0.002370647805563328
Position 2171: 0.0022575533309739373
Position 642: 0.0022159022576593228
Position 1760: 0.0020290444780603966
Position 2159: 0.001938748043432832
Position 73: 0.001785696317927466
Position 524: 0.0010979472998710249
Position 908: 0.0010409914246077283
Position 999: 0.0009595382149418238
Position 2372: 0.0008746022528126962
Position 1276: 0.0008330902584956822
Position 1671: 0.0007414521747891307
Position 1803: 0.0007177155923879463
Position 734: 0.0006854656703517247
Position 2402: 0.0006534687723014008
Position 1907: 0.0005387856294104552
Position 2084: 0.0005140031689929988
Position 2073: 0.0004713799730801539
Position 1785: 0.00045530721044200194
Position 1443: 0.0003297092334458222
Position 1440: 0.00031568624184264576
Position 1920: 0.0003149125821676276
Position 1990: 0.0003134075592071882
Position 1218: 0.00026113554737796843
Position 981: 0.00023105582221394559
Position 1245: 0.00018011719122341634
Position 1325: 0.00018006455336941725
Position 320: 0.0001705313079847713
Position 1005: 0.0001498113884214851
Position 923: 0.00014902046167642935
Position 757: 0.00014309487107002746
Position 2052: 0.00013079092687066704
Position 1516: 0.00012572740831737824
Position 1054: 0.0001124696360468063
Position 986: 0.00011062540792602416
Position 1120: 0.00011039141592133175
Position 4: 0.00010749689900275137
Position 395: 9.880705677208099e-05
Position 64: 9.640825679063005e-05
Position 631: 9.297573410599834e-05
Position 727: 9.290797811469008e-05
Position 1755: 7.966126393458497e-05
Position 1595: 7.599142438233553e-05
Position 497: 6.991614257491672e-05
Position 2043: 6.440769502262059e-05
Position 1574: 5.8928530395399356e-05
Position 830: 5.7681918443093665e-05
Position 992: 5.667236252649863e-05
Position 37: 5.526250272240676e-05
Position 297: 5.188180633760759e-05
Position 870: 4.32264848847256e-05
Position 878: 3.952789114855345e-05
Position 1358: 3.943177025662475e-05
Position 95: 3.746859609532595e-05
Position 2135: 3.490635060309639e-05
Position 159: 3.0174958932945466e-05
Position 802: 2.873766501941322e-05
Position 2392: 2.8416487341964767e-05
Position 1470: 2.6946606879305824e-05
Position 282: 2.4997314113012796e-05
Position 185: 2.469992796699004e-05
Position 773: 2.124058535890252e-05
Position 2182: 1.966952240530017e-05
Position 698: 1.7143651458431218e-05
Position 2093: 1.6839925482932975e-05
Position 327: 1.5365248326582438e-05
Position 183: 1.4400783604616415e-05
Position 1225: 1.418922988214291e-05
Position 1505: 1.3617930817920661e-05
Position 842: 1.3492155171870176e-05
Position 833: 1.3059044911226288e-05
Position 701: 1.1508840711429156e-05
Position 46: 1.1088496914575278e-05
Position 102: 8.762541158963613e-06
Position 696: 8.063018719140833e-06
Position 1093: 7.510010468438464e-06
Position 549: 6.616681050939139e-06
Position 30: 6.212147598782888e-06
Position 357: 5.9615603239736195e-06
Position 2356: 5.419205146512707e-06
Position 913: 5.311025770831173e-06
Position 1542: 5.057853793810251e-06
Position 1027: 4.716942106845257e-06
Position 2261: 4.339030365513158e-06
Position 2204: 3.969104915274797e-06
