Gene = CG8012
index = 1000
Annotated 5SS: [252]
Annotated 3SS: [319]
SMsplice 5SS: [252]
SMsplice 3SS: [319]
Partition function (log Z): -6.821463316605948

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.9884598050937685
Position 653: 0.040168012752523005
Position 472: 0.0399561371242656
Position 691: 0.030018533347165376
Position 478: 0.015030204570517531
Position 380: 0.014599182090021008
Position 571: 0.004279706065774639
Position 445: 0.002614485056828923
Position 697: 0.00219855787087953
Position 718: 0.0019713020102168567
Position 535: 0.001421458828111401
Position 508: 0.0010802784393273582
Position 243: 0.00047794503458698174
Position 256: 0.00039546354937320955
Position 662: 0.0003270873822459453
Position 488: 0.0002568600492254336
Position 635: 0.00016104470887946045
Position 402: 0.00016084039466511584
Position 233: 0.00012477777040222472
Position 523: 8.105798994133274e-05
Position 598: 7.406748965150158e-05
Position 214: 5.7607719388944606e-05
Position 633: 4.253077995781404e-05
Position 686: 1.9470527703350277e-05
Position 87: 1.7304632686791835e-05
Position 11: 1.501072689364882e-05
Position 268: 1.3978012585830001e-05
Position 614: 7.956640435471897e-06
Position 579: 6.878151502514953e-06
Position 364: 6.426936827576772e-06
Position 384: 3.853457162250844e-06
Position 774: 3.788890818191681e-06
Position 237: 3.5089382476545713e-06
Position 603: 2.0516529318304538e-06
Position 57: 1.6692979887382082e-06
Position 763: 1.3875236545353124e-06
Position 166: 1.0876779506163855e-06
Position 154: 1.076024059983049e-06
Position 754: 1.0050278108525429e-06
Position 201: 7.344382624265334e-07
Position 228: 2.6949268297033834e-07
Position 368: 2.3174183255909234e-07
Position 596: 1.9345777028586708e-07
Position 284: 1.3967264421318288e-07
Position 328: 9.95760690352845e-08
Position 319: 4.278551140159711e-08
Position 756: 4.090678557516749e-08
Position 335: 7.678073478885354e-09
Position 171: 6.480948499391328e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 319: 0.9578633659294914
Position 530: 0.07645298514497392
Position 754: 0.04192241187532546
Position 782: 0.03751424246010373
Position 803: 0.009298632278450566
Position 718: 0.005216536168492923
Position 453: 0.004560848492368033
Position 582: 0.0024980803307055994
Position 851: 0.0021826459874179443
Position 603: 0.0021635410808495638
Position 838: 0.001965589817289608
Position 570: 0.0008245243094704668
Position 630: 0.0007997192415455525
Position 380: 0.00034829971021278663
Position 657: 0.00014251779853055894
Position 627: 0.00013751095427399303
Position 361: 6.191598657618658e-05
Position 349: 3.365017948945672e-05
Position 609: 1.858867134848941e-05
Position 633: 1.7202702960155928e-05
Position 137: 1.625035233667893e-05
Position 398: 6.82018672085307e-06
Position 154: 4.134799232800128e-06
Position 355: 3.6183770544168778e-06
Position 110: 3.2457731465730916e-06
Position 185: 2.9313165635339453e-06
Position 384: 1.6413345184009135e-06
Position 668: 1.514816409641676e-06
Position 181: 1.402845650093194e-06
Position 345: 4.0455862707198717e-07
Position 116: 1.5874985307615696e-07
Position 662: 7.893739182203028e-08
Position 208: 6.703401636443959e-08
Position 189: 2.8425574061438574e-08
Position 256: 2.4531475419869943e-08
Position 242: 1.0377480215416997e-08
Position 211: 9.604793911322658e-09
Position 166: 6.044614161479632e-09
Position 214: 5.365820177629907e-09
Position 151: 1.885915639604185e-09
Position 193: 1.259806622227292e-09
Position 197: 6.57706801646626e-10
Position 201: 1.0712713868122303e-10
Position 228: 5.845804954354873e-12
