Gene = CG6527
index = 923
Annotated 5SS: [ 277 1218]
Annotated 3SS: [ 338 1298]
SMsplice 5SS: [277]
SMsplice 3SS: [338]
Partition function (log Z): -6.4087890707246835

Sorted 5' Splice Sites (High to Low Probability):
Position 277: 0.9811302417676301
Position 1218: 0.5227515967168305
Position 1026: 0.0568185706163108
Position 1769: 0.05017997053831727
Position 1904: 0.05013347255811311
Position 926: 0.030079048377603442
Position 990: 0.01872870389160791
Position 1474: 0.014871497739837982
Position 656: 0.013120642610831405
Position 1562: 0.012325179820242444
Position 1223: 0.008014160835701393
Position 831: 0.006449333833209736
Position 104: 0.0032571759739571573
Position 1483: 0.002867130071576736
Position 110: 0.0026460535650428534
Position 668: 0.002509523809041108
Position 824: 0.001809333668779818
Position 1882: 0.0016219454969560905
Position 707: 0.0015203204301544077
Position 117: 0.0010228835059942615
Position 38: 0.0009015702165989403
Position 486: 0.000791888219186694
Position 776: 0.000726161913891766
Position 62: 0.0005749313332004368
Position 535: 0.00038670468372549113
Position 265: 0.00038619503661205446
Position 688: 0.00033990189588501037
Position 559: 0.0002846348611420322
Position 934: 0.00027766306650596175
Position 1802: 0.0002554060770281493
Position 471: 0.00025473562035267507
Position 1230: 0.0002520659990049465
Position 474: 0.0002321438392613149
Position 1668: 0.0002268500810849898
Position 1363: 0.00018875140288205944
Position 1148: 0.00014888802020016084
Position 250: 0.00011845117425248051
Position 1618: 0.00011690700202355405
Position 856: 0.00011680212356292383
Position 74: 0.00010251795001934833
Position 1086: 7.649862871068665e-05
Position 1709: 7.414833621702709e-05
Position 879: 7.203063575295468e-05
Position 930: 7.187183276696945e-05
Position 1856: 6.525827498469591e-05
Position 994: 6.193390391189347e-05
Position 8: 5.957741817803691e-05
Position 477: 5.3913496662946024e-05
Position 131: 3.8402379147300554e-05
Position 1260: 3.505563567622513e-05
Position 1265: 3.0432091544084886e-05
Position 952: 2.6011532648261613e-05
Position 339: 2.428301293923407e-05
Position 1897: 2.2659702601882752e-05
Position 346: 2.1748377561251394e-05
Position 1258: 2.076122318591404e-05
Position 197: 1.7291451637906436e-05
Position 1172: 1.6779164187638427e-05
Position 428: 1.560931900325688e-05
Position 1631: 1.2573892213014392e-05
Position 1501: 1.2368461372886921e-05
Position 1139: 1.121045749891711e-05
Position 1623: 1.0725184259794571e-05
Position 1604: 1.0316214048978714e-05
Position 504: 1.0132753927845264e-05
Position 774: 7.982527342701339e-06
Position 1567: 6.232360593283662e-06
Position 1513: 5.870510782258311e-06
Position 46: 5.764694442010927e-06
Position 914: 5.323162893369635e-06
Position 1348: 5.106932762253375e-06
Position 719: 4.018766425914175e-06
Position 1860: 3.02078710221517e-06
Position 912: 2.8358802028834865e-06
Position 438: 2.8009573134773827e-06
Position 1815: 2.680335013663482e-06
Position 362: 2.490358846173891e-06
Position 144: 2.3910308732037315e-06
Position 351: 2.296687535989899e-06
Position 1583: 2.285356849595472e-06
Position 936: 2.100842099147204e-06
Position 387: 1.7007121935409243e-06
Position 1489: 1.6527602431633983e-06
Position 848: 1.452141544331195e-06
Position 26: 1.367415972181707e-06
Position 1845: 6.867423247322215e-07
Position 1629: 6.80838456229558e-07
Position 1643: 5.678384475612124e-07
Position 1323: 4.704079410454348e-07
Position 394: 4.141845046974318e-07
Position 1690: 2.529306898522567e-07
Position 414: 2.513268120748816e-07
Position 1634: 2.1947221497375586e-07
Position 1346: 1.797464791586575e-07
Position 159: 7.741919217509298e-08
Position 1310: 7.046235567417674e-08
Position 1537: 6.206624804489803e-08
Position 1271: 2.965818303607795e-08
Position 938: 1.4112164838351528e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 338: 0.9604620842061953
Position 1298: 0.48035592535055105
Position 1079: 0.08634306850496416
Position 1856: 0.08548878544659534
Position 2004: 0.08309061766183727
Position 1045: 0.027679262803783217
Position 1629: 0.010470634313087885
Position 688: 0.006776890994086218
Position 181: 0.006134751756692565
Position 1323: 0.006025179760270291
Position 1501: 0.006007090931793904
Position 1304: 0.0045253236836124726
Position 1341: 0.004465979014003511
Position 759: 0.0031496593814823947
Position 1147: 0.002602905038112569
Position 351: 0.0024967066067908493
