Gene = mRpL10
index = 1762
Annotated 5SS: [113]
Annotated 3SS: [213]
SMsplice 5SS: [113]
SMsplice 3SS: [265]
Partition function (log Z): -8.69735337514101

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.828657139770388
Position 200: 0.10318083672257891
Position 441: 0.06589215133579587
Position 169: 0.017275478076770556
Position 162: 0.01045808292507305
Position 268: 0.00999514144831033
Position 588: 0.009486777337628132
Position 125: 0.0041127878613353465
Position 157: 0.003205447707043642
Position 180: 0.0025014378517503495
Position 22: 0.0014073765101031569
Position 198: 0.0009267988036099403
Position 318: 0.0006283924150619497
Position 471: 0.0005671762359269456
Position 615: 0.0004191649437159578
Position 33: 0.0003089929459161389
Position 160: 0.00015666011455069178
Position 519: 0.0001119610755781229
Position 382: 0.00011169422884939091
Position 623: 0.00010790520410413533
Position 557: 0.00010578356066577447
Position 135: 9.22439542808071e-05
Position 748: 8.452773396715267e-05
Position 48: 6.963393354594633e-05
Position 645: 6.428430448341003e-05
Position 117: 6.049269776217534e-05
Position 16: 3.6031628946974337e-05
Position 54: 1.6084624338315697e-05
Position 490: 1.59891097378054e-05
Position 699: 2.328101495015373e-06
Position 81: 2.1922283305467073e-06
Position 729: 1.4075391230457673e-06
Position 235: 1.3153874470076964e-06
Position 711: 1.2429999806594712e-06
Position 525: 9.329258631051241e-07
Position 795: 5.303562018182475e-07
Position 327: 3.341278593203845e-07
Position 823: 1.978951942766659e-07
Position 690: 1.5166607760889823e-07
Position 929: 9.479607776640592e-08
Position 871: 9.204039638650766e-08
Position 882: 7.90647923348763e-08
Position 321: 3.168034602200712e-08
Position 876: 2.1861181686613087e-08
Position 810: 1.3160451627240072e-08
Position 762: 6.877312151743847e-09
Position 891: 1.6964497877696803e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 265: 0.6961550854541307
Position 213: 0.17475505274649225
Position 697: 0.11818655210584347
Position 530: 0.032823833663901035
Position 490: 0.019708332627484462
Position 186: 0.005567187103404894
Position 360: 0.003269998221104214
Position 235: 0.002293622702536796
Position 668: 0.0020156616078076334
Position 230: 0.0009998459167114434
Position 284: 0.0009589210511447077
Position 542: 0.0007437786124716234
Position 81: 0.0005398021421143483
Position 776: 0.00028142771377638056
Position 272: 0.00015896775035860962
Position 89: 0.0001533818604859774
Position 908: 0.00015257786732057033
Position 568: 0.0001509579309916672
Position 294: 0.000146870478765873
Position 539: 0.00014487566402721758
Position 584: 0.0001357656485956194
Position 401: 0.00013292070639180363
Position 848: 0.00010564052960996622
Position 857: 7.961148044627403e-05
Position 557: 5.345188810674348e-05
Position 404: 5.145175867814506e-05
Position 815: 4.216303111989623e-05
Position 327: 4.0508068143083935e-05
Position 365: 3.953158823213595e-05
Position 232: 2.8507119964405095e-05
Position 823: 2.7243548461610275e-05
Position 572: 2.7130019586710352e-05
Position 335: 2.450998489951451e-05
Position 800: 1.6976503989798698e-05
Position 593: 1.2067519894682775e-05
Position 609: 8.94761465779326e-06
Position 971: 7.141412754872569e-06
Position 407: 4.1054362192789854e-06
Position 321: 3.648541625438719e-06
Position 110: 3.278971893301485e-06
Position 308: 2.1847995423603317e-06
Position 751: 2.1187874807890716e-06
Position 866: 1.8780967177530505e-06
Position 67: 1.8285931493274991e-06
Position 929: 1.5155216973135963e-06
Position 113: 1.301963647685864e-06
Position 440: 9.24871949166037e-07
Position 938: 8.21782825440935e-07
Position 871: 7.785579044610895e-07
Position 758: 7.687127872380369e-07
Position 941: 3.565819385598739e-07
Position 367: 3.5499440248296825e-07
Position 882: 2.761802790530691e-07
Position 410: 2.1795327731883868e-07
Position 389: 2.0690327744695894e-07
Position 438: 1.6144901887655103e-07
Position 828: 1.3904876786897993e-07
Position 955: 1.2893928326973045e-07
Position 132: 3.767191249529591e-08
Position 723: 2.7827694851040602e-08
Position 917: 2.149342028182965e-08
Position 950: 1.6818187605863793e-08
Position 737: 1.605519924944682e-08
Position 60: 1.2403566667281366e-08
Position 734: 1.140112193081034e-08
Position 62: 4.3753512717864416e-09
Position 748: 1.9819384067779777e-09
Position 117: 1.0996126619993428e-09
Position 148: 6.302629703188138e-12
