Gene = CG16852
index = 393
Annotated 5SS: [314]
Annotated 3SS: [374]
SMsplice 5SS: [314]
SMsplice 3SS: [374]
Partition function (log Z): -3.1485710955791077

Sorted 5' Splice Sites (High to Low Probability):
Position 314: 0.9988731447784945
Position 449: 0.08231466996690674
Position 297: 0.0007516328269140754
Position 662: 0.0006318648558037094
Position 599: 0.000365268439066497
Position 486: 0.0002809034149090737
Position 608: 0.00025942903506987754
Position 754: 0.00015335927108889552
Position 826: 9.807858087980737e-05
Position 325: 9.653068039317973e-05
Position 604: 6.973528762421765e-05
Position 251: 6.724212753412693e-05
Position 115: 6.589762011028378e-05
Position 65: 6.420867006429198e-05
Position 751: 5.0527883070709045e-05
Position 725: 4.933953189411988e-05
Position 527: 2.9334316087003015e-05
Position 537: 2.2369626255661585e-05
Position 745: 1.8035972484258204e-05
Position 668: 1.775090393545797e-05
Position 540: 9.532731361255152e-06
Position 56: 9.503309920482022e-06
Position 453: 7.805588576495529e-06
Position 213: 3.221320486988642e-06
Position 740: 1.8623928339541397e-06
Position 169: 1.6421575383079247e-06
Position 456: 1.634176291322541e-06
Position 222: 1.1058443961298482e-06
Position 655: 8.451089488212875e-07
Position 803: 1.8851115036840878e-07
Position 386: 6.841637714624028e-08
Position 814: 3.718685782792556e-08
Position 466: 3.1653641712866616e-08
Position 689: 3.162733446416629e-08
Position 405: 1.6292904400863224e-08
Position 425: 1.0057200383112146e-08
Position 335: 5.0058545518403696e-09
Position 842: 2.3566071940722127e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 374: 0.6286546281158172
Position 377: 0.3646933930694342
Position 796: 0.05207175732275943
Position 511: 0.02134959018068853
Position 502: 0.006291276135482884
Position 396: 0.0025546072642250958
Position 356: 0.0021326250074919667
Position 498: 0.00158595287567799
Position 517: 0.0011319234972301433
Position 774: 0.0009723613495164205
Position 725: 0.0004468118690318438
Position 347: 0.0004208675260489909
Position 567: 0.0003098972168268501
Position 887: 0.0002946334101399475
Position 436: 0.00022970982059904342
Position 562: 0.00022822697208864533
Position 874: 0.0001645518009393852
Position 580: 0.0001300601933715846
Position 881: 0.00011420502422681803
Position 673: 0.00011304618994290076
Position 651: 9.570288373097792e-05
Position 200: 9.307661429838477e-05
Position 661: 5.24004060286703e-05
Position 571: 2.8847248716852164e-05
Position 204: 2.544042014088341e-05
Position 476: 2.252129127883163e-05
Position 456: 1.982989763307333e-05
Position 833: 1.5918601757627837e-05
Position 473: 1.4429575756322335e-05
Position 633: 1.0043442230933778e-05
Position 890: 7.986186966890786e-06
Position 863: 6.879907791629825e-06
Position 125: 6.229332392566738e-06
Position 598: 5.580843389830635e-06
Position 106: 3.372139483676457e-06
Position 131: 3.3504349371352743e-06
Position 301: 3.338491851071736e-06
Position 174: 3.2691342176251697e-06
Position 577: 1.8219242861034683e-06
Position 103: 1.7209237948348548e-06
Position 604: 1.17022885616459e-06
Position 240: 9.161076432625552e-07
Position 182: 5.260136579058209e-07
Position 166: 5.004469754196957e-07
Position 249: 4.4201503370870894e-07
Position 228: 3.0470629053169526e-07
Position 269: 2.505775534181207e-07
Position 448: 2.4604541943188814e-07
Position 715: 2.315602106892077e-07
Position 295: 1.638212385481013e-07
Position 391: 3.93846746373125e-08
Position 113: 3.435067119197992e-08
Position 279: 2.8005948869777608e-08
Position 209: 2.7650095661674742e-08
Position 309: 2.695024774485933e-08
Position 453: 2.6325059292758096e-08
Position 460: 2.6169251956928515e-08
Position 313: 8.488040727248278e-09
Position 405: 7.177960800198746e-09
Position 159: 3.840057493091203e-09
Position 318: 7.160983461931004e-10
Position 213: 1.9221240819613512e-10
Position 486: 5.683371952455009e-11
Position 251: 2.6638557470894974e-11
Position 133: 3.5796936625857826e-12
Position 297: 2.55101650656403e-12
Position 115: 7.920880738162847e-13
Position 484: 1.053158642076242e-13
