Gene = RpS21
index = 1450
Annotated 5SS: [106 236 499]
Annotated 3SS: [176 306 560]
SMsplice 5SS: [106 236 499]
SMsplice 3SS: [176 306 560]
Partition function (log Z): 2.1062813534586504

Sorted 5' Splice Sites (High to Low Probability):
Position 499: 0.9843266081082085
Position 236: 0.9794078345975532
Position 106: 0.9493348981548178
Position 603: 0.008227422728419136
Position 753: 0.004659517275697161
Position 88: 0.0031249616281538144
Position 744: 0.0020454050447567687
Position 110: 0.0018943613917112281
Position 202: 0.0015719418067300201
Position 218: 0.0013232446389239419
Position 464: 0.00048818075316915167
Position 624: 0.00032798723980767016
Position 503: 0.00027731827552433114
Position 240: 0.000254119509413457
Position 634: 0.00025320413724274466
Position 803: 0.0002485743740207361
Position 746: 0.00017189210639910466
Position 862: 9.871614572882622e-05
Position 840: 9.785552539904975e-05
Position 578: 6.181443613004667e-05
Position 70: 5.2932248407420604e-05
Position 641: 4.390828010448572e-05
Position 698: 2.7911207638555964e-05
Position 249: 1.7343137191550543e-05
Position 76: 1.6495445174001985e-05
Position 748: 1.082310766552055e-05
Position 507: 5.405116041284952e-06
Position 692: 5.1934502182827455e-06
Position 573: 2.4160844399172173e-06
Position 860: 2.3909539053361353e-06
Position 121: 2.2871090361889157e-06
Position 448: 1.7437833428588474e-06
Position 210: 1.5919933584392512e-06
Position 651: 1.5563007087462602e-06
Position 402: 1.2479609914437155e-06
Position 28: 1.046632538788771e-06
Position 435: 9.092596296514844e-07
Position 36: 6.010771026768197e-07
Position 222: 3.009762770093967e-07
Position 468: 2.8326106246306396e-07
Position 251: 2.0716347700855786e-07
Position 365: 1.2327941355493148e-07
Position 313: 1.6689471519349724e-08
Position 387: 1.4399084721916873e-08
Position 350: 8.661254421748483e-09
Position 371: 8.084624258440822e-09
Position 159: 9.859531336343636e-10
Position 161: 7.472108557843516e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 306: 0.9694936844017346
Position 176: 0.9528680069292534
Position 560: 0.9174108754673901
Position 931: 0.022352824538760276
Position 698: 0.019008512124530627
Position 812: 0.01560521561911883
Position 912: 0.01366056835403039
Position 287: 0.010239323355089886
Position 879: 0.004332851795641924
Position 587: 0.0036468171745632355
Position 321: 0.0029194544490129264
Position 776: 0.0017648676930910562
Position 785: 0.0011600144142467884
Position 860: 0.0009298175807362516
Position 840: 0.0007284913107784594
Position 337: 0.0005386729993895829
Position 355: 0.00047474773767374487
Position 702: 0.00042213196602313926
Position 152: 0.00020265740875155967
Position 148: 0.0001676899630034133
Position 611: 0.00016061064179293178
Position 591: 0.00010096939358712786
Position 736: 5.268143242957605e-05
Position 191: 3.6776169027711486e-05
Position 394: 2.3799903024960862e-05
Position 714: 2.2002151156874923e-05
Position 708: 2.0774431525661116e-05
Position 793: 1.9425129895861267e-05
Position 744: 1.4490964118862747e-05
Position 726: 6.2111657895623285e-06
Position 382: 1.9690520583436924e-06
Position 721: 1.6580258869584823e-06
Position 409: 1.245402529210384e-06
Position 513: 1.2244850652038461e-06
Position 571: 7.089381218323267e-07
Position 121: 6.98307795678208e-07
Position 106: 4.1123215840529246e-08
Position 481: 4.0744985836809025e-08
Position 240: 3.226287043646788e-08
Position 478: 1.4786976578266764e-08
Position 206: 8.128803219322719e-09
Position 118: 6.363112125382495e-09
Position 753: 4.747199872034948e-09
Position 83: 3.1578374724199144e-09
Position 499: 2.8443939824601624e-09
Position 430: 9.018552430120452e-11
Position 110: 6.846596452321651e-11
Position 360: 4.933679599025704e-11
Position 70: 2.5529208841716864e-11
Position 448: 2.276218079896348e-12
Position 503: 1.3148328707790228e-12
