Gene = RpL9
index = 1446
Annotated 5SS: [ 61 184 679]
Annotated 3SS: [133 427 950]
SMsplice 5SS: [ 61 184 679]
SMsplice 3SS: [133 461 950]
Partition function (log Z): -2.402721607929221

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.9537226561864485
Position 679: 0.6965019979944392
Position 184: 0.6576896287502191
Position 694: 0.21411534423373138
Position 1221: 0.1638648415743919
Position 1240: 0.018977429509103548
Position 361: 0.016027464714909383
Position 331: 0.012324972378882571
Position 1059: 0.011083890402348731
Position 1236: 0.008310194927119745
Position 375: 0.005895488631115749
Position 388: 0.0043537080008992
Position 68: 0.003624594354274131
Position 342: 0.0032903071156283447
Position 683: 0.002827833621531063
Position 65: 0.0022100638475091344
Position 842: 0.0016897571715093998
Position 1311: 0.0016625645858172875
Position 600: 0.0010192559515966937
Position 414: 0.000521702028311036
Position 890: 0.0004927630975142209
Position 1276: 0.00046887932677848243
Position 846: 0.00043575558683052294
Position 1066: 0.0004250068306849919
Position 79: 0.00035100749963259763
Position 572: 0.00029703217249021067
Position 1294: 0.00022013703326914682
Position 1265: 0.00022003615164711225
Position 859: 0.0002065777043558898
Position 988: 0.00018493416963901918
Position 225: 0.0001818060794318525
Position 1246: 0.00014984046388586417
Position 193: 0.0001471596557823613
Position 639: 0.00012256274603720182
Position 608: 0.0001139702549330329
Position 242: 0.00011160352892128253
Position 1159: 0.00010689653695384661
Position 839: 9.555867982439884e-05
Position 188: 8.462258492315667e-05
Position 1262: 7.882132649092513e-05
Position 611: 7.101879791233122e-05
Position 195: 6.151215331821071e-05
Position 510: 5.4792623323512265e-05
Position 1034: 5.2219575209917074e-05
Position 263: 5.132530873185047e-05
Position 1139: 4.9301865009694455e-05
Position 495: 4.083402617649043e-05
Position 72: 3.997668269243196e-05
Position 326: 3.4875037803080416e-05
Position 7: 3.211554424507016e-05
Position 461: 2.6295182680423348e-05
Position 1047: 1.924216026972486e-05
Position 648: 1.9028474031415535e-05
Position 70: 1.8603231885513772e-05
Position 1103: 1.8337525892341953e-05
Position 1296: 1.5449902574857454e-05
Position 54: 1.5204715517828562e-05
Position 1225: 1.4999671026226878e-05
Position 1106: 1.018708219230815e-05
Position 861: 1.0138784430350925e-05
Position 915: 9.830293095714226e-06
Position 629: 5.30634315414925e-06
Position 507: 4.5462578227284954e-06
Position 655: 3.141600291822358e-06
Position 1202: 2.9429777707554522e-06
Position 1097: 2.889236695737736e-06
Position 1074: 2.253030461177242e-06
Position 244: 2.0091221213897665e-06
Position 1244: 1.8733160620851155e-06
Position 1373: 1.1130088970504768e-06
Position 1077: 1.0874596460786687e-06
Position 1011: 1.0383421286406305e-06
Position 863: 9.66482105950381e-07
Position 1359: 8.983353322153662e-07
Position 157: 8.632333270033729e-07
Position 970: 8.429228050934973e-07
Position 505: 8.225375026858321e-07
Position 1192: 7.716428797580245e-07
Position 442: 5.750780917002348e-07
Position 1079: 5.196028732079831e-07
Position 427: 4.218831772809286e-07
Position 429: 4.186444470739482e-07
Position 155: 3.1380241862993734e-07
Position 465: 3.137587843088709e-07
Position 1163: 2.1993038403825834e-07
Position 981: 1.5970347913714083e-07
Position 140: 1.325114006377969e-07
Position 1357: 1.2487246090292972e-07
Position 986: 6.460987750036477e-08
Position 1013: 5.23946051734693e-08
Position 958: 8.005398537939419e-09
Position 953: 1.789311599071145e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 133: 0.9167955712376541
Position 950: 0.7822510219637312
Position 461: 0.5031608171762202
Position 427: 0.22671454413417316
Position 1390: 0.20027730130320937
Position 970: 0.03699677716475559
Position 798: 0.03146800702548491
Position 859: 0.020041455593783137
Position 915: 0.01765339864501301
Position 889: 0.011120034099026253
Position 1126: 0.00816419411821794
Position 842: 0.004806272175697971
Position 1123: 0.003634491624985345
Position 1418: 0.003396080403654943
Position 1066: 0.0030536541246050145
Position 877: 0.0027341677123011573
Position 839: 0.001947194012671123
Position 470: 0.0016367930676771452
Position 488: 0.0011175263044914234
Position 1192: 0.0009359561928734701
Position 316: 0.0009013405194509371
Position 1189: 0.0008810869133978756
Position 479: 0.0007849222643823127
Position 500: 0.0007057596680624812
Position 1357: 0.0005711125926103143
Position 976: 0.0005700305543069481
Position 899: 0.00045480924294432224
Position 953: 0.00045003985509168914
Position 391: 0.0004180182548669565
Position 547: 0.0002350350842177998
Position 773: 0.0001578578991358968
Position 437: 0.0001298599484386475
Position 587: 0.00011977752022147839
Position 1270: 0.00010203735959789835
Position 1024: 8.258118163218659e-05
Position 255: 6.636837771961421e-05
Position 1274: 5.560652204417479e-05
Position 655: 5.173446261271836e-05
Position 599: 4.319299004160822e-05
Position 1282: 3.2656959426509594e-05
Position 724: 2.7455527609073625e-05
Position 320: 2.684593635552904e-05
Position 1349: 2.644322674631421e-05
Position 749: 1.4777135431745336e-05
Position 542: 1.3360756536494935e-05
Position 203: 1.0751733865198222e-05
Position 382: 1.0247293192913026e-05
Position 170: 7.142309771069579e-06
Position 335: 6.405917536811762e-06
Position 137: 6.231444524016422e-06
Position 140: 5.234894618165833e-06
Position 1213: 5.209464447733541e-06
Position 1225: 3.881707969948918e-06
Position 1255: 3.521717346869076e-06
Position 149: 3.408418209307831e-06
Position 626: 2.91709682748638e-06
Position 554: 2.5837054944864584e-06
Position 720: 2.453250597382543e-06
Position 1042: 2.387188006140101e-06
Position 846: 1.923948447955756e-06
Position 608: 1.6398600308357113e-06
Position 1084: 1.6085492873482291e-06
Position 1276: 1.4615103285532539e-06
Position 623: 8.809858498708788e-07
Position 1207: 7.266710578391759e-07
Position 1063: 4.921872323574449e-07
Position 68: 4.136403551074227e-07
Position 188: 3.1457378215148713e-07
Position 706: 2.0650696010895075e-07
Position 65: 1.10066928152452e-07
Position 257: 1.0686878927790521e-07
Position 225: 1.0139003777749624e-07
Position 677: 7.292725103271073e-08
Position 1252: 7.088156742569638e-08
Position 692: 6.948447084803732e-08
Position 688: 5.407436720074901e-08
Position 665: 4.2002077489017885e-08
Position 605: 3.634224039223854e-09
Position 629: 2.687757835119873e-09
Position 182: 5.055103386786897e-10
Position 1159: 4.3060085773106943e-10
Position 1144: 1.2111670063520577e-10
