Gene = mRpL21
index = 1767
Annotated 5SS: [152]
Annotated 3SS: [227]
SMsplice 5SS: [152]
SMsplice 3SS: [227]
Partition function (log Z): -2.380890162546071

Sorted 5' Splice Sites (High to Low Probability):
Position 152: 0.998979495892378
Position 809: 0.19039605275356253
Position 1676: 0.1554082161996088
Position 365: 0.04779472104547415
Position 1066: 0.01215331910690029
Position 890: 0.005472014834968434
Position 428: 0.004242783778809652
Position 905: 0.003953105229599334
Position 914: 0.0035364069127939877
Position 257: 0.0018112370411318861
Position 1115: 0.001546603032511051
Position 873: 0.0015164964326609136
Position 503: 0.001307326234196344
Position 156: 0.0006284009592527221
Position 643: 0.0006262925116645842
Position 1469: 0.000617267615437565
Position 572: 0.00041715814251733847
Position 1132: 0.0004076831168959952
Position 536: 0.00037563604461127983
Position 398: 0.0003393114890267442
Position 1137: 0.0002532272899114273
Position 763: 0.0002289065096297887
Position 1011: 0.0002148069322221238
Position 409: 0.00020681861294684792
Position 739: 0.00020043842474021307
Position 683: 0.00019311309061684215
Position 178: 0.00017339707256290538
Position 798: 0.00011995111073967386
Position 1124: 0.00011941705669136215
Position 1584: 0.00011683211988522308
Position 1514: 0.00011625116377758364
Position 1081: 7.633023490782732e-05
Position 757: 6.459265333489578e-05
Position 293: 5.9063638594641346e-05
Position 1108: 5.595937947071663e-05
Position 1212: 5.1588179671016334e-05
Position 52: 4.8658918072913015e-05
Position 516: 4.276274047821331e-05
Position 1704: 3.866884772490255e-05
Position 1033: 3.079569288962016e-05
Position 137: 2.668751445941912e-05
Position 1025: 2.2377917297718807e-05
Position 584: 2.129455514122543e-05
Position 1106: 2.0227244424297413e-05
Position 1243: 1.978367130559951e-05
Position 1203: 1.530094815500233e-05
Position 452: 1.4715760134173393e-05
Position 587: 1.4355572474007346e-05
Position 1275: 1.4322911831430399e-05
Position 1182: 1.2834579472865592e-05
Position 1190: 1.2468156637140975e-05
Position 775: 1.2047669502828478e-05
Position 331: 1.1068737776855035e-05
Position 1680: 1.0730473703795181e-05
Position 1076: 1.0472672152004249e-05
Position 1315: 7.587304954686651e-06
Position 1050: 4.420892629149084e-06
Position 401: 3.6780492630545297e-06
Position 224: 3.30669127800338e-06
Position 711: 2.6907017562494062e-06
Position 1701: 2.6428335361840107e-06
Position 1368: 2.573118784175674e-06
Position 976: 2.535399676637067e-06
Position 716: 2.171079010213036e-06
Position 1691: 1.845472136224025e-06
Position 1093: 1.4409810379592176e-06
Position 1305: 1.3450028641203183e-06
Position 1039: 1.0139223928722109e-06
Position 1710: 7.034884495120101e-07
Position 1542: 4.844961278660086e-07
Position 946: 4.7613861126392924e-07
Position 62: 3.3329038651551925e-07
Position 200: 3.2697263020584153e-07
Position 141: 2.626788022920196e-07
Position 228: 2.483198033941398e-07
