Gene = Rrp1
index = 1458
Annotated 5SS: [1253 1392 1795]
Annotated 3SS: [1313 1453 1856]
SMsplice 5SS: [1253 1392 1795]
SMsplice 3SS: [1313 1453 1856]
Partition function (log Z): 5.026326551507752

Sorted 5' Splice Sites (High to Low Probability):
Position 1795: 0.9962711208635682
Position 1253: 0.9900842293516361
Position 1392: 0.9465451721679639
Position 1523: 0.23691903160047834
Position 2627: 0.09612232909068692
Position 1383: 0.05124942253796636
Position 994: 0.03226455538771797
Position 2072: 0.03203575283691596
Position 1085: 0.01827096992925498
Position 2144: 0.008955567157590242
Position 1561: 0.005822511762862005
Position 1550: 0.004608871367444855
Position 18: 0.00420396049371312
Position 1527: 0.0031999240073959053
Position 2045: 0.003115302333232687
Position 2543: 0.003072558452563665
Position 1642: 0.002685719370950972
Position 158: 0.0023962027978906186
Position 973: 0.0019844588080459922
Position 829: 0.0018880384300563895
Position 2520: 0.0018789206305013103
Position 2442: 0.0017046921091812244
Position 2529: 0.0016037314062323429
Position 928: 0.0009847874870733912
Position 1096: 0.0004022173156157551
Position 493: 0.0002797337123493554
Position 556: 0.0002371049208287706
Position 1210: 0.00022111328155292688
Position 1208: 0.00021576448586983757
Position 2012: 0.00021280046314871507
Position 2618: 0.00021077657831648604
Position 2054: 0.00020999563950611742
Position 337: 0.0001967919711990204
Position 2598: 0.00019151754574405158
Position 2589: 0.00012384174934790775
Position 2148: 0.00011761796646586882
Position 2175: 0.00010509506431079346
Position 2022: 0.00010239769060998051
Position 1511: 9.423118165589775e-05
Position 625: 8.577747719644568e-05
Position 2445: 8.52793192028797e-05
Position 1893: 7.002244376730964e-05
Position 168: 4.815293335872907e-05
Position 1403: 4.4362907988897536e-05
Position 2199: 4.340532461276165e-05
Position 15: 4.272264869946571e-05
Position 1748: 4.03322221475106e-05
Position 2100: 3.378840133089381e-05
Position 786: 3.3237532240835776e-05
Position 919: 3.127816835536297e-05
Position 2533: 2.9191626747372587e-05
Position 2557: 2.805619113547888e-05
Position 2272: 2.7368600982729883e-05
Position 1953: 2.4540410264791726e-05
Position 32: 2.345657216139623e-05
Position 2178: 2.3352200008245703e-05
Position 778: 1.981678383974026e-05
Position 1263: 1.9615127904207748e-05
Position 1213: 1.9538158044001112e-05
Position 94: 1.9167157012421136e-05
Position 1986: 1.7315638555100702e-05
Position 198: 1.7185749785298053e-05
Position 1734: 1.564416944554408e-05
Position 2070: 1.475245641611027e-05
Position 112: 1.2141741886657507e-05
Position 496: 1.0644449586334836e-05
Position 2535: 9.742176985617142e-06
Position 409: 9.518858680117343e-06
Position 189: 9.426676756559969e-06
Position 1721: 9.12382314272313e-06
Position 2391: 8.478862793458649e-06
Position 1755: 8.417578606321774e-06
Position 385: 7.024016572342254e-06
Position 1865: 6.681462079226323e-06
Position 1274: 6.012641014353576e-06
Position 13: 5.92838404580232e-06
Position 1012: 5.111994568318607e-06
Position 1024: 3.0997493911241906e-06
Position 590: 2.900718525838235e-06
Position 2076: 2.666479291046748e-06
Position 1595: 2.522988916440618e-06
Position 2571: 2.262971984671928e-06
Position 1498: 1.4409777990514722e-06
Position 249: 1.1094538869587326e-06
Position 1928: 8.732440428647595e-07
Position 229: 7.775826961603757e-07
Position 2418: 7.582925483381464e-07
Position 83: 6.238792149787609e-07
Position 152: 6.013875328496623e-07
Position 60: 5.961894051876409e-07
Position 630: 5.643172628496474e-07
Position 2631: 5.081305838506034e-07
Position 2433: 4.843539183471231e-07
Position 1352: 4.6418233654250795e-07
Position 2315: 4.41159147832406e-07
Position 2401: 4.027927714282974e-07
Position 220: 2.5753255279447137e-07
Position 443: 2.3788750961480456e-07
Position 72: 2.1602104258039197e-07
Position 2307: 2.0218305475499066e-07
Position 875: 1.4904555997462476e-07
Position 298: 1.0820007019230162e-07
Position 1880: 1.0016989735321022e-07
Position 218: 9.273275413568243e-08
Position 2413: 3.1230290879132256e-08
Position 1337: 1.942915933956428e-08
Position 1714: 1.9122094069878456e-08
Position 2676: 4.2649676009454285e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1453: 0.9970344976440293
Position 1313: 0.9956889126352286
Position 1856: 0.995198207740681
Position 1603: 0.18089109952373053
Position 2682: 0.10704255900923121
Position 1678: 0.05343473715057508
Position 1048: 0.03403499404124107
Position 2141: 0.01785053498502159
Position 2621: 0.01481585254997361
Position 1137: 0.014196652529526954
Position 1706: 0.011925660153095775
Position 1675: 0.0047583841084834645
Position 72: 0.003647658142041081
Position 2234: 0.002939741871784822
Position 2320: 0.002156928089653461
Position 2716: 0.0021351401931491397
Position 1149: 0.0018193221118369377
Position 1865: 0.0010512490887849577
Position 1319: 0.0010240540940247263
Position 883: 0.0010201132850003792
Position 2088: 0.000992116699652905
Position 1615: 0.0008082073002564217
Position 1657: 0.0007708836562859382
Position 2132: 0.0007639955214633325
Position 2264: 0.0007515501597215143
Position 225: 0.000748501837151835
Position 2342: 0.0005118825569792215
Position 2153: 0.00041542535504712183
Position 1880: 0.000389300061993313
Position 1459: 0.0003307470789159024
Position 1146: 0.0003077572232482304
Position 681: 0.00024445689650310243
Position 1012: 0.00020823857316881208
Position 1938: 0.0002018451653466356
Position 1071: 0.0001801365038429114
Position 2246: 0.00017252975336028034
Position 2286: 0.00011112187489767141
Position 1059: 0.00010200324576280735
Position 645: 8.865504748947279e-05
Position 1966: 8.804505803487602e-05
Position 1099: 8.390007922344696e-05
Position 2267: 7.015686711001858e-05
Position 436: 5.809765220169537e-05
Position 625: 5.516017398119226e-05
Position 1684: 5.3277729355181175e-05
Position 1727: 4.1352859513567734e-05
