Gene = ppk27
index = 1845
Annotated 5SS: [1079 1322]
Annotated 3SS: [1138 1389]
SMsplice 5SS: [1079 1322]
SMsplice 3SS: [1138 1389]
Partition function (log Z): -6.655588266451558

Sorted 5' Splice Sites (High to Low Probability):
Position 1079: 0.9410943186725044
Position 1322: 0.7573160043104818
Position 614: 0.1321947217349125
Position 1241: 0.07595086976906155
Position 192: 0.008193873018891068
Position 1072: 0.00672282385928033
Position 1308: 0.004885067583563904
Position 1326: 0.004372865019104127
Position 938: 0.0036808133235692415
Position 814: 0.0024578214939053656
Position 1281: 0.0017379285320937238
Position 231: 0.0009921586511273494
Position 145: 0.0009657370725184156
Position 1111: 0.0009140381589485951
Position 809: 0.0008962529678634694
Position 430: 0.0008843465395939054
Position 1035: 0.0005624130591701812
Position 932: 0.00045025634451301497
Position 1068: 0.00043011760293100367
Position 891: 0.00038365067876971955
Position 508: 0.0003829905609381958
Position 377: 0.00034629195212541983
Position 337: 0.0002133056328118415
Position 593: 0.0001927033087743101
Position 648: 8.377847658574035e-05
Position 1083: 6.868110230457372e-05
Position 612: 6.682631491693114e-05
Position 504: 6.436243870888245e-05
Position 79: 6.308140325932325e-05
Position 383: 6.0656840183028276e-05
Position 1337: 5.904848234976099e-05
Position 856: 5.825498263401293e-05
Position 1029: 5.561679224892204e-05
Position 701: 5.263964440822073e-05
Position 390: 5.145708548321514e-05
Position 408: 4.804032368069676e-05
Position 523: 4.7679925283723504e-05
Position 1330: 4.5923813946450835e-05
Position 962: 4.404343245012203e-05
Position 266: 4.1488203957217814e-05
Position 237: 3.299258208212074e-05
Position 124: 3.178479122438894e-05
Position 591: 2.8729271679030315e-05
Position 683: 2.242866235512282e-05
Position 993: 2.030097791113084e-05
Position 948: 1.951002849153158e-05
Position 898: 1.68061518117836e-05
Position 1061: 1.4308364589080549e-05
Position 960: 1.2686834802606382e-05
Position 1002: 1.167478450535539e-05
Position 1014: 1.1489917456149492e-05
Position 818: 1.1477858797446774e-05
Position 286: 1.1019460234624519e-05
Position 101: 9.904812257140056e-06
Position 1320: 9.43827755410712e-06
Position 914: 9.09181784956056e-06
Position 380: 8.206331768235474e-06
Position 1169: 7.726296244126229e-06
Position 800: 5.534794925516856e-06
Position 844: 4.549867700063792e-06
Position 1191: 3.76998132743e-06
Position 785: 3.117127632258798e-06
Position 1245: 3.000563195203527e-06
Position 618: 2.841288635768969e-06
Position 688: 2.066300221243001e-06
Position 995: 1.7995544183131162e-06
Position 148: 1.4718979646521248e-06
Position 1438: 1.34459468097213e-06
Position 276: 7.063280656244161e-07
Position 53: 5.005361780846648e-07
Position 114: 4.1658753378980555e-07
Position 274: 4.1225168310732825e-07
Position 793: 2.9123004488720756e-07
Position 1160: 2.5197530127950013e-07
Position 434: 2.0960947269542292e-07
Position 1146: 1.9751509828482702e-07
Position 997: 9.662997066933385e-08
Position 686: 6.025078871016523e-08
Position 1395: 1.8017327385532515e-08
Position 1404: 2.90674709674364e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1138: 0.9166266082926501
Position 1389: 0.8486587681547155
Position 664: 0.04226132516024404
Position 1199: 0.03489399534650319
Position 695: 0.033898540712695394
Position 1110: 0.010549275329093796
Position 785: 0.008538230136415994
Position 701: 0.00760729220725285
Position 901: 0.007226226325880704
Position 245: 0.007204785381349382
Position 800: 0.006731098423639896
Position 993: 0.005824460033351169
Position 715: 0.0036480233775554845
Position 1019: 0.003008317740679193
Position 1438: 0.00191813324584267
Position 1153: 0.0012884280700784046
Position 302: 0.0010976417937238175
Position 870: 0.0009576179267967632
Position 928: 0.0008279557780172293
Position 807: 0.0006340682280685489
Position 1496: 0.0006089639514459806
Position 965: 0.0005472821532529986
Position 266: 0.0005446045719362578
Position 319: 0.0004627525013812754
Position 841: 0.00044677472372700285
Position 555: 0.00035220838475539206
Position 648: 0.00011265617229603075
Position 1241: 0.0001123999928769895
Position 430: 0.00010621456148569757
Position 517: 9.266217690961959e-05
Position 274: 8.216133605737025e-05
Position 434: 7.73360466900558e-05
Position 589: 7.375792641354317e-05
Position 130: 5.797738235360616e-05
Position 1278: 5.249514095235003e-05
Position 812: 4.614319137076057e-05
Position 514: 3.592107936134356e-05
Position 203: 3.387189549926572e-05
Position 212: 3.197657655179834e-05
Position 401: 2.5946563834342248e-05
Position 1068: 2.1068727260011086e-05
Position 1326: 1.803856311954096e-05
Position 390: 1.5636633788188815e-05
Position 853: 1.5508950164926117e-05
Position 612: 1.0647969097455398e-05
Position 395: 9.381204991685245e-06
Position 337: 8.964101630822243e-06
Position 930: 8.502675670592888e-06
Position 380: 5.218819961424685e-06
Position 941: 5.17629074944451e-06
Position 1014: 5.019014669851619e-06
Position 1029: 4.900679228058146e-06
Position 818: 3.094201141925937e-06
Position 1050: 2.4567335269258676e-06
Position 973: 2.432284382712445e-06
Position 938: 1.9017901539305514e-06
Position 906: 1.715058921532349e-06
Position 1448: 1.3371239972574358e-06
Position 170: 1.2876304563735834e-06
Position 1075: 9.728188779197355e-07
Position 1058: 9.507364753886755e-07
Position 891: 8.628532259098868e-07
Position 1238: 7.760583906564911e-07
Position 856: 7.262378284484077e-07
Position 948: 7.224626626302341e-07
Position 412: 6.816755388698012e-07
Position 366: 5.476161432146155e-07
Position 346: 4.6347417955874234e-07
Position 221: 3.83593617694299e-07
Position 519: 2.6198823273209526e-07
Position 1502: 2.3108459042398473e-07
Position 618: 1.8229704271115364e-07
Position 960: 1.3877988310661305e-07
Position 1079: 4.858737739662491e-08
Position 814: 4.255884445269497e-08
Position 101: 2.058349855271791e-09
Position 910: 1.9146193195415108e-09
Position 1245: 2.557977458708371e-10
Position 1083: 2.601065451744484e-11
