Gene = sip2
index = 1874
Annotated 5SS: [ 136  331 2180]
Annotated 3SS: [ 218  519 2243]
SMsplice 5SS: [ 136  331 2180]
SMsplice 3SS: [ 179  519 2243]
Partition function (log Z): -1.4780854933059078

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9771604255289003
Position 136: 0.801566041129221
Position 331: 0.6503071430138464
Position 2016: 0.0771977779828921
Position 690: 0.03027052263243097
Position 442: 0.0150614413701326
Position 1778: 0.014701344138085975
Position 1950: 0.011828218030867881
Position 815: 0.0060658393527383185
Position 679: 0.005937450334690555
Position 309: 0.004462676568787226
Position 1073: 0.004446607769445857
Position 1797: 0.004431972938458388
Position 430: 0.004411124462650599
Position 1596: 0.0039662220401699335
Position 1614: 0.003633187740610538
Position 890: 0.002432762682073715
Position 1916: 0.0024170126995544427
Position 116: 0.002199590602443133
Position 464: 0.0018509544078672024
Position 1448: 0.0017852234793145788
Position 894: 0.001780260954699555
Position 1055: 0.0016160273043808778
Position 745: 0.0016150729985840119
Position 297: 0.001595808012244283
Position 1681: 0.0015164805496284419
Position 2495: 0.0014677095279166082
Position 1782: 0.0013583186289005986
Position 623: 0.0010882364033973576
Position 656: 0.0008972319663166331
Position 140: 0.000782746946076282
Position 1430: 0.0007728218705776188
Position 455: 0.0005895755556183184
Position 1866: 0.0003985374329749657
Position 1968: 0.0003630048687697787
Position 2477: 0.0003370762689675151
Position 873: 0.0003043250524155817
Position 1470: 0.0002744558340363101
Position 1364: 0.00023586658666659182
Position 375: 0.00023507433936471436
Position 313: 0.00012690565092320547
Position 1775: 0.00010158607003825543
Position 1945: 8.6372366227281e-05
Position 1526: 8.452400616993513e-05
Position 632: 8.325052631131787e-05
Position 759: 7.496818788002384e-05
Position 1986: 5.8579697033327104e-05
Position 2184: 5.7077778666219213e-05
Position 1132: 5.350339982610762e-05
Position 1685: 5.063298695318263e-05
Position 388: 4.943824899456973e-05
Position 2280: 4.806903625874964e-05
Position 87: 4.493412803748682e-05
Position 1579: 4.491995913948246e-05
Position 729: 4.366847618413321e-05
Position 1329: 3.817800239956218e-05
Position 1123: 3.53225676865328e-05
Position 1878: 3.0855480668684083e-05
Position 1130: 2.938672927387787e-05
Position 179: 2.7789133866824616e-05
Position 362: 2.7452722232778046e-05
Position 60: 2.6461352750266493e-05
Position 421: 2.556822867176931e-05
Position 787: 2.3977082813722735e-05
Position 2086: 2.372747607797943e-05
Position 2091: 2.3558535576052027e-05
Position 85: 2.3501638659882016e-05
Position 1603: 2.290959205712175e-05
Position 1439: 2.0291956401393458e-05
Position 1546: 1.5497475045072226e-05
Position 391: 1.2463864533495795e-05
Position 924: 1.2357704486672785e-05
Position 810: 1.1082680012062178e-05
Position 1814: 1.0700295201696342e-05
Position 2020: 1.062752090871194e-05
Position 1120: 1.010308888563338e-05
Position 973: 9.043827765429294e-06
Position 55: 8.641080566935003e-06
Position 197: 8.375840889785004e-06
Position 645: 6.648152048754256e-06
Position 1753: 6.553940721631678e-06
Position 1465: 6.550845210298379e-06
Position 1185: 6.444466039061919e-06
Position 364: 6.2776330051866564e-06
Position 1064: 6.221909935561919e-06
Position 41: 4.010490864527888e-06
Position 259: 3.8340344895690555e-06
Position 486: 3.7557022850314804e-06
Position 2445: 3.748810314814978e-06
Position 1854: 3.0418374223622182e-06
Position 1655: 2.8668020304788796e-06
Position 1246: 2.7485559874026582e-06
Position 1721: 2.5545293460216114e-06
Position 1235: 2.4916773364919277e-06
Position 2218: 2.1678486027667746e-06
Position 1474: 2.134866152829763e-06
Position 1285: 2.0728232628678206e-06
Position 943: 1.7836576096512043e-06
Position 1628: 1.71608388458126e-06
Position 34: 1.710710831472904e-06
Position 2367: 1.6375748885760222e-06
Position 1831: 1.5924240885539876e-06
Position 570: 1.5889313102449247e-06
Position 373: 1.4689009701728612e-06
Position 2378: 1.3917533058644777e-06
Position 1920: 1.3874526077813108e-06
Position 1481: 1.2816981365455745e-06
Position 1637: 1.2777715600297944e-06
Position 1688: 1.2028060493845783e-06
Position 218: 1.1556838257406228e-06
Position 2447: 1.1034722792035636e-06
Position 1977: 8.471443227727991e-07
Position 2032: 7.759031140892997e-07
Position 2325: 4.786841566899801e-07
Position 1218: 4.32525545332719e-07
Position 199: 3.91487676941558e-07
Position 2381: 3.038262864393636e-07
Position 929: 2.5040618112469336e-07
Position 2043: 1.8575935129640808e-07
Position 2426: 1.0297744301962405e-07
Position 208: 9.018548044510559e-08
Position 1472: 5.6697362345633354e-08
Position 2041: 5.09521464559769e-08
Position 2212: 3.5369973983956015e-08
Position 2247: 3.278612536966214e-08
Position 536: 2.2244844977496788e-08
Position 2313: 1.7719064416848454e-08
Position 505: 1.545105538156237e-08
Position 2244: 6.091994970489651e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9914099402117466
Position 519: 0.9086674755389592
Position 179: 0.43066725160695635
Position 2071: 0.07778738203167934
Position 1854: 0.05323272878839349
Position 230: 0.04605614047542157
Position 2054: 0.03198601229669446
Position 2016: 0.018140276354547825
Position 391: 0.015862027989941224
Position 218: 0.008622546836937767
Position 1876: 0.008003965076914579
Position 1945: 0.006492726119929204
Position 1199: 0.0057847115906049
Position 1481: 0.005605283611344422
Position 787: 0.004251800687245551
Position 532: 0.0025326713380571016
Position 774: 0.0020451594024080057
Position 1218: 0.002044235171331135
Position 1859: 0.001895422943344654
Position 2551: 0.0018662350953708102
Position 1942: 0.001793416526999755
Position 2152: 0.0015932242199213171
Position 1329: 0.0015240771824629538
Position 570: 0.0011002288290748886
Position 1735: 0.001080704940557235
Position 1775: 0.0008794882748311593
Position 556: 0.0007435556467480816
Position 2129: 0.0006491316632216866
Position 1891: 0.0006464113164666153
Position 271: 0.000552919106788651
Position 1185: 0.0005504507704576713
Position 1666: 0.000513845733085432
Position 1613: 0.0005067117558921975
Position 1781: 0.0005059942054211844
Position 1765: 0.000499795676250929
Position 486: 0.0004704131431411348
Position 934: 0.0003945112795195515
Position 1800: 0.00039347769327894867
Position 505: 0.0003842993299310398
Position 2086: 0.00038280514595677824
Position 1699: 0.0003725361490292541
Position 2176: 0.000355235597827107
Position 1637: 0.0003170576823960325
Position 1335: 0.0003062924429361596
Position 1507: 0.00030034136200196316
Position 2091: 0.00029132306987364026
Position 798: 0.0002753218088132516
Position 1724: 0.00025368590607771543
Position 1106: 0.0002528796997165035
Position 1427: 0.0002378464879014383
Position 1146: 0.00022911058079969516
Position 2279: 0.0002119709613110799
Position 1171: 0.0002029756417907221
Position 2029: 0.00020178186515587912
Position 362: 0.00019876861229634516
Position 1916: 0.00017830237873301243
Position 884: 0.00016833554972182606
Position 645: 0.0001436622645982737
Position 1493: 0.00013631466468094303
Position 853: 0.00013185967141900913
Position 1571: 0.00012158380275020422
Position 1043: 9.881737474350643e-05
Position 1897: 8.98322013546481e-05
Position 1054: 8.78573514184931e-05
Position 943: 8.51670992595109e-05
Position 1791: 8.178389775602748e-05
Position 1920: 8.035260373693674e-05
Position 1900: 7.730123475564625e-05
Position 1280: 7.624537058467311e-05
Position 1594: 7.278680567124585e-05
Position 464: 6.944677119883798e-05
Position 1986: 6.593647670344126e-05
Position 1110: 6.588061693034882e-05
Position 958: 6.584693440115639e-05
Position 1677: 6.389324867104721e-05
Position 1363: 6.038173008467154e-05
Position 1357: 5.965722441782758e-05
Position 1430: 5.750478808844951e-05
Position 1448: 5.57908531541854e-05
Position 410: 5.113197630332532e-05
Position 1155: 4.8018475012216586e-05
Position 651: 4.4766437638537e-05
Position 434: 4.357381608993044e-05
Position 1843: 3.55003202410827e-05
Position 2096: 3.420189114599953e-05
Position 1628: 2.936563330957157e-05
Position 469: 2.74153315776163e-05
Position 1537: 2.6955813009014768e-05
Position 729: 2.1450536583883157e-05
Position 373: 2.119348678224336e-05
Position 313: 1.996221057865091e-05
Position 455: 1.9956708527896866e-05
Position 1267: 1.7928047756564428e-05
Position 689: 1.75495155679116e-05
Position 577: 1.4607057246168307e-05
Position 1300: 1.4316521229702084e-05
Position 1460: 1.2707998786176888e-05
Position 723: 1.086190819615526e-05
Position 1273: 8.58729783828188e-06
Position 2032: 8.55516291857185e-06
Position 1405: 8.3612602561262e-06
Position 916: 6.891478877559568e-06
Position 2439: 6.0981358059356295e-06
Position 1514: 5.751992116749892e-06
Position 1435: 5.661121650772421e-06
Position 2026: 5.436451628277136e-06
Position 1642: 5.086760133248089e-06
Position 924: 4.978125590116775e-06
Position 442: 4.411236367422349e-06
Position 132: 4.283505070356364e-06
Position 135: 4.2066043874021005e-06
Position 1804: 4.203883789309789e-06
Position 1646: 4.104290537990881e-06
Position 840: 3.5598413375512072e-06
Position 886: 3.245156821951314e-06
Position 1295: 3.0765443092014263e-06
Position 890: 3.0381745942980124e-06
Position 902: 2.2492274369232053e-06
Position 99: 2.2224724820443513e-06
Position 1579: 2.1003914146926733e-06
Position 1445: 1.937507835475612e-06
Position 1291: 1.8833110678301703e-06
Position 2202: 1.2635541496700336e-06
Position 2413: 1.1494280942737424e-06
Position 1439: 1.126701610460706e-06
Position 289: 1.0760181293019935e-06
Position 802: 1.0261195683530794e-06
Position 1831: 9.995546096593418e-07
Position 301: 9.766080473177561e-07
Position 814: 9.318176573901617e-07
Position 899: 8.500877923133744e-07
Position 607: 8.125445035780512e-07
Position 831: 5.670131872524823e-07
Position 2367: 5.053547190582921e-07
Position 105: 4.0270438093216667e-07
Position 1457: 3.5824189229308424e-07
Position 1603: 2.7206538449070976e-07
Position 1120: 2.5410909455540346e-07
Position 825: 2.2780218428740264e-07
Position 2020: 2.066051144693476e-07
Position 685: 1.7576148845452718e-07
Position 857: 1.7140934731611639e-07
Position 2477: 1.697876821604981e-07
Position 1968: 1.4214857320747294e-07
Position 1369: 1.0930810598162611e-07
Position 967: 9.820553704331502e-08
Position 859: 9.330866203792261e-08
Position 619: 6.561716400270366e-08
Position 1522: 6.371569378686293e-08
Position 670: 5.682965643975163e-08
Position 2464: 5.164086468034037e-08
Position 1519: 4.21906100984351e-08
Position 328: 3.754470348976751e-08
Position 1388: 3.450993035966598e-08
Position 1314: 3.275755894464437e-08
Position 1390: 1.6048712973888427e-08
Position 491: 1.4367457366315527e-08
Position 739: 1.1709200722037304e-08
Position 139: 1.1395442032430561e-08
Position 436: 9.417772235657548e-09
Position 2495: 8.343071597787625e-09
Position 586: 7.944661373127311e-09
Position 700: 7.427864756512819e-09
Position 109: 6.729271957330061e-09
Position 594: 5.002287753253015e-09
Position 1306: 4.733257343967152e-09
Position 597: 4.242523014421923e-09
Position 2484: 4.17914703340587e-09
Position 2184: 3.4884533969988867e-09
Position 1297: 2.904650575103515e-09
Position 2318: 2.5866932676119025e-09
Position 1337: 1.1611899871473013e-09
Position 1378: 1.0407626236812715e-09
Position 153: 9.926844599504028e-10
Position 2363: 6.591248305447876e-10
Position 1504: 3.844692151892345e-10
Position 810: 2.1947554544201927e-10
Position 623: 1.4746273557743466e-10
Position 2466: 7.91014006836701e-11
Position 1339: 7.703488803028079e-11
Position 2212: 6.848549863120386e-11
Position 1012: 2.3909277303408328e-11
Position 1372: 4.9304617957618596e-12
Position 1376: 4.220590489259588e-12
Position 1524: 1.8579347715716262e-12
