Gene = Rcd7
index = 1415
Annotated 5SS: [ 440  855 1607]
Annotated 3SS: [ 572 1022 1662]
SMsplice 5SS: [ 855 1261 1607]
SMsplice 3SS: [1022 1312 1662]
Partition function (log Z): -2.1232128371469132

Sorted 5' Splice Sites (High to Low Probability):
Position 1607: 0.9894361534563475
Position 855: 0.8686879708256664
Position 1261: 0.7077510892300599
Position 859: 0.10277425541219659
Position 399: 0.09020392399630989
Position 1788: 0.07637823241586209
Position 432: 0.036079223811816906
Position 1217: 0.012080799136359672
Position 1742: 0.010160598109188332
Position 520: 0.009726187286466046
Position 1684: 0.008297591616622501
Position 1228: 0.0038717302041601596
Position 456: 0.003702139329325577
Position 1734: 0.002765348685261844
Position 485: 0.0011715950234336518
Position 1445: 0.0010568588563201126
Position 271: 0.0008234746042404752
Position 5: 0.0008071865778429402
Position 286: 0.0005795906298736089
Position 781: 0.0004743643142598774
Position 131: 0.00041066612579306034
Position 370: 0.00037355882250921283
Position 817: 0.0002606587809573152
Position 775: 0.0002574122713375606
Position 134: 0.00023686620519178573
Position 74: 0.00022514456215865414
Position 518: 0.00022495455444119383
Position 1207: 0.00021577092738180108
Position 849: 0.00019445864287316977
Position 1576: 0.0001663199088324742
Position 503: 0.0001616415354354042
Position 274: 0.00016076509209879902
Position 459: 0.00015547658764876975
Position 281: 0.0001489570683935352
Position 376: 0.000148748271370903
Position 863: 0.0001390734061166158
Position 742: 0.00013436442769580362
Position 1728: 9.841194056729506e-05
Position 469: 8.989637340093537e-05
Position 405: 7.976628165201936e-05
Position 95: 6.920396903275536e-05
Position 551: 6.126341253057631e-05
Position 1265: 5.35840839401257e-05
Position 753: 5.25903532218798e-05
Position 1697: 3.175549563202556e-05
Position 322: 3.175345257393808e-05
Position 2108: 2.8005012460105973e-05
Position 1102: 2.6155781937963095e-05
Position 211: 2.544055468423842e-05
Position 513: 2.3342181693993477e-05
Position 870: 2.1176322804962724e-05
Position 2077: 2.111131560583435e-05
Position 1167: 1.4476410183773767e-05
Position 924: 1.2391357657269636e-05
Position 1953: 1.160229440425452e-05
Position 368: 1.1517066101232759e-05
Position 1506: 1.1239752960814765e-05
Position 1826: 1.009457916191528e-05
Position 822: 8.29099195552291e-06
Position 2025: 8.208180514453225e-06
Position 1023: 7.009182623309346e-06
Position 298: 6.642729855260184e-06
Position 1348: 5.823974436065186e-06
Position 1400: 4.737120438180306e-06
Position 1033: 4.65622823117691e-06
Position 278: 4.575235435021087e-06
Position 101: 4.2406666865701095e-06
Position 1421: 4.21004144344888e-06
Position 289: 3.7188379735693614e-06
Position 1992: 3.707351173856716e-06
Position 317: 3.55774184956908e-06
Position 1549: 3.4020299705332656e-06
Position 1501: 3.200217580058523e-06
Position 1104: 2.8492384751625178e-06
Position 720: 2.789124967723208e-06
Position 1127: 2.6059210072648117e-06
Position 1423: 2.3829844659245853e-06
Position 1542: 2.1945522436138924e-06
Position 655: 1.6875476176792554e-06
Position 1611: 1.4802161381248551e-06
Position 1060: 1.3027284546102058e-06
Position 1304: 1.213164273148529e-06
Position 559: 7.314298760991224e-07
