Gene = mRpL48
index = 1774
Annotated 5SS: [ 76 236]
Annotated 3SS: [136 388]
SMsplice 5SS: [ 76 236]
SMsplice 3SS: [136 388]
Partition function (log Z): 1.5359739005839452

Sorted 5' Splice Sites (High to Low Probability):
Position 236: 0.9963755300884691
Position 76: 0.9909937489199957
Position 820: 0.0069836988739400635
Position 475: 0.003427762027452482
Position 869: 0.0016969838991142126
Position 361: 0.0013981765235059837
Position 592: 0.0005073435607672546
Position 240: 0.0002697539268372345
Position 551: 0.00022516276617998198
Position 578: 0.00017137987106383615
Position 27: 0.00015721965435294894
Position 878: 0.0001105083359500232
Position 300: 6.097552120763467e-05
Position 885: 4.997407605273909e-05
Position 496: 3.689440140600186e-05
Position 707: 3.5899764207717774e-05
Position 412: 3.496452562245758e-05
Position 313: 3.2178344278260606e-05
Position 210: 2.9867256287357273e-05
Position 693: 2.5390433328110782e-05
Position 695: 1.653610750098149e-05
Position 191: 1.2390227754713975e-05
Position 635: 9.877815908583769e-06
Position 365: 9.758603630948627e-06
Position 902: 9.65068165291387e-06
Position 512: 6.969322735809747e-06
Position 358: 4.8158020330915395e-06
Position 212: 2.735197588385552e-06
Position 167: 1.598391517100463e-06
Position 204: 1.0364755535814717e-06
Position 715: 9.328098394121167e-07
Position 428: 7.355434387761315e-07
Position 381: 4.164301860223112e-07
Position 876: 3.2740674353521644e-07
Position 4: 2.7489272671657646e-07
Position 647: 2.6993260866222615e-07
Position 147: 1.2785800153168915e-07
Position 658: 6.580550220409052e-08
Position 6: 6.211212234637051e-08
Position 746: 5.482941353748095e-08
Position 374: 5.46954978204409e-08
Position 149: 1.9674373175686853e-08
Position 130: 4.625634073984847e-09
Position 388: 2.631526170195668e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 136: 0.9888067681054034
Position 388: 0.9157529095155751
Position 412: 0.046347705633107326
Position 316: 0.02124570347305967
Position 922: 0.0085114847953458
Position 320: 0.005932518644526638
Position 544: 0.004043692369376993
Position 658: 0.001895598422993653
Position 433: 0.0018150332247244532
Position 331: 0.0015130694396250726
Position 166: 0.001170127248249655
Position 397: 0.0011391492900159807
Position 457: 0.0008390351330849262
Position 365: 0.0008054219450300058
Position 300: 0.0006732811480787401
Position 883: 0.0005341161991686799
Position 147: 0.0003227774606567771
Position 439: 0.00019601731677818438
Position 188: 0.00018564564778633514
Position 336: 0.00015903368466838603
Position 948: 0.00014646790416660718
Position 966: 0.00011021451480130094
Position 890: 0.00010692988621875194
Position 303: 0.00010159630645520948
Position 625: 7.723939669586005e-05
Position 676: 6.452806804785949e-05
Position 706: 4.2428958457383624e-05
Position 418: 2.8371265319242684e-05
Position 969: 2.2521795572660847e-05
Position 341: 1.8452870215681157e-05
Position 712: 1.5689624441863965e-05
Position 556: 1.443483598905374e-05
Position 715: 1.21261715580547e-05
Position 953: 1.0218266144762463e-05
Position 598: 9.54235897211045e-06
Position 647: 9.233034889167908e-06
Position 463: 6.339417067322357e-06
Position 885: 5.20366895573218e-06
Position 760: 3.1626938261424613e-06
Position 74: 2.353067578869628e-06
Position 757: 1.8800741370369477e-06
Position 592: 1.2650574627168146e-06
Position 859: 6.732740819954689e-07
Position 176: 6.391788031636447e-07
Position 83: 6.216144646854582e-07
Position 733: 2.0557775674053836e-07
Position 204: 1.923060813617269e-07
Position 775: 1.3365336429133104e-07
Position 472: 9.010727885941725e-08
Position 295: 7.786009478191952e-08
Position 892: 4.903916582234201e-08
Position 736: 3.913993470393466e-08
Position 813: 3.489037955183774e-08
Position 59: 2.6688410714153958e-08
Position 869: 1.8748254421634954e-08
Position 781: 1.7969668095528864e-08
Position 902: 1.1157229267918998e-08
Position 496: 2.838435602487983e-09
Position 613: 2.188428445380904e-09
Position 691: 1.993213866880393e-09
Position 198: 1.2401404426579165e-09
Position 474: 9.24629141840065e-10
Position 47: 7.003549962886499e-10
Position 195: 6.40716367590077e-10
Position 787: 4.5696200193187e-10
Position 817: 3.4083492236336595e-10
Position 823: 8.644243383652508e-11
Position 235: 3.202443925612087e-11
Position 210: 2.683763300100986e-11
Position 255: 1.963315555318694e-11
Position 820: 1.354911718568701e-11
Position 259: 1.6646763059269854e-12
Position 699: 3.170206972423169e-13
Position 346: 1.1943199287708476e-13
Position 420: 6.81949993964109e-15
Position 465: 1.0617659023374158e-15
Position 252: 4.0458712289081053e-16
