Gene = MED11
index = 1258
Annotated 5SS: [120]
Annotated 3SS: [174]
SMsplice 5SS: [120]
SMsplice 3SS: [174]
Partition function (log Z): -6.788348795114541

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9834917595461994
Position 652: 0.041818512440013896
Position 114: 0.010641553642813755
Position 399: 0.007506474004914923
Position 316: 0.0013932999918637645
Position 354: 0.00025211197027597535
Position 253: 0.0002215399080913896
Position 392: 0.00021486190923962673
Position 331: 0.00011499748062988619
Position 306: 7.96738080789874e-05
Position 620: 2.9510939780825514e-05
Position 658: 2.826595529345926e-05
Position 37: 2.2624952559347534e-05
Position 103: 1.957412412551948e-05
Position 278: 1.861783412412465e-05
Position 149: 1.8185871557331107e-05
Position 675: 1.17218743006484e-05
Position 242: 5.319909725900865e-06
Position 152: 4.1208256847309555e-06
Position 403: 3.5909127011873696e-06
Position 160: 2.070022837103539e-06
Position 308: 2.013784172771584e-06
Position 264: 1.4647801907188818e-06
Position 17: 1.1028394541282434e-06
Position 8: 1.0361444732454615e-06
Position 206: 9.334938143252433e-07
Position 22: 7.754222336035573e-07
Position 191: 4.5106219430355245e-07
Position 460: 3.479190318612961e-07
Position 445: 2.034645412676604e-07
Position 162: 1.7768732957838284e-07
Position 233: 1.2244024102403133e-07
Position 452: 3.113424426081228e-08
Position 699: 1.621043893525443e-08
Position 257: 1.1592773099480452e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 174: 0.9807827784725952
Position 744: 0.0393166959164987
Position 180: 0.00909283701988642
Position 441: 0.006557150793739336
Position 452: 0.002909062806116434
Position 728: 0.0028215792120787485
Position 188: 0.0017145395887712377
Position 383: 0.000820266496707708
Position 215: 0.00030209302235060235
Position 305: 0.0002861450185331013
Position 467: 0.00026728868790187524
Position 485: 0.00021396829941189503
Position 449: 0.000170053162903628
Position 287: 0.00012742255345443696
Position 491: 9.282031548576542e-05
Position 673: 9.21564156283221e-05
Position 391: 5.8987068924709184e-05
Position 494: 4.653975681744716e-05
Position 458: 3.008453334494972e-05
Position 539: 2.8959261204927823e-05
Position 422: 2.361571585829836e-05
Position 650: 2.280670430650052e-05
Position 464: 1.7661620295959433e-05
Position 262: 1.7508620870280622e-05
Position 515: 1.0503714638054214e-05
Position 354: 1.0006316806449142e-05
Position 233: 9.361467713259502e-06
Position 242: 7.924383157951026e-06
Position 512: 7.278682857626374e-06
Position 689: 6.698077874621165e-06
Position 530: 5.742031730236497e-06
Position 191: 5.387209876448667e-06
Position 206: 5.1714054368157105e-06
Position 518: 3.878483060889458e-06
Position 413: 3.6786067774393727e-06
Position 497: 2.4272818247996505e-06
Position 509: 2.3015114460452563e-06
Position 397: 2.158474171948076e-06
Position 239: 2.053332046937394e-06
Position 551: 1.6825257513221198e-06
Position 275: 1.5663907725408658e-06
Position 200: 1.2872866598585587e-06
Position 320: 7.87877147036685e-07
Position 114: 6.700499294607467e-07
Position 284: 6.550765692630574e-07
Position 77: 6.116027723846229e-07
Position 227: 5.395426960118797e-07
Position 554: 5.110572729080938e-07
Position 251: 4.0591674669551254e-07
Position 149: 3.2333276848130827e-07
Position 253: 2.2038740732931507e-07
Position 656: 1.0541964424976923e-07
Position 119: 1.0055241074739557e-07
Position 91: 7.365029189383269e-09
Position 399: 3.1974258122321133e-09
Position 675: 2.0596261573381813e-09
Position 586: 1.5590268209104804e-09
Position 570: 1.3178572966375524e-09
Position 94: 6.461136156890701e-10
Position 329: 5.069136569227059e-10
Position 591: 1.452671797488054e-10
Position 82: 2.4408972525340782e-11
Position 573: 1.301951308467784e-11
Position 609: 3.6011272272152503e-12
