Gene = CG4455
index = 812
Annotated 5SS: [201]
Annotated 3SS: [278]
SMsplice 5SS: [139]
SMsplice 3SS: [200]
Partition function (log Z): -9.544781352736743

Sorted 5' Splice Sites (High to Low Probability):
Position 139: 0.725258038633399
Position 201: 0.20271257433411594
Position 443: 0.03876623327379945
Position 1091: 0.02748729711393866
Position 125: 0.017499244444056743
Position 29: 0.016327006756001555
Position 799: 0.005863562398128019
Position 520: 0.005805806571536792
Position 946: 0.0046354876076200886
Position 717: 0.004626217467637977
Position 530: 0.00242841761849482
Position 670: 0.002139347237018755
Position 1349: 0.0020898448769042736
Position 654: 0.0012542039432753506
Position 735: 0.0010992301217662885
Position 171: 0.0009385098799755392
Position 184: 0.0008611310967250043
Position 646: 0.0007628045692561737
Position 626: 0.0006629468703880263
Position 657: 0.0006243785999413979
Position 3: 0.0004796248815241082
Position 649: 0.0004140875411537513
Position 1181: 0.00031524448649602246
Position 1287: 0.00027574117060665595
Position 905: 0.000266495956371982
Position 1017: 0.0002555035210690578
Position 385: 0.00020788601784364367
Position 396: 0.0001502757807545442
Position 300: 0.00014134054408637236
Position 330: 0.00013503798499795713
Position 742: 8.478510090744842e-05
Position 181: 8.47634931925267e-05
Position 58: 8.323801669088876e-05
Position 186: 7.179577850104131e-05
Position 129: 5.8758968178890035e-05
Position 1352: 5.24094361054017e-05
Position 56: 4.7591348398011794e-05
Position 449: 4.188569981821058e-05
Position 82: 3.17172022722442e-05
Position 610: 2.9385141274783193e-05
Position 88: 2.7443969913670536e-05
Position 306: 2.7187361167057343e-05
Position 883: 2.3285386363473422e-05
Position 461: 2.183509648183145e-05
Position 293: 1.9102389845061714e-05
Position 955: 1.8667671663395626e-05
Position 913: 1.7028432996525764e-05
Position 498: 1.6544743457636088e-05
Position 872: 1.5914346018692876e-05
Position 188: 1.5187451319139686e-05
Position 976: 1.5026734949317135e-05
Position 825: 1.4168426638735464e-05
Position 1139: 1.4136671365709625e-05
Position 1266: 1.3678263839021167e-05
Position 1401: 1.3199075189908802e-05
Position 1094: 1.3073958108633716e-05
Position 1371: 1.2248039180939675e-05
Position 175: 1.2246154029274984e-05
Position 1447: 9.429473220298241e-06
Position 1228: 8.912189999726691e-06
Position 69: 8.421592130163445e-06
Position 48: 6.790313256640636e-06
Position 269: 6.035201535917233e-06
Position 1384: 3.3194410834467366e-06
Position 163: 3.0213739300252777e-06
Position 35: 2.769126638553377e-06
Position 75: 2.767895138443264e-06
Position 988: 2.5764925102271323e-06
Position 1471: 2.222342745464971e-06
Position 193: 1.7186020275673355e-06
Position 99: 1.412652979502265e-06
Position 1026: 1.3889691783160544e-06
Position 93: 1.3121129458141087e-06
Position 1184: 1.0102591212517354e-06
Position 1451: 8.538061753382526e-07
Position 628: 6.535203414902179e-07
Position 1168: 6.483193356908846e-07
Position 1103: 6.437743340279869e-07
Position 991: 4.340379763240897e-07
Position 1173: 3.3189899717770356e-07
Position 1157: 3.0743513986911764e-07
Position 1126: 2.987748073775856e-07
Position 1331: 2.6811326443746824e-07
Position 1119: 9.4689510233383e-08
Position 1512: 5.3874965004215375e-08
Position 7: 2.5611738573804296e-08
Position 1047: 2.128673198319284e-08
Position 1490: 2.0837962602796892e-08
Position 1502: 8.239684310635655e-09
Position 1488: 5.312842017785499e-09
Position 1527: 1.075511825805818e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 200: 0.6864518320779224
Position 278: 0.25578638614551713
Position 578: 0.030596666189086234
Position 1275: 0.021672054974403984
Position 1147: 0.015951759351771396
