Gene = Elp3
index = 1153
Annotated 5SS: [ 101  405 1327]
Annotated 3SS: [ 162  460 1379]
SMsplice 5SS: [ 101  405 1327]
SMsplice 3SS: [ 162  460 1379]
Partition function (log Z): 1.8631329837261221

Sorted 5' Splice Sites (High to Low Probability):
Position 405: 0.993991123058411
Position 101: 0.9092844014981338
Position 1327: 0.7924557485312542
Position 105: 0.08672063197553483
Position 717: 0.057379834087564884
Position 625: 0.04784049028504453
Position 1322: 0.03060803415860966
Position 1498: 0.02943171009403161
Position 844: 0.0075112321335944095
Position 992: 0.006919358970655431
Position 1909: 0.006917072023670695
Position 815: 0.0044565604993329075
Position 252: 0.003704265939580751
Position 1295: 0.0017708149624605686
Position 695: 0.0015715120049964323
Position 1001: 0.0009541851130525903
Position 707: 0.0006884045617510721
Position 6: 0.0005969670684155084
Position 580: 0.0005089211044556222
Position 96: 0.0004914028932163989
Position 1456: 0.00047761268272932076
Position 1669: 0.0004712172812846668
Position 1192: 0.0004604564628925604
Position 1288: 0.00031172472476808337
Position 1597: 0.0002830717642852665
Position 400: 0.0002827339846318909
Position 1046: 0.00018123477916164523
Position 832: 0.000177253709451916
Position 565: 0.00016081741048127728
Position 409: 0.0001377009586641239
Position 1684: 0.00013326789427788412
Position 577: 0.00011309651196408685
Position 1003: 0.00010540760099781379
Position 279: 8.805654651639765e-05
Position 619: 6.408799137002635e-05
Position 1111: 5.132928013533448e-05
Position 61: 4.9914155939249364e-05
Position 1216: 4.694709186718603e-05
Position 192: 4.231533708022195e-05
Position 1102: 3.6858229591954e-05
Position 1936: 3.5609118147419336e-05
Position 1182: 3.513009667805215e-05
Position 1560: 3.24317374544754e-05
Position 1076: 3.070444779489742e-05
Position 1268: 3.007818538971789e-05
Position 1526: 2.7940318773667294e-05
Position 1916: 2.462023437453958e-05
Position 939: 2.4618376945441478e-05
Position 684: 2.3634289939712546e-05
Position 1748: 2.2699811969297792e-05
Position 50: 2.229534771343028e-05
Position 803: 1.885504934210019e-05
Position 727: 1.54483138990716e-05
Position 110: 1.4516873281049197e-05
Position 721: 1.4353073017468358e-05
Position 918: 1.3595063250268214e-05
Position 700: 1.3159617957716045e-05
Position 742: 1.2983327630827666e-05
Position 530: 1.2486360427178007e-05
Position 1334: 9.236334590993149e-06
Position 1471: 9.178771511400233e-06
Position 304: 8.786360162923022e-06
Position 1286: 8.222774469580334e-06
Position 656: 6.940932662429813e-06
Position 32: 6.524378989271085e-06
Position 950: 6.431036352890849e-06
Position 10: 6.251631134350883e-06
Position 122: 5.928670580666946e-06
Position 55: 5.675195041645555e-06
Position 1166: 5.508943679644946e-06
Position 1705: 4.567231553435378e-06
Position 1247: 2.5292487526579986e-06
Position 1933: 2.3076238316374273e-06
Position 1825: 2.2926267999576425e-06
Position 495: 2.2308259583651693e-06
Position 318: 1.3744572309996789e-06
Position 498: 1.2880346237306956e-06
Position 1881: 1.1370522084673012e-06
Position 336: 1.0850633504777575e-06
Position 431: 9.649444028084455e-07
Position 686: 8.562717884730528e-07
Position 481: 7.761997959573156e-07
Position 1620: 7.322499480823046e-07
Position 1537: 5.753547351740814e-07
Position 1238: 3.596091294029106e-07
Position 1813: 2.289628187317532e-07
Position 1406: 2.219355429421437e-07
Position 467: 1.8584979132421877e-07
Position 1927: 1.4918897510019083e-07
Position 941: 1.107704533232273e-07
Position 136: 8.543037027308464e-08
Position 165: 8.27108510880952e-08
Position 962: 6.373107614875046e-08
Position 1696: 5.006045719575603e-08
Position 198: 4.80577022098095e-08
Position 470: 3.005087321212071e-08
Position 1728: 2.8986405430084793e-08
Position 537: 2.0223615185879768e-08
Position 1699: 1.7709202977063693e-08
Position 476: 7.309985999763826e-09
Position 1387: 6.232979807840994e-09
Position 1379: 6.180196750634936e-09
Position 140: 2.7968252923077703e-09
Position 1752: 3.7520366771216036e-10
Position 1940: 3.881175435455681e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 162: 0.9965045868905554
Position 460: 0.9875217716565046
Position 1379: 0.8780903559245192
Position 912: 0.02569718921752827
Position 1576: 0.019402156397072094
Position 1247: 0.014337729526364227
Position 1150: 0.01015170236553664
Position 792: 0.00919699156886823
Position 1975: 0.006927467700579086
Position 1600: 0.005965243486365757
Position 1610: 0.005012868970674156
Position 1102: 0.004170585335253937
Position 795: 0.004166759598484674
Position 959: 0.0039625020403347725
Position 304: 0.0028578176321219953
Position 643: 0.002272820860776748
Position 863: 0.0021157341227726685
Position 684: 0.0015990108401653512
Position 344: 0.0009340943262817282
Position 1587: 0.0006813449215397185
Position 1728: 0.0005971274066218583
Position 1653: 0.0004910407058344425
Position 577: 0.00047722148971782386
Position 587: 0.0004097815450109311
Position 1734: 0.00040018926501886185
Position 1460: 0.00037003758229247973
Position 664: 0.0003597070064142055
Position 1326: 0.0003557264896721012
Position 55: 0.00029065110997270564
Position 1978: 0.0002547674936942867
Position 1740: 0.0002454691532325756
Position 74: 0.00023610025737008623
Position 694: 0.00021727725147807603
Position 1120: 0.00020621824660703707
Position 1497: 0.00017786819428334297
Position 1715: 0.00017307344868783855
Position 673: 0.00013711282121436991
Position 1482: 0.0001047111385876999
Position 1099: 9.567605382853718e-05
Position 670: 9.46423983490348e-05
Position 969: 7.22102813046199e-05
Position 832: 6.364150392402735e-05
Position 1216: 6.256623640168703e-05
Position 1696: 6.205975986069204e-05
Position 742: 5.5117363435183066e-05
Position 739: 5.261761237794659e-05
Position 1255: 4.9960173332876585e-05
Position 1042: 4.700685980191e-05
Position 889: 3.5987672640067193e-05
Position 1981: 3.18703209519069e-05
Position 1018: 2.753661438746015e-05
Position 1300: 2.4123464305967608e-05
Position 191: 2.3647742491406634e-05
Position 1431: 2.164410049772447e-05
Position 487: 2.0075634691035548e-05
Position 371: 1.3244727621914862e-05
Position 844: 1.1852827049783318e-05
Position 875: 9.271925249490634e-06
Position 218: 6.992068728583761e-06
Position 829: 5.552268498068933e-06
Position 1835: 5.508114262772954e-06
Position 1286: 4.3191838099499704e-06
Position 1471: 3.454838627807815e-06
Position 1764: 3.2703269508162636e-06
Position 1518: 3.136233915103281e-06
Position 1111: 2.6572179809314658e-06
Position 1620: 2.430917589700582e-06
Position 182: 2.4075007324766825e-06
Position 1914: 2.158213857992211e-06
Position 1677: 2.1424783768381473e-06
Position 1673: 2.0340698571826673e-06
Position 1908: 1.982633077418492e-06
Position 870: 1.8844204429810964e-06
Position 396: 1.8789517012392046e-06
Position 1825: 9.223982016509822e-07
Position 555: 9.128897827178166e-07
Position 1027: 8.260818735234272e-07
Position 1767: 5.150577058793195e-07
Position 1887: 3.8837563494432535e-07
Position 812: 3.440665274188879e-07
Position 1009: 3.311354860902939e-07
Position 1894: 3.288162748563349e-07
Position 221: 3.2091429079661324e-07
Position 565: 2.3671849420119431e-07
Position 1192: 1.8352444268115323e-07
Position 248: 1.8120089825214806e-07
Position 84: 1.6671075344585762e-07
Position 376: 1.3885734138321163e-07
Position 96: 1.2664981247994125e-07
Position 1791: 1.1761147677676962e-07
Position 1788: 1.0624703408532685e-07
Position 1946: 8.480893703684781e-08
Position 1799: 7.277483416423148e-08
Position 998: 6.737078937891642e-08
Position 230: 6.261621057602125e-08
Position 1897: 3.9731283837397274e-08
Position 700: 3.43821848353415e-08
Position 428: 2.7936806489117102e-08
Position 400: 2.7624867199869254e-08
Position 1985: 1.6014861120544505e-08
Position 595: 1.539211733246091e-08
Position 240: 1.3942474302393691e-08
Position 122: 1.3485321028263055e-08
Position 93: 1.302946810501734e-08
Position 104: 1.1521876858251686e-08
Position 1786: 8.59361177486684e-09
Position 383: 8.32162686532522e-09
Position 175: 9.157637377889991e-10
Position 1889: 4.821935740892019e-10
Position 1773: 4.2540276247629497e-10
Position 209: 5.7059753600842207e-11
Position 1011: 8.606874084358276e-12
Position 409: 1.3674431836415798e-12
Position 611: 2.219424762990984e-13
