Gene = Patsas
index = 1360
Annotated 5SS: [1791]
Annotated 3SS: [1845]
SMsplice 5SS: [1791]
SMsplice 3SS: [1845]
Partition function (log Z): -7.8267097379769135

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.9944287483715994
Position 2127: 0.31618794465724415
Position 477: 0.11443616478894302
Position 237: 0.017754191743264452
Position 682: 0.012761742479702364
Position 1406: 0.011333101649761746
Position 1158: 0.009343556523806458
Position 818: 0.005187978977113619
Position 1562: 0.0028410651746129207
Position 1021: 0.0025362725331821356
Position 1198: 0.002488128839855862
Position 562: 0.0024292317958615377
Position 1031: 0.0023707087667570828
Position 265: 0.0022718046060628983
Position 1137: 0.002209464597226572
Position 2205: 0.0020058523537965878
Position 519: 0.0019670049299765863
Position 1148: 0.0013479538946054126
Position 2083: 0.0012196493420257497
Position 441: 0.0009515719706537732
Position 115: 0.0009359976029789584
Position 1768: 0.0008218265551435186
Position 1286: 0.0006570452365171274
Position 548: 0.0006176969441942572
Position 403: 0.0005929484047273619
Position 528: 0.0005613483042946099
Position 123: 0.000500933564188589
Position 423: 0.00032173733480224485
Position 466: 0.00030652308254527677
Position 247: 0.00027189407657409744
Position 103: 0.00022338251190495383
Position 1457: 0.00021486088649365126
Position 744: 0.00020399285489309626
Position 1134: 0.00014971389858724836
Position 1362: 0.00014735454793116156
Position 2143: 0.00013856408335528576
Position 2138: 0.00013837482951909594
Position 184: 0.00013151828046929125
Position 2356: 0.00012898576584111977
Position 1188: 0.00012565919746766025
Position 269: 0.00010645882406457564
Position 731: 9.679545779688e-05
Position 738: 8.712699064097452e-05
Position 950: 8.55661033602464e-05
Position 267: 7.501556342990665e-05
Position 1517: 6.781700213140146e-05
Position 914: 5.9382505456499486e-05
Position 676: 5.227285752894504e-05
Position 2184: 5.049395261947931e-05
Position 2323: 4.888818588282928e-05
Position 1297: 4.6387361509290034e-05
Position 2276: 4.4523010161879775e-05
Position 388: 4.356820100095798e-05
Position 1420: 4.293890669844291e-05
Position 415: 4.124772414639102e-05
Position 1169: 4.0297961196380766e-05
Position 2096: 3.8044448437345576e-05
Position 826: 3.6899487577652556e-05
Position 1174: 3.568434895858348e-05
Position 735: 3.5202989580071084e-05
Position 481: 3.4949028066325204e-05
Position 566: 3.492733693833674e-05
Position 218: 3.3621415007943276e-05
Position 1035: 2.4083972315391314e-05
Position 691: 2.39253791918955e-05
Position 1367: 2.379333706597291e-05
Position 1046: 2.2881983165296317e-05
Position 1749: 1.7230542569541175e-05
Position 54: 1.6282877924978457e-05
Position 2358: 1.5959745665090035e-05
Position 580: 1.550820685715854e-05
Position 2197: 1.4779727487719573e-05
Position 1055: 1.4669545133831057e-05
Position 1795: 1.1875771117869183e-05
Position 713: 1.1150477714554506e-05
Position 724: 1.1051686746616019e-05
Position 1106: 9.775513879902759e-06
Position 1263: 9.610283910580122e-06
Position 624: 9.088872191084838e-06
Position 1244: 8.863472359389113e-06
Position 27: 8.70300563360909e-06
Position 309: 7.656241070838963e-06
Position 2087: 7.313982002164573e-06
Position 199: 7.270602133281554e-06
Position 1566: 6.917566755877149e-06
Position 960: 6.895066385095709e-06
Position 1551: 6.602425286202879e-06
Position 1571: 5.75684101146639e-06
Position 560: 5.082036783303951e-06
Position 1754: 4.059632025494199e-06
Position 275: 3.3761681888993793e-06
Position 1949: 3.190694628878291e-06
Position 1628: 3.1696915755546164e-06
Position 1898: 2.886256781941393e-06
Position 62: 2.8572299008225698e-06
Position 1313: 2.7922018316170043e-06
Position 1016: 2.7837709378932202e-06
Position 1485: 2.523862942458521e-06
Position 207: 1.987260315110991e-06
Position 768: 1.8984771548559542e-06
Position 540: 1.831333490348143e-06
Position 1640: 1.7611292636785705e-06
Position 312: 1.4858931327218033e-06
Position 762: 1.0391887608302344e-06
Position 1981: 9.220125396671049e-07
Position 1631: 8.986284031439491e-07
Position 59: 8.202447943067629e-07
Position 64: 6.307837389151726e-07
Position 2378: 6.265187151921531e-07
Position 1698: 5.253916034055196e-07
Position 1728: 4.878428236285089e-07
Position 1884: 4.310678354856919e-07
Position 2209: 4.016227246020849e-07
Position 1553: 3.313598924085984e-07
Position 1952: 3.074048284967207e-07
Position 2200: 2.9569786706154486e-07
Position 1752: 2.1703831539751737e-07
Position 2211: 2.143462092976365e-07
Position 1653: 1.7411815203194992e-07
Position 1564: 1.6901105056601817e-07
Position 1608: 1.68839113715272e-07
Position 1670: 2.096917459929554e-08
Position 1659: 1.3094831309592938e-08
Position 1504: 5.4325037381627555e-09
Position 1644: 3.382423953572652e-09
Position 1588: 5.521979774229171e-10
Position 1821: 2.007221577863387e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1845: 0.9922426132926353
Position 2184: 0.2034868949205084
Position 1510: 0.14964678916861812
Position 2196: 0.09387799000902777
Position 2416: 0.02128875046519928
Position 689: 0.014514377195050804
Position 743: 0.00590157787955152
Position 1420: 0.005306398607263868
Position 1624: 0.004587841038874194
Position 718: 0.003944889341113506
Position 509: 0.002519974688932566
Position 1115: 0.0017354508922597467
Position 2286: 0.0014516100235227951
Position 2311: 0.0014146471249031757
Position 1188: 0.001349352065915231
Position 912: 0.0013033623509460164
Position 629: 0.001248681337385392
Position 2156: 0.0010558610173103022
Position 1451: 0.0009994272023377102
Position 755: 0.0007824150899368158
Position 1375: 0.0007202012433881952
Position 1896: 0.0006993091004876262
Position 2252: 0.0006509419885796845
Position 548: 0.0005232425665605139
Position 1516: 0.0005120347460292635
Position 1055: 0.00037240337964710395
Position 1935: 0.0003719241769216967
