Gene = RpL28
index = 1441
Annotated 5SS: [ 173 1079 1494]
Annotated 3SS: [ 978 1250 1676]
SMsplice 5SS: [ 173  386  808 1079 1494]
SMsplice 3SS: [ 243  594  978 1250 1676]
Partition function (log Z): 4.936012137961248

Sorted 5' Splice Sites (High to Low Probability):
Position 1079: 0.9866812832230978
Position 1494: 0.8478178189610458
Position 173: 0.7681648012244453
Position 808: 0.6073303092788639
Position 386: 0.38066329784031716
Position 595: 0.36287591455257046
Position 1373: 0.05474350808760203
Position 1401: 0.028935995416860913
Position 1083: 0.011839548589992945
Position 1916: 0.010729608173067649
Position 34: 0.009927359016723392
Position 113: 0.009124442492059437
Position 216: 0.009060858337138275
Position 1472: 0.007052092747264009
Position 1524: 0.003225861674885024
Position 1530: 0.0013942793219541014
Position 1845: 0.0011837765147547777
Position 570: 0.0006681514812652348
Position 1779: 0.000666191720684699
Position 413: 0.0003146271778411915
Position 1896: 0.000273622686142857
Position 1885: 0.00026987518056175445
Position 1058: 0.0002668622830651204
Position 1964: 0.00025789924865460696
Position 698: 0.0002300749566548878
Position 448: 0.00020313534966509244
Position 498: 0.0002008086608785041
Position 1171: 0.00018833955262919494
Position 1630: 0.00013141806570437947
Position 839: 9.656658247405594e-05
Position 873: 9.367278595886705e-05
Position 105: 9.183445090129975e-05
Position 47: 9.05165086758577e-05
Position 16: 8.970795135421248e-05
Position 271: 8.758493589051608e-05
Position 107: 7.040418323845792e-05
Position 1104: 6.47588865714598e-05
Position 1867: 6.378575056440388e-05
Position 1272: 6.118571702738457e-05
Position 1423: 6.0160984282936237e-05
Position 501: 5.229161425073996e-05
Position 1919: 5.181688938526621e-05
Position 425: 5.0885704430815015e-05
Position 401: 5.075644097486863e-05
Position 195: 4.248152584148117e-05
Position 321: 4.2422610702165014e-05
Position 546: 4.137133558707873e-05
Position 1191: 4.109964343615256e-05
Position 1587: 3.8178411061060596e-05
Position 182: 3.548679408740049e-05
Position 240: 3.26912698274201e-05
Position 1589: 3.1941703292329225e-05
Position 831: 2.837340262424967e-05
Position 396: 2.3403438948329618e-05
Position 1640: 2.1169958574483783e-05
Position 1405: 1.8456305983384783e-05
Position 784: 1.7947015803249642e-05
Position 1432: 1.731030904315442e-05
Position 1864: 1.5192569703308308e-05
Position 63: 1.3635989888156844e-05
