Gene = MED10
index = 1257
Annotated 5SS: [240]
Annotated 3SS: [295]
SMsplice 5SS: [240]
SMsplice 3SS: [295]
Partition function (log Z): -5.001409264468729

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.9348875009873091
Position 614: 0.44075575181584653
Position 193: 0.038220766104306414
Position 345: 0.01757870216568791
Position 223: 0.008766527099849854
Position 572: 0.0030208433992178806
Position 215: 0.0030032312626237967
Position 172: 0.0014651638745734944
Position 29: 0.00043235085089802936
Position 625: 0.00012303792331629367
Position 8: 0.00011248202607361156
Position 488: 3.744042518078658e-05
Position 354: 3.346110063725791e-05
Position 372: 3.1687829471793216e-05
Position 176: 2.5330483834480083e-05
Position 515: 2.2593071562982278e-05
Position 459: 2.101806733204619e-05
Position 360: 1.641472656423528e-05
Position 306: 3.363527150559153e-06
Position 159: 2.8979102893171166e-06
Position 374: 2.3165040332077656e-06
Position 111: 1.761009624980006e-06
Position 580: 1.5091078743373752e-06
Position 295: 5.22970419843706e-07
Position 413: 2.9906209403854604e-07
Position 120: 2.3305038645455892e-07
Position 10: 1.3167851484514492e-07
Position 284: 6.23454866598273e-08
Position 272: 5.3236743032572126e-08
Position 429: 4.183129586906148e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 295: 0.8840889870992962
Position 680: 0.4441363305901411
Position 301: 0.09214278450001073
Position 410: 0.022147717731990525
Position 372: 0.0021537332414667547
Position 344: 0.0013973565598670934
Position 396: 0.0006621069700334524
Position 437: 0.0005045708072518871
Position 133: 0.0002833837568217835
Position 422: 0.00026800206093782785
Position 95: 0.0002277412942345531
Position 401: 0.0001973530937593082
Position 234: 9.611802984032153e-05
Position 350: 7.634898738499037e-05
Position 321: 7.127434482412079e-05
Position 563: 3.106391149711063e-05
Position 610: 2.4543720293485852e-05
Position 244: 1.14321222708259e-05
Position 536: 1.0472825955294699e-05
Position 512: 5.797993620119257e-06
Position 207: 4.094706289148384e-06
Position 58: 3.896687905367293e-06
Position 323: 3.318997931769799e-06
Position 434: 2.9724391319950167e-06
Position 618: 2.8825617141346575e-06
Position 150: 2.491406583467699e-06
Position 576: 2.1275907770376337e-06
Position 332: 1.8064267625293287e-06
Position 213: 1.6376024352037617e-06
Position 464: 1.332766944014456e-06
Position 488: 1.0089549294246188e-06
Position 180: 7.093510082066734e-07
Position 449: 6.758059938313801e-07
Position 470: 4.1359248460540213e-07
Position 154: 4.0303813464853416e-07
Position 135: 1.728315430456029e-07
Position 455: 1.3755479623754368e-07
Position 589: 1.258438706832322e-07
Position 485: 1.0575512230411192e-07
Position 476: 2.263151140877528e-08
Position 156: 1.5481764097937616e-08
Position 144: 1.2283574135317582e-08
Position 197: 6.250509600782682e-09
Position 168: 2.930769813507649e-09
Position 458: 2.3142143392048932e-09
