Gene = CG34244
index = 612
Annotated 5SS: [330]
Annotated 3SS: [389]
SMsplice 5SS: [330]
SMsplice 3SS: [389]
Partition function (log Z): -4.4039827995622325

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.9387868850189205
Position 722: 0.07545752842935222
Position 240: 0.054968108322335035
Position 530: 0.03049564242077706
Position 697: 0.013961143833012507
Position 334: 0.0038473573988174552
Position 562: 0.003060607259000265
Position 470: 0.001595859336106843
Position 174: 0.001403851505875117
Position 352: 0.0008477392058437267
Position 343: 0.000721030024895176
Position 193: 0.0006872933753962462
Position 600: 0.0005957142007689658
Position 706: 0.0003310600403188633
Position 583: 0.0001635958939858185
Position 80: 0.00010974361754332684
Position 337: 7.874542155131825e-05
Position 197: 5.9990095816174046e-05
Position 269: 5.49138875566015e-05
Position 673: 5.3072281657311877e-05
Position 688: 4.882866949795226e-05
Position 313: 4.5705535268374556e-05
Position 714: 4.500856754415315e-05
Position 220: 2.672181699813677e-05
Position 534: 2.3884432881100848e-05
Position 772: 1.1847475143493471e-05
Position 482: 1.1656492886652528e-05
Position 212: 1.1054179973239961e-05
Position 186: 9.60425870442731e-06
Position 639: 9.083152580055201e-06
Position 616: 5.258338347406556e-06
Position 416: 3.3239098036226032e-06
Position 576: 2.986925436722438e-06
Position 82: 1.7621598233085583e-06
Position 152: 1.1070688303306287e-06
Position 188: 5.644508874049891e-07
Position 419: 1.6595094846410865e-07
Position 626: 1.367298263154456e-07
Position 510: 9.251104937881976e-08
Position 842: 4.585967855146216e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 389: 0.9914237729335547
Position 798: 0.07007641660430777
Position 610: 0.025885342070379586
Position 872: 0.01088299596317805
Position 834: 0.00785764357914762
Position 775: 0.005772191344415045
Position 416: 0.0027978861679596972
Position 435: 0.002466468343713239
Position 520: 0.0020929724021008906
Position 587: 0.0019490841361213028
Position 649: 0.0019369003768215565
Position 307: 0.001018964685738794
Position 235: 0.0009514142498026766
Position 842: 0.000632887343337127
Position 441: 0.0006017790381179413
Position 632: 0.0004736137756866488
Position 261: 0.00028170256681773825
Position 220: 8.708836155354485e-05
Position 239: 4.439385341663389e-05
Position 269: 3.651666100406836e-05
Position 352: 3.58493449810577e-05
Position 852: 3.571387747582015e-05
Position 457: 3.262067541559446e-05
Position 846: 3.225303327636242e-05
Position 139: 2.2183593154671062e-05
Position 562: 2.0075235449481774e-05
Position 136: 1.601652662063845e-05
Position 568: 1.584710736656445e-05
Position 658: 1.1619308401885655e-05
Position 677: 1.0946533951820548e-05
Position 281: 8.607958387475354e-06
Position 879: 6.876516198192778e-06
Position 468: 4.597882497296939e-06
Position 159: 4.445855722958171e-06
Position 212: 3.8311665622435045e-06
Position 162: 2.9703992241217895e-06
Position 884: 1.8557117914112559e-06
Position 193: 1.2248047365162909e-06
Position 714: 5.30177533942015e-07
Position 149: 2.649944115676091e-07
Position 684: 2.61927025431597e-07
Position 730: 1.940528349784096e-08
Position 673: 1.607827394063918e-08
Position 721: 1.4101225176828974e-08
Position 490: 9.93780146306819e-10
Position 881: 6.468668091300997e-10
Position 688: 3.1476431126651575e-10
Position 727: 7.863809117254627e-11
Position 174: 6.763877908335759e-11
Position 570: 7.687205340990115e-12
Position 447: 2.084311126394653e-13
Position 701: 2.0294956554613477e-13
