Gene = aust
index = 1617
Annotated 5SS: [290]
Annotated 3SS: [355]
SMsplice 5SS: [290]
SMsplice 3SS: [355]
Partition function (log Z): -0.9187308027964616

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.9973947331705012
Position 747: 0.007632596402082305
Position 679: 0.007095786779271755
Position 203: 0.005161853186764704
Position 193: 0.0005545573455323063
Position 801: 0.00012833251041310356
Position 643: 6.0414658906894285e-05
Position 200: 5.11205919114525e-05
Position 258: 3.517907436843917e-05
Position 175: 3.482424735630409e-05
Position 631: 2.7235820443918376e-05
Position 607: 2.6553428707041744e-05
Position 783: 2.3645688082408364e-05
Position 487: 1.4094342246864193e-05
Position 323: 1.0366545343167363e-05
Position 514: 9.837540401877006e-06
Position 598: 7.069549444745752e-06
Position 100: 6.5206195175978785e-06
Position 924: 4.158799427398654e-06
Position 712: 2.3640923195456838e-06
Position 451: 1.8185537892524108e-06
Position 554: 1.3996681568148216e-06
Position 4: 1.260948529613558e-06
Position 574: 1.1532658169701188e-06
Position 308: 1.1521815844870379e-06
Position 921: 9.616772518045293e-07
Position 467: 8.73980962112763e-07
Position 25: 3.4535367489834905e-07
Position 329: 2.497282593756249e-07
Position 877: 6.86575683375257e-08
Position 544: 3.639820408203464e-08
Position 869: 3.4522322505874096e-08
Position 380: 2.7497280292646695e-08
Position 817: 2.2199987726244993e-08
Position 62: 1.7472250926150863e-08
Position 398: 8.572754140132872e-09
Position 896: 8.451477400290703e-09
Position 108: 7.610879469886107e-09
Position 843: 5.77767555332638e-09
Position 857: 4.6128501826075564e-09
Position 849: 4.238535813068511e-09
Position 890: 3.954448521158953e-09
Position 881: 3.1261679407197035e-09
Position 884: 2.8497143991504146e-09
Position 854: 2.1212573515921313e-09
Position 392: 1.8657138648768695e-09
Position 338: 1.5838168313266035e-09
Position 875: 1.4245676135811828e-09
Position 59: 1.2504146104841137e-09
Position 395: 6.5601952286323e-10
Position 384: 4.510002160426529e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 355: 0.9981438672040199
Position 817: 0.006969283590229843
Position 854: 0.004198103596633714
Position 757: 0.0033481841126572097
Position 264: 0.0025509745129495484
Position 392: 0.0008187694613947293
Position 282: 0.0007039338414934636
Position 380: 0.00047057808112034604
Position 417: 0.000350027257716776
Position 991: 0.0003105619553550265
Position 363: 0.00018785001008158638
Position 766: 0.00014045819895452762
Position 678: 5.8282335030755e-05
Position 590: 9.334816300649345e-06
Position 549: 9.215547103899149e-06
Position 869: 7.96375043123832e-06
Position 777: 6.552034761714937e-06
Position 206: 1.7255915385972172e-06
Position 55: 9.491922685918454e-07
Position 621: 8.327272592724228e-07
Position 241: 5.322944943638188e-07
Position 192: 3.481648235185224e-07
Position 654: 3.4426508363159345e-07
Position 684: 2.6973751691232894e-07
Position 66: 2.4541481166359193e-07
Position 441: 2.357514255554218e-07
Position 525: 2.2675108994062762e-07
Position 234: 1.9855562383231139e-07
Position 284: 1.7357845403404188e-07
Position 636: 1.437090443035535e-07
Position 81: 1.0869191252707772e-07
Position 533: 9.617471905130006e-08
Position 318: 9.275684424312876e-08
Position 48: 5.873137862741702e-08
Position 168: 4.5340945858746256e-08
Position 458: 3.8769674140570714e-08
Position 321: 2.0547345059865492e-08
Position 100: 1.8694313498035255e-08
Position 141: 1.7910170338395788e-08
Position 219: 1.704360545323655e-08
Position 72: 1.474944918466332e-08
Position 94: 7.590728726128349e-09
Position 174: 6.307216900789295e-09
Position 78: 6.231720904849807e-09
Position 159: 5.127623694736657e-09
Position 643: 9.672110333587154e-10
Position 172: 7.075756959623593e-10
Position 216: 6.117689155333934e-10
Position 150: 5.856850189733442e-10
Position 434: 3.341157853119507e-10
Position 663: 2.4487411487880024e-10
Position 138: 1.929569378889018e-10
Position 289: 9.814247913352676e-11
Position 508: 8.274250542972826e-11
Position 467: 7.338125629339733e-11
Position 510: 3.1215859756425144e-11
Position 482: 1.7480602142304768e-12
Position 155: 6.559364318808691e-13
Position 294: 4.3332286744476453e-13
Position 323: 1.6484084169421512e-13
Position 96: 8.67400556875549e-14
