Gene = ghi
index = 1715
Annotated 5SS: [158 295]
Annotated 3SS: [248 421]
SMsplice 5SS: [158]
SMsplice 3SS: [248]
Partition function (log Z): -6.639144906893362

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.8214436876933237
Position 295: 0.3380403612114852
Position 6: 0.14427583727474458
Position 21: 0.1146265883085596
Position 162: 0.017370666861559577
Position 275: 0.0038490404206560774
Position 10: 0.0033002888252842686
Position 559: 0.0030507340650461124
Position 267: 0.0018842422476008115
Position 598: 0.0010547465048613776
Position 339: 0.0009588296166878604
Position 168: 0.0008456702793710278
Position 139: 0.0005848374534425373
Position 301: 0.0004811952151491705
Position 456: 0.0004163152945436567
Position 817: 0.00031309873654227334
Position 602: 0.0002693479410749344
Position 311: 0.00026380548830033066
Position 361: 0.00019777142740789384
Position 637: 0.0001951508365470353
Position 260: 0.0001845011428072303
Position 62: 0.00014995707982311927
Position 848: 0.0001490733317314863
Position 509: 0.00012788400527544158
Position 436: 0.00012396805873072725
Position 132: 0.00012282086058796292
Position 395: 7.115346245181531e-05
Position 249: 6.8252935158925e-05
Position 643: 4.939358206624396e-05
Position 538: 4.012217310141273e-05
Position 831: 2.722538789177297e-05
Position 411: 1.8094457666846695e-05
Position 142: 1.4023498050474632e-05
Position 299: 1.2729555323953649e-05
Position 834: 1.0178386484388346e-05
Position 841: 7.4580685390693925e-06
Position 119: 3.798040641138184e-06
Position 713: 2.8523515634064714e-06
Position 607: 2.7019123835832445e-06
Position 448: 1.7186882559498727e-06
Position 424: 1.419642862335392e-06
Position 614: 1.3420009548414126e-06
Position 810: 1.3003668206500326e-06
Position 80: 1.2137045699809625e-06
Position 78: 9.250694815158932e-07
Position 820: 7.194516167412992e-07
Position 707: 6.011376631526752e-07
Position 600: 4.4311934290874216e-07
Position 852: 1.8545504911191657e-07
Position 768: 1.5278594661285162e-07
Position 472: 1.4724213267995426e-07
Position 66: 5.965893768472657e-08
Position 678: 4.5134362620746145e-08
Position 788: 9.359181950554238e-09
Position 726: 1.7631958184841029e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 248: 0.7188298876973189
Position 421: 0.4475210952146077
Position 78: 0.259458836919512
Position 393: 0.009947159458559741
Position 632: 0.007891934100289766
Position 710: 0.003644068259775227
Position 323: 0.00192914107826135
Position 339: 0.0016075124198696154
Position 579: 0.0014414747495237192
Position 509: 0.0007307982355849585
Position 201: 0.0006080849682418712
Position 892: 0.0004868367099694737
Position 902: 0.00012107368956585714
Position 544: 0.00010187144927493026
Position 716: 9.291873038151782e-05
Position 132: 9.054740408557168e-05
Position 590: 4.219931112214755e-05
Position 375: 2.1173346362511784e-05
Position 558: 1.5685141730993877e-05
Position 820: 8.058617083934735e-06
Position 831: 6.509470977923045e-06
Position 733: 4.516564959927134e-06
Position 768: 4.432429524689444e-06
Position 275: 3.8084110968335967e-06
Position 799: 2.8845219765940977e-06
Position 257: 1.4514986269710732e-06
Position 538: 1.448853420489844e-06
Position 828: 1.128320143107702e-06
Position 852: 8.725606373481548e-07
Position 299: 6.204511390517149e-07
Position 834: 2.619334036015591e-07
Position 735: 2.2828315695986506e-07
Position 848: 1.3534048036211097e-07
Position 281: 2.401387960197355e-08
Position 841: 7.450570562404595e-09
Position 198: 9.677251879547744e-10
