Gene = RpL21
index = 1437
Annotated 5SS: [80]
Annotated 3SS: [153]
SMsplice 5SS: [80]
SMsplice 3SS: [153]
Partition function (log Z): -3.910260666992879

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.9995051261883441
Position 407: 0.01260971889710397
Position 673: 0.007150272818284447
Position 321: 0.0045486203909863125
Position 395: 0.0007852674074466816
Position 440: 0.0007675822722220754
Position 389: 0.0007495260060370072
Position 368: 0.0005369596191279754
Position 545: 0.00043109801894104235
Position 434: 0.0003180894299181148
Position 311: 0.00029201178917621554
Position 306: 0.00017163640009635318
Position 93: 0.00014587514084116087
Position 383: 0.00012702910480916386
Position 84: 9.831002371142526e-05
Position 387: 6.643306240701202e-05
Position 98: 6.537101594983808e-05
Position 590: 5.082561639862172e-05
Position 36: 2.6386125976659495e-05
Position 247: 2.0772004980263035e-05
Position 494: 1.0866722586428779e-05
Position 239: 1.0106348991015178e-05
Position 266: 8.54836792148253e-06
Position 287: 4.683201703231521e-06
Position 549: 4.055907646025433e-06
Position 469: 7.820414645293451e-07
Position 250: 4.7459985200913516e-07
Position 74: 4.251158670991597e-07
Position 211: 1.8182707863435128e-07
Position 192: 1.2118854137717386e-07
Position 219: 7.983977665368128e-08
Position 19: 5.247450719323398e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 153: 0.9891103016648621
Position 499: 0.012261449830135331
Position 737: 0.0075259994839275085
Position 479: 0.004705416716391216
Position 184: 0.004480391784686868
Position 376: 0.0030588170116369598
Position 129: 0.00190485908521573
Position 232: 0.0017386353975180572
Position 706: 0.0013759321229564931
Position 469: 0.0008999961335336942
Position 139: 0.0004434111410666275
Position 274: 0.00033203229488230185
Position 395: 0.0002927423479438433
Position 298: 8.577548369229074e-05
Position 523: 8.222700613420215e-05
Position 430: 5.2153092110676474e-05
Position 651: 3.276772896739534e-05
Position 334: 2.735374671804754e-05
Position 520: 2.563064438433282e-05
Position 549: 2.376054716127176e-05
Position 411: 1.4048126468091582e-05
Position 605: 1.2403412916253677e-05
Position 529: 6.741592176811929e-06
Position 319: 6.400546855836617e-06
Position 316: 3.3127530370297487e-06
Position 595: 2.6205885706179256e-06
Position 535: 8.135892134151489e-07
Position 571: 6.705302303045507e-07
Position 239: 3.3052388873083066e-07
Position 556: 1.3280951634716342e-07
Position 562: 9.007655426426458e-08
Position 580: 5.0208344776546524e-08
Position 508: 8.232950620979561e-09
Position 413: 6.277988910177422e-09
Position 577: 3.497128368540229e-09
Position 451: 2.798711761308183e-09
Position 84: 1.296533246123956e-10
Position 93: 1.0563248653689077e-11
