Gene = CCDC53
index = 60
Annotated 5SS: [ 88 593]
Annotated 3SS: [146 652]
SMsplice 5SS: [ 88 593]
SMsplice 3SS: [146 652]
Partition function (log Z): -4.4318461400534455

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9476765732420143
Position 88: 0.745271759269244
Position 468: 0.007395518777840025
Position 525: 0.004755850888747246
Position 689: 0.001250437083396402
Position 571: 0.0010511513973275601
Position 710: 0.000610282239139264
Position 109: 0.00023293912342400497
Position 7: 0.00016000781642064156
Position 723: 0.00015160716084205457
Position 610: 0.0001304285889217305
Position 583: 0.00012886381730974655
Position 472: 0.00010284022749048656
Position 29: 5.514728382098616e-05
Position 529: 5.065487906047923e-05
Position 597: 4.975345414898511e-05
Position 339: 4.8265026333734814e-05
Position 519: 4.1170944674350274e-05
Position 546: 3.514363326921689e-05
Position 248: 3.053182194734363e-05
Position 238: 2.0715582852639803e-05
Position 317: 2.0223581398659894e-05
Position 496: 1.5139956727055572e-05
Position 137: 1.3872349912961589e-05
Position 474: 1.347807753934078e-05
Position 506: 1.1833555733542443e-05
Position 73: 9.652141949772537e-06
Position 405: 9.181164860100576e-06
Position 198: 8.578654652002538e-06
Position 183: 6.162969992062482e-06
Position 484: 5.097870814116489e-06
Position 602: 1.3042689967955504e-06
Position 252: 1.2103590022962042e-07
Position 531: 4.0083494487235375e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 652: 0.9610219062421209
Position 146: 0.7362882726972062
Position 202: 0.008012212044969564
Position 770: 0.0021502823260828394
Position 591: 0.0008051601251367718
Position 269: 0.00019167515929042957
Position 342: 0.00018140938409213526
Position 58: 0.00011426628257719521
Position 502: 0.0001090782693167422
Position 570: 8.196300016427727e-05
Position 275: 7.363341914423807e-05
Position 525: 5.413768574461281e-05
Position 636: 3.846735874882867e-05
Position 393: 3.243990792910466e-05
Position 164: 3.0272542180590843e-05
Position 731: 2.9305325132129456e-05
Position 551: 2.9145140506082327e-05
Position 380: 2.4356978602572954e-05
Position 248: 2.0292017798615454e-05
Position 396: 1.2199129486718067e-05
Position 242: 1.0012836302452994e-05
Position 107: 9.469267746919607e-06
Position 311: 9.454536971910035e-06
Position 554: 6.19866098836384e-06
Position 305: 5.800824403817064e-06
Position 332: 5.669133845053448e-06
Position 627: 4.976268134417354e-06
Position 278: 3.4479335481361497e-06
Position 489: 2.8006193753208125e-06
Position 125: 1.732345018714097e-06
Position 366: 1.016847401740712e-06
Position 360: 8.194576988549779e-07
Position 593: 6.009035335311387e-07
Position 683: 4.2597244144490115e-07
Position 87: 2.8929188114648076e-07
Position 597: 2.547822745380532e-07
Position 446: 2.3810380765577178e-07
Position 506: 2.1028527435275666e-07
Position 706: 1.4711412555093763e-07
Position 81: 1.3729003571865502e-07
Position 578: 1.047749397737241e-07
Position 434: 3.0849699011176436e-08
Position 257: 1.0426558319623855e-08
Position 687: 2.659433027793619e-09
Position 284: 1.4918447894288441e-09
Position 607: 1.403041279752743e-10
Position 609: 9.646744172261506e-11
Position 689: 1.2743385075067502e-11
Position 708: 5.515552195777433e-12
Position 350: 1.6051974406235899e-12
Position 693: 4.550695244332978e-14
