Gene = CG34174
index = 606
Annotated 5SS: [119 619]
Annotated 3SS: [171 747]
SMsplice 5SS: [119 619]
SMsplice 3SS: [171 747]
Partition function (log Z): -2.9739394978683227

Sorted 5' Splice Sites (High to Low Probability):
Position 119: 0.9782248055975977
Position 619: 0.8763201448564728
Position 666: 0.005793730417779929
Position 413: 0.0017559081042413014
Position 5: 0.00045458932774481033
Position 25: 0.000387743948413111
Position 600: 0.00031072732221431893
Position 252: 0.0002661794156835534
Position 98: 0.0002309364934248912
Position 80: 0.00020162133273881342
Position 145: 0.00017454712623428566
Position 112: 0.00017062376642761794
Position 344: 8.658496178405847e-05
Position 552: 7.397052549236933e-05
Position 612: 6.404785720541026e-05
Position 346: 5.6105565949943254e-05
Position 530: 4.1623799619705225e-05
Position 643: 4.041369927909347e-05
Position 123: 2.2180132676952925e-05
Position 555: 1.1634430970362103e-05
Position 539: 9.164754577251739e-06
Position 205: 3.159449567688875e-06
Position 37: 1.0369708407558089e-06
Position 748: 5.183257939708026e-07
Position 7: 4.488005910376564e-07
Position 164: 4.608154099256568e-08
Position 819: 4.243533510803368e-08
Position 732: 2.066097301304256e-08
Position 831: 7.487162483931382e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 171: 0.9649198517574703
Position 747: 0.8878122978633682
Position 181: 0.007695618080769203
Position 529: 0.0018513817860749983
Position 461: 0.0005480483148170587
Position 775: 0.0002981567420048476
Position 287: 0.0002708030485451171
Position 772: 0.0002444294094231855
Position 510: 0.00023072363405126118
Position 330: 0.0001486208973915079
Position 681: 0.00011507717616023508
Position 266: 9.016924109057629e-05
Position 684: 7.83815557670059e-05
Position 252: 6.521989268853757e-05
Position 238: 6.306908596236822e-05
Position 222: 4.003121504378527e-05
Position 55: 3.240807197907567e-05
Position 185: 2.458143492979644e-05
Position 112: 2.208941512449836e-05
Position 387: 2.128331697675278e-05
Position 566: 2.069159903553461e-05
Position 689: 1.880305066967187e-05
Position 864: 1.3120862750008363e-05
Position 76: 1.035648454165917e-05
Position 338: 9.50480433362452e-06
Position 861: 9.229960851029725e-06
Position 413: 9.196594316370373e-06
Position 335: 7.035058177283733e-06
Position 472: 4.889665321687726e-06
Position 464: 4.7188330401483214e-06
Position 299: 4.207935832174724e-06
Position 653: 3.6803627978474632e-06
Position 545: 3.27848153493835e-06
Position 426: 2.4112838788171694e-06
Position 358: 2.200090933410121e-06
Position 344: 1.816855002649633e-06
Position 815: 1.740751004897316e-06
Position 80: 1.2063084414112313e-06
Position 779: 9.536509598673259e-07
Position 144: 2.825097744122868e-07
Position 135: 2.2284299043274595e-07
Position 362: 1.9391167272005712e-07
Position 205: 1.6643962688511957e-07
Position 590: 1.328865985882865e-07
Position 580: 1.093059312941945e-07
Position 650: 3.2804023739514355e-08
Position 569: 2.939535595127205e-08
Position 874: 1.9670582419108435e-08
Position 539: 1.774729678680094e-08
Position 123: 1.6351879873946358e-08
Position 622: 1.4767238046145548e-08
Position 373: 9.290740311853364e-09
Position 593: 9.108244723492196e-09
Position 868: 4.023121228021346e-09
Position 587: 2.9433223733460603e-09
Position 353: 2.439373711477828e-09
Position 369: 2.3821994554540238e-09
Position 612: 1.9776187284101373e-09
Position 633: 7.42631335734289e-10
Position 481: 4.87636778397447e-11
Position 483: 6.609227408445241e-12
