Gene = CG15219
index = 358
Annotated 5SS: [162 397]
Annotated 3SS: [214 460]
SMsplice 5SS: [162]
SMsplice 3SS: [214]
Partition function (log Z): -4.896044494151626

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9911046413662878
Position 369: 0.11610237627365794
Position 397: 0.04385510811333896
Position 24: 0.03596960068541701
Position 59: 0.022292679784052482
Position 14: 0.01030382260264085
Position 522: 0.005626559860307819
Position 288: 0.005474724656712195
Position 273: 0.0019646077093556317
Position 154: 0.0017368238806900332
Position 306: 0.0013461258201563683
Position 401: 0.0010422726641220092
Position 127: 0.00023449422300819784
Position 535: 0.0002122291148513331
Position 324: 0.00012783329312786746
Position 166: 0.00012452649969983993
Position 83: 8.272657215282044e-05
Position 142: 6.132549363600318e-05
Position 327: 9.480617714876145e-06
Position 342: 6.655063781310507e-06
Position 78: 5.014673052467465e-06
Position 185: 1.2346254650053579e-06
Position 229: 1.15864160764912e-06
Position 179: 2.6504238368878216e-07
Position 471: 1.3189586080284954e-07
Position 188: 7.066707171933975e-08
Position 246: 6.146501123940956e-08
Position 431: 5.071392704661758e-08
Position 429: 1.0846425543754921e-08
Position 108: 6.6893691251717866e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 214: 0.9768134832447654
Position 434: 0.11092381570480768
Position 108: 0.06624483757335184
Position 444: 0.05236784562147517
Position 460: 0.019269402947386986
Position 587: 0.006190101822030239
Position 463: 0.0031224197939470136
Position 74: 0.001390558943106161
Position 246: 0.000601686377695642
Position 78: 0.0005035242923831176
Position 148: 0.0001158628613805509
Position 397: 8.048251230073483e-05
Position 261: 9.031510312355553e-06
Position 287: 8.920071826382938e-06
Position 265: 7.453845308409876e-06
Position 83: 6.430713986580726e-06
Position 342: 6.3162529880238195e-06
Position 268: 5.9366992495840025e-06
Position 271: 5.480961529763995e-06
Position 243: 5.012473550691958e-06
Position 153: 3.5373457213311125e-06
Position 471: 1.7727119644360663e-06
Position 521: 1.0870396850780803e-06
Position 179: 4.837387810147576e-07
Position 567: 4.539523268967848e-07
Position 518: 2.6705588468969314e-07
Position 468: 2.577002659331125e-07
Position 373: 1.2339082439915418e-07
Position 177: 1.2887214713634349e-08
Position 479: 7.030096696255401e-09
Position 527: 4.30112043428429e-09
Position 173: 4.047413951253962e-09
Position 535: 3.5479170337578266e-09
Position 273: 4.843138054872408e-10
Position 166: 9.724410474490568e-11
Position 161: 7.288911864844754e-13
