Gene = Pex10
index = 1366
Annotated 5SS: [334 877]
Annotated 3SS: [428 930]
SMsplice 5SS: [334 877]
SMsplice 3SS: [589 930]
Partition function (log Z): -5.00708623448971

Sorted 5' Splice Sites (High to Low Probability):
Position 877: 0.9253809049818098
Position 334: 0.9228629425876912
Position 513: 0.014135272887877538
Position 1531: 0.012997857889120678
Position 296: 0.010909295387158619
Position 251: 0.009468289032008284
Position 881: 0.0030757931422087767
Position 1212: 0.002427452583164056
Position 1093: 0.0022875165229168273
Position 35: 0.001783516431950173
Position 738: 0.0013817170815560245
Position 669: 0.0012286423350959068
Position 1252: 0.0009223275769663616
Position 286: 0.0007074471013641761
Position 1137: 0.000631322381170345
Position 1174: 0.0004954543516879897
Position 841: 0.00044413461746527493
Position 146: 0.00023765536398956389
Position 428: 0.00014243596033694799
Position 1524: 9.965119187452846e-05
Position 304: 8.814085199888916e-05
Position 129: 7.933276836853238e-05
Position 822: 6.97571517325219e-05
Position 311: 6.69093699615296e-05
Position 1372: 6.118557865946279e-05
Position 1110: 5.4479463447019095e-05
Position 466: 3.411325434265516e-05
Position 159: 3.1282522196811816e-05
Position 643: 2.817544300016393e-05
Position 1234: 2.567358775608303e-05
Position 301: 2.370805503385373e-05
Position 530: 2.2482196913336544e-05
Position 11: 2.1772440428309086e-05
Position 204: 2.128839290154685e-05
Position 447: 1.8562450384359943e-05
Position 909: 1.7107475294706656e-05
Position 1361: 1.7005862003489185e-05
Position 265: 1.3227914806203268e-05
Position 491: 1.2662011282753837e-05
Position 288: 7.323451750290964e-06
Position 1184: 6.403159871765343e-06
Position 1258: 6.176317208778932e-06
Position 571: 5.2053836414636925e-06
Position 23: 4.966573701354002e-06
Position 750: 4.8293158154046174e-06
Position 589: 4.051310601194535e-06
Position 66: 3.722081283136617e-06
Position 696: 3.716853489323099e-06
Position 17: 2.8793733467227156e-06
Position 493: 2.596970353065951e-06
Position 442: 2.462632249651575e-06
Position 1503: 2.1527352950798472e-06
Position 454: 2.0327102788905906e-06
Position 1494: 2.0307744015966914e-06
Position 5: 1.8830612876678813e-06
Position 224: 1.8225732775967183e-06
Position 1146: 1.5729299639116442e-06
Position 1512: 1.3997865900167647e-06
Position 42: 1.2250576055319405e-06
Position 1274: 1.183009586443502e-06
Position 719: 9.77985909656731e-07
Position 37: 9.400415515427552e-07
Position 915: 9.379974200159175e-07
Position 471: 9.174466337157744e-07
Position 962: 8.522421169171285e-07
Position 773: 8.434833190190231e-07
Position 412: 6.654301369281231e-07
Position 480: 6.539579774713701e-07
