Gene = MED4
index = 1264
Annotated 5SS: [320]
Annotated 3SS: [377]
SMsplice 5SS: [320]
SMsplice 3SS: [377]
Partition function (log Z): -2.441748869586156

Sorted 5' Splice Sites (High to Low Probability):
Position 320: 0.9950610606428778
Position 314: 0.0030431946835945776
Position 308: 0.00174055142798838
Position 549: 0.0013219407738736114
Position 631: 0.0008008275336330317
Position 715: 0.00026638335006045857
Position 577: 0.00026576587500544825
Position 914: 0.0001945941774859479
Position 324: 0.0001286645608136843
Position 727: 6.230792464773808e-05
Position 27: 5.264784701829797e-05
Position 756: 4.36644539883862e-05
Position 569: 4.2737505982041504e-05
Position 495: 3.7341209027178406e-05
Position 898: 1.6366274550782088e-05
Position 77: 1.263758846787916e-05
Position 330: 9.332702272604754e-06
Position 870: 8.416779292157637e-06
Position 275: 7.425772367213986e-06
Position 353: 6.676721658089301e-06
Position 589: 6.141815291710536e-06
Position 382: 3.4157018020378833e-06
Position 663: 2.325826925069662e-06
Position 88: 1.8797496218989117e-06
Position 864: 1.6025970178848756e-06
Position 29: 6.836065757817475e-07
Position 710: 5.089840053890913e-07
Position 85: 2.7774400787747756e-07
Position 197: 1.640099284294296e-07
Position 404: 1.4803822422494165e-07
Position 875: 1.421365600454697e-07
Position 779: 1.0888600914089466e-07
Position 553: 9.67441817520931e-08
Position 739: 6.680165285325953e-08
Position 733: 6.114377934212724e-08
Position 154: 5.356274614839068e-08
Position 205: 5.1680999211011e-08
Position 218: 4.719828323717399e-08
Position 431: 1.1090694056474926e-08
Position 834: 8.050407836440033e-09
Position 947: 6.3107694305132696e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 377: 0.99841513037058
Position 644: 0.0011391373228332973
Position 392: 0.0006341987830263235
Position 576: 0.0004210634914137611
Position 773: 0.00037129311048274657
Position 679: 0.00029231170411970873
Position 980: 0.00023811679259432914
Position 701: 0.00018755523002861674
Position 698: 0.0001823328965017279
Position 535: 0.00017066092402939146
Position 779: 0.00013888374144989385
Position 953: 0.00013860919473198945
Position 458: 0.0001092122651511598
Position 723: 9.097372175273921e-05
Position 834: 7.878260265442023e-05
Position 798: 7.230580937389305e-05
Position 718: 6.548435487847676e-05
Position 395: 6.463551595275454e-05
Position 611: 4.7485419205613856e-05
Position 107: 4.626571052501714e-05
Position 674: 4.318039385537404e-05
Position 386: 3.213108941492379e-05
Position 413: 2.508101167004441e-05
Position 695: 2.0856541088171178e-05
Position 991: 1.6048760847794445e-05
Position 151: 1.559164575812904e-05
Position 641: 1.5146053727736878e-05
Position 663: 1.5109475701463918e-05
Position 450: 1.10607539205297e-05
Position 957: 7.87315472023785e-06
Position 960: 6.442741382107317e-06
Position 966: 6.132168935243156e-06
Position 404: 4.63186466959008e-06
Position 479: 3.911093695915338e-06
Position 166: 3.137079195346662e-06
Position 857: 2.728273167451113e-06
Position 553: 1.6317842097459476e-06
Position 352: 9.08905021161622e-07
Position 139: 9.070987834675621e-07
Position 995: 8.697249009609667e-07
Position 422: 6.789669389290039e-07
Position 154: 4.86627306202025e-07
Position 469: 2.5165154590738627e-07
Position 175: 1.9415205453090168e-07
Position 178: 1.7552504125978262e-07
Position 186: 1.6443578380104394e-07
Position 845: 1.0773595136603605e-07
Position 99: 8.790825663731571e-08
Position 227: 7.353292418931209e-08
Position 506: 6.01834792563182e-08
Position 739: 4.726933494890707e-08
Position 886: 4.694491344134502e-08
Position 917: 3.48037861954813e-08
Position 268: 3.397812677445126e-08
Position 914: 1.89662083033725e-08
Position 727: 1.5479506440359878e-08
Position 509: 1.3355568201105564e-08
Position 892: 8.901497249103924e-09
Position 109: 6.112979683528698e-09
Position 755: 5.17095023422068e-09
Position 904: 2.9584835878385675e-09
Position 307: 2.0806383287731925e-09
Position 265: 1.2617004386615856e-09
Position 869: 1.1642862988759422e-09
Position 898: 7.898552512502857e-10
Position 163: 3.640934473748014e-10
Position 733: 3.1857013355052805e-10
Position 800: 1.161078809987338e-10
Position 262: 6.039579799194751e-11
Position 232: 5.059480043355077e-11
Position 330: 2.1990668215087514e-11
Position 313: 8.014754466576654e-12
Position 327: 7.99567343700743e-12
Position 283: 1.9300914838586176e-12
Position 280: 1.229504909227217e-12
Position 324: 8.879373390916769e-14
Position 275: 8.404874029246097e-15
