Gene = CG32266
index = 533
Annotated 5SS: [52]
Annotated 3SS: [282]
SMsplice 5SS: [221]
SMsplice 3SS: [282]
Partition function (log Z): -7.955996277328565

Sorted 5' Splice Sites (High to Low Probability):
Position 221: 0.4738027827038319
Position 52: 0.3697244317446058
Position 75: 0.10567333269966227
Position 138: 0.019063832467379905
Position 48: 0.018814775416443174
Position 111: 0.01573574608964109
Position 199: 0.012292410696378497
Position 531: 0.00424847067546217
Position 414: 0.003078805148463362
Position 98: 0.002893351725593469
Position 554: 0.0008265114999721898
Position 506: 0.0007051255692614937
Position 159: 0.0004992765733891906
Position 56: 0.00030610379821743015
Position 191: 0.0002742988203862843
Position 367: 0.0002238227728461732
Position 489: 0.0001767021862213739
Position 364: 0.0001129978252738204
Position 350: 5.5742620524706694e-05
Position 42: 4.894367452321241e-05
Position 419: 4.362027056179641e-05
Position 439: 1.3213880408279038e-05
Position 202: 4.87046541550703e-06
Position 672: 3.131849045858657e-06
Position 282: 2.170726746308838e-06
Position 297: 1.1877377292018141e-06
Position 291: 1.0804497151179907e-06
Position 306: 1.0245733356805377e-07
Position 624: 2.068685533185502e-08
Position 313: 5.115194952659243e-09
Position 320: 2.7894200709573947e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 282: 0.9294538223677018
Position 350: 0.037392339082676876
Position 111: 0.023557505100881875
Position 135: 0.01152934862295618
Position 208: 0.007095939355229064
Position 588: 0.005624966140294243
Position 482: 0.0050053840141754385
Position 609: 0.0025376623577858214
Position 419: 0.0021973966806974245
Position 188: 0.0012493697539020735
Position 159: 0.0006952750553918658
Position 171: 0.0006384580960238019
Position 137: 0.0003282058452106996
Position 327: 0.00028945214677420216
Position 148: 0.00021674484353880768
Position 191: 0.00017651668499992927
Position 614: 0.0001267813695413278
Position 743: 0.00010945780786519105
Position 594: 9.418230853484715e-05
Position 647: 8.031332111200273e-05
Position 434: 5.797494514170615e-05
Position 98: 4.947487793073738e-05
Position 90: 4.699888858916486e-05
Position 217: 3.93272853542287e-05
Position 695: 3.176095313435021e-05
Position 638: 1.0851555165740438e-06
Position 506: 9.85548166270083e-07
Position 655: 1.1632011285043534e-07
Position 497: 2.0857168853479748e-08
Position 672: 4.714620863737007e-09
Position 469: 6.35475458466467e-10
