Gene = AL162424.1
index = 55
Annotated 5SS: [24]
Annotated 3SS: [521]
SMsplice 5SS: [230]
SMsplice 3SS: [349]
Partition function (log Z): -12.574232396821412

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.8241923900341895
Position 97: 0.09406391894699788
Position 197: 0.05075307930055328
Position 244: 0.010397653759369456
Position 288: 0.009156905038139658
Position 130: 0.007406960068938765
Position 61: 0.001558118590321966
Position 172: 0.0007487101249195347
Position 91: 0.0007050719153419908
Position 388: 0.0002999974589570051
Position 277: 0.00019180244768465492
Position 70: 0.00015253687146624803
Position 52: 0.0001372951249231879
Position 355: 6.847950964348745e-05
Position 301: 6.288184872969077e-05
Position 473: 6.149479304547909e-05
Position 457: 6.10209023179117e-05
Position 37: 5.978622642737792e-05
Position 361: 4.1245902439846445e-05
Position 10: 3.080045176258372e-05
Position 4: 5.265927726736805e-06
Position 58: 3.2341001101742887e-06
Position 312: 2.5395131155358566e-06
Position 324: 6.032943995146395e-07
Position 475: 5.576531504993658e-07
Position 330: 1.9733509040218214e-07
Position 315: 1.6736258719968865e-07
Position 318: 5.4595386163525856e-08
Position 365: 1.5559089525141813e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 349: 0.9556261343105835
Position 374: 0.015158026089383589
Position 399: 0.01081832256487773
Position 521: 0.009018958339849345
Position 354: 0.003372089876226843
Position 211: 0.002591238257999558
Position 547: 0.001793706784569659
Position 431: 0.00046007204141471417
Position 523: 0.00039709965294949605
Position 566: 0.0003293138677889396
Position 448: 0.00017139455812010664
Position 141: 0.00012101283143776258
Position 216: 7.566211018124939e-05
Position 272: 6.345200927274654e-05
Position 490: 5.192021117656288e-05
Position 380: 2.853207533276213e-05
Position 472: 1.870808723048026e-05
Position 228: 1.5545595614802506e-05
Position 409: 1.2707747314962942e-05
Position 123: 1.0508173425339487e-05
Position 460: 8.296307649253639e-06
Position 573: 4.4795586039205945e-06
Position 147: 3.6734310698230016e-06
Position 260: 3.2292366204292286e-06
Position 457: 2.4827837059903893e-06
Position 162: 1.7091326043514066e-06
Position 252: 1.6657638654963034e-06
Position 120: 1.4049967260968109e-06
Position 287: 3.915726513084143e-07
Position 277: 3.4433646838607664e-07
Position 269: 3.1153859785359543e-07
Position 244: 2.211216830153242e-07
Position 234: 7.779448066890713e-08
Position 154: 4.439261996344829e-08
Position 285: 2.165653175809545e-08
Position 239: 1.1774482127363907e-08
Position 66: 7.053386783872123e-11
