Gene = AL596220.1
index = 63
Annotated 5SS: [ 59 145]
Annotated 3SS: [  96 1757]
SMsplice 5SS: [126]
SMsplice 3SS: [554]
Partition function (log Z): -13.050857020592268

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.7027488516687536
Position 145: 0.10005689358845793
Position 469: 0.06641931851382492
Position 474: 0.038115498074816935
Position 780: 0.03270985102317009
Position 141: 0.021806461886458982
Position 584: 0.020672895051165218
Position 137: 0.019836671121013498
Position 832: 0.014216910907657785
Position 669: 0.002940038584109636
Position 1158: 0.0027296536675144854
Position 811: 0.0014807734059700884
Position 277: 0.0012246665393815456
Position 1072: 0.0008763370121007222
Position 877: 0.0004986344774267281
Position 6: 0.0004663810048686927
Position 696: 0.00027650867644264985
Position 1132: 0.0002722338045776278
Position 1174: 0.00016254444445965488
Position 526: 8.606310223638266e-05
Position 494: 7.204258255618908e-05
Position 927: 5.995883976591599e-05
Position 413: 5.063573360473108e-05
Position 881: 4.4663314000976054e-05
Position 1197: 3.7407891731480564e-05
Position 457: 2.3594403841499105e-05
Position 201: 2.082521161799265e-05
Position 722: 1.8018182293008816e-05
Position 343: 1.5101823758524302e-05
Position 332: 1.3884981526366482e-05
Position 1325: 1.279715712836924e-05
Position 1112: 1.1837170983233237e-05
Position 502: 9.540623784409299e-06
Position 322: 8.352838970948734e-06
Position 4: 7.921886263419049e-06
Position 1046: 6.733911229657667e-06
Position 68: 5.4863194591017785e-06
Position 516: 5.4764522677539065e-06
Position 176: 5.460558132138202e-06
Position 540: 4.685285767741362e-06
Position 1152: 4.621624225918507e-06
Position 1523: 4.184211910928152e-06
Position 206: 3.5210689860269195e-06
Position 755: 3.3138351771295083e-06
Position 913: 3.150370654351106e-06
Position 1320: 3.1203612861094407e-06
Position 510: 2.7358088096211447e-06
Position 925: 2.470520463672126e-06
Position 938: 2.2993563671305593e-06
Position 1031: 2.18900829208666e-06
Position 1015: 1.7702054875749326e-06
Position 716: 1.5144567802329182e-06
Position 1451: 1.19473658131376e-06
Position 1294: 1.0205869745869146e-06
Position 149: 9.299910016677196e-07
Position 1146: 8.590010700273432e-07
Position 859: 5.687181723040081e-07
Position 1332: 5.021883601483748e-07
Position 1171: 4.837638151864356e-07
Position 935: 3.4878469400250506e-07
Position 164: 1.8818624519259748e-07
Position 181: 1.462066294477233e-07
Position 352: 8.900718690410164e-08
Position 1337: 4.7947352376919225e-08
Position 159: 4.7436106730092296e-08
Position 1264: 3.798919336582808e-08
Position 1013: 3.76824999939218e-08
Position 1302: 2.7057876889509254e-08
Position 1606: 2.248240221671635e-08
Position 1408: 2.172873818437598e-08
Position 672: 1.8572579235999915e-08
Position 1395: 5.848261800380578e-09
Position 1483: 4.305428816147827e-09
Position 1492: 1.3679490358597572e-09
Position 186: 1.2531205851565964e-09
Position 1528: 2.5817564312448823e-10
Position 1525: 1.4771736365061384e-10
Position 1541: 6.534622862718236e-11
Position 1581: 1.3512615069219353e-12
Position 1544: 4.171994616448073e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 554: 0.3309373974032988
Position 493: 0.19331595798029036
Position 194: 0.14388789067385033
Position 379: 0.06740643735472657
