Gene = C7orf62
index = 241
Annotated 5SS: [82]
Annotated 3SS: [674]
SMsplice 5SS: [82]
SMsplice 3SS: [851]
Partition function (log Z): -8.36837905645222

Sorted 5' Splice Sites (High to Low Probability):
Position 82: 0.7388909368338858
Position 126: 0.15383992355173673
Position 46: 0.0959335803462305
Position 708: 0.030976980554019987
Position 117: 0.006388697375972934
Position 28: 0.0014148764692897655
Position 1514: 0.000841527686986016
Position 1145: 0.0004995468873511318
Position 323: 0.00041040998489850345
Position 1000: 0.0003613031338921063
Position 956: 0.00023959517610084923
Position 1349: 0.00022502298844489894
Position 700: 0.00022214149040188812
Position 1286: 0.00020374625576283453
Position 1511: 0.0001612596757352195
Position 1106: 8.458400938595777e-05
Position 1423: 7.558211820858338e-05
Position 154: 4.080955563284783e-05
Position 791: 3.616102704001369e-05
Position 522: 2.593382018154028e-05
Position 1474: 2.2021552056762864e-05
Position 928: 2.16149080616023e-05
Position 551: 2.120762181568174e-05
Position 136: 1.940562334791975e-05
Position 130: 1.6989884255314854e-05
Position 225: 1.5953659667950264e-05
Position 460: 1.5685664987660176e-05
Position 86: 1.2269412503165237e-05
Position 383: 6.8013702816239e-06
Position 935: 6.238072869662289e-06
Position 372: 6.104840281312984e-06
Position 1081: 4.805600418897434e-06
Position 277: 4.251298325635862e-06
Position 488: 3.9080473719181216e-06
Position 1246: 2.755577108690019e-06
Position 1004: 2.648789031824722e-06
Position 392: 2.4031579402115283e-06
Position 851: 2.315478856983244e-06
Position 538: 2.302998515482739e-06
Position 270: 2.271280915719658e-06
Position 692: 1.8455991149939293e-06
Position 1130: 1.5935610200405593e-06
Position 971: 1.1464723366176136e-06
Position 1175: 9.653969762975169e-07
Position 631: 8.35748024543272e-07
Position 858: 7.781094696927237e-07
Position 5: 7.214506753618481e-07
Position 670: 5.443217051334056e-07
Position 1241: 5.344508861232405e-07
Position 545: 5.051254775015371e-07
Position 1259: 4.430237079940892e-07
Position 588: 4.3533251373120784e-07
Position 781: 4.011660520403288e-07
Position 1031: 3.1539523177032045e-07
Position 50: 3.0232075014113654e-07
Position 994: 2.8219695380458954e-07
Position 648: 2.515165366123347e-07
Position 1226: 1.6560181293908254e-07
Position 308: 1.4961177000273027e-07
Position 1273: 1.3257411506508453e-07
Position 1429: 8.855600504542959e-08
Position 1385: 6.2171325575323e-08
Position 1321: 2.9457966498187438e-08
Position 1533: 1.1090833069486033e-08
Position 1235: 8.858447489188132e-09
Position 1267: 8.207464703694852e-09
Position 1220: 4.178897275846537e-09
Position 567: 3.2317609738194457e-09
Position 556: 3.226542864596106e-09
Position 519: 2.071816628731857e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 851: 0.24672683781624744
Position 674: 0.15987478445846795
Position 1226: 0.10484430888063466
Position 1409: 0.09796227733996668
Position 1000: 0.07087671049952886
Position 677: 0.059235960290260035
Position 1339: 0.036722873722197506
Position 1022: 0.03576710759594422
Position 802: 0.03181025388082035
Position 1540: 0.02445893073201787
Position 157: 0.022586522848141312
Position 631: 0.020284834630436514
Position 924: 0.01880704343445105
Position 372: 0.01693326678711314
Position 289: 0.012418706304888184
Position 378: 0.01014502806948863
Position 1267: 0.008511681000378517
Position 805: 0.006804545436646009
Position 861: 0.006787875576100673
Position 1574: 0.005678523342512917
Position 499: 0.0032226750308088675
Position 1612: 0.0029123135302638347
Position 232: 0.0028504243381081355
Position 881: 0.0025635683648675568
Position 1089: 0.0021314613499007584
Position 935: 0.0021217451707198345
Position 451: 0.0018974054420148254
Position 1004: 0.0015878884992957078
Position 538: 0.0015657320065218343
Position 884: 0.0013003628728582453
Position 1482: 0.0010352192464524951
Position 611: 0.0007124022878928709
Position 1200: 0.0006559040360886442
Position 816: 0.000585996831780454
Position 1175: 0.0005479261739030899
Position 737: 0.0005433891903934109
Position 719: 0.0005202089696871008
Position 1115: 0.00048750624177788305
Position 1106: 0.0004775854602690748
Position 1442: 0.00047316504144588893
Position 1025: 0.00047292549514613066
Position 771: 0.00043071812567769397
Position 1295: 0.00037296393076880396
Position 545: 0.000368902364647173
Position 1361: 0.00033155191803439733
Position 1028: 0.00031562266321810884
Position 907: 0.0002699880699372535
Position 1385: 0.00025693549789110873
Position 1081: 0.00020054233845083442
Position 1352: 0.0001813143262385708
Position 1510: 0.0001690177246567823
Position 1273: 0.0001579569511082609
Position 810: 0.00015090158130239635
Position 340: 0.00014692076969599846
Position 1031: 0.0001463966237847278
Position 886: 0.00014629574120349098
Position 195: 0.0001382908758150564
Position 1241: 0.00013586996513694071
Position 220: 0.00012933155116220642
Position 182: 0.00010557394230747837
Position 383: 0.0001025386371931394
Position 308: 9.750413000118063e-05
Position 1235: 7.657371205489157e-05
Position 322: 7.264465350076895e-05
Position 1282: 6.664924250723442e-05
Position 1423: 6.218189346998455e-05
Position 744: 5.1257010456745645e-05
Position 488: 4.681254177284334e-05
Position 1136: 4.3038218745374194e-05
Position 700: 4.283460570535124e-05
Position 959: 3.3946188934375106e-05
Position 1577: 3.281220710697166e-05
Position 1367: 3.2364427535028265e-05
Position 1145: 2.8726043765490285e-05
Position 235: 2.8394807094756343e-05
Position 398: 2.4827563060954678e-05
Position 351: 2.3693444250943163e-05
Position 707: 2.229500735145716e-05
Position 408: 2.0710401805004497e-05
Position 705: 1.9154663901936068e-05
Position 1285: 1.5382650631975484e-05
Position 124: 1.5264621061334608e-05
Position 1349: 1.035380941768773e-05
Position 332: 9.144857817158327e-06
Position 943: 7.676215166496945e-06
Position 968: 6.517009263389763e-06
Position 1037: 5.607650649071492e-06
Position 692: 3.3821945470647605e-06
Position 139: 2.930672373059427e-06
Position 1547: 2.60602387115269e-06
Position 109: 1.9616952357518277e-06
Position 963: 1.7771033243363257e-06
Position 121: 1.6567617417317695e-06
Position 246: 1.583599137833527e-06
Position 950: 7.632752815106464e-07
Position 142: 7.303013836730874e-07
Position 387: 7.078340896833864e-07
Position 202: 4.5129719383938493e-07
Position 112: 2.9159664353137097e-07
Position 1549: 1.7150206355053524e-07
Position 126: 1.3207784191443541e-07
Position 551: 7.237638697528552e-08
Position 130: 2.999932989762191e-08
Position 136: 1.6088488858518434e-08
Position 86: 4.739866503054475e-12
Position 74: 5.889430679156019e-13
