Gene = NIT1
index = 943
Annotated 5SS: [  78  781 1288 1512 1852 2132]
Annotated 3SS: [ 684 1032 1407 1717 2005 2397]
SMsplice 5SS: [ 109  781 1094 1512 1852 2132]
SMsplice 3SS: [ 684 1032 1407 1717 2005 2397]
Partition function (log Z): -0.5129383789447217

Sorted 5' Splice Sites (High to Low Probability):
Position 1512: 0.967746075085319
Position 781: 0.9125752595912392
Position 2132: 0.8869074670078795
Position 1852: 0.7866226056957683
Position 109: 0.6486437444270959
Position 1094: 0.5015674956337967
Position 1288: 0.4149441245635131
Position 451: 0.21792816615055813
Position 78: 0.14322834827159117
Position 125: 0.06731065675136957
Position 515: 0.03145798097906466
Position 1145: 0.02001330443283666
Position 2483: 0.019363958846128754
Position 2677: 0.018895903826386486
Position 420: 0.017184636517576925
Position 917: 0.016962011383952806
Position 1313: 0.014225215400927095
Position 330: 0.005593998994388803
Position 2500: 0.004961922254239917
Position 1251: 0.004900287677445815
Position 2503: 0.004677701316946012
Position 1933: 0.004328021828595079
Position 884: 0.004094535319219524
Position 334: 0.00263275244813079
Position 59: 0.0020905988947468672
Position 348: 0.0020845877873029613
Position 570: 0.0011813513329762845
Position 99: 0.001045429864925889
Position 1134: 0.0010309219991685992
Position 424: 0.0008957293313261464
Position 1167: 0.0008894010156875983
Position 761: 0.0007224352845258701
Position 520: 0.0006473500846673358
Position 466: 0.0005719106877153636
Position 139: 0.0005673574354795964
Position 1665: 0.000547459199414248
Position 307: 0.0005248119782041762
Position 655: 0.0002723216040851527
Position 205: 0.0002719248377489134
Position 265: 0.0002490319556084454
Position 444: 0.0001978600211066987
Position 2274: 0.00014106755266285202
Position 1858: 0.00013400326896221843
Position 282: 0.00011944732697440551
Position 1714: 0.00010975196545045103
Position 796: 9.209647794869755e-05
Position 939: 8.906619158060844e-05
Position 2322: 8.600153936195949e-05
Position 604: 8.58887564847627e-05
Position 2314: 8.458611903378037e-05
Position 1079: 7.057194920399737e-05
Position 1904: 5.939687950145758e-05
Position 1831: 5.211673397776178e-05
Position 618: 4.7567722225424756e-05
Position 367: 4.212991445369167e-05
Position 827: 4.1196651020796086e-05
Position 1085: 3.128250595980791e-05
Position 1493: 2.514619862847643e-05
Position 2589: 2.375156530564958e-05
Position 2524: 2.1959528473768762e-05
Position 355: 2.0540997229576768e-05
Position 1985: 1.8805884489463683e-05
Position 2848: 1.6468644523919213e-05
Position 904: 1.639656299738458e-05
Position 1373: 1.4698378963485522e-05
Position 1615: 1.4264050784007285e-05
Position 2265: 1.4234982769188911e-05
Position 235: 1.2953139928618363e-05
Position 1358: 1.2014594233107108e-05
Position 2648: 1.1366167245474769e-05
Position 2398: 1.1285540431092248e-05
Position 2521: 9.350990010695468e-06
Position 1618: 7.707059610796877e-06
Position 2454: 6.773659129056368e-06
Position 2681: 6.580386726385224e-06
Position 2326: 6.477227551363361e-06
Position 1861: 5.207741476331405e-06
Position 730: 5.073779127451327e-06
Position 2437: 4.861349126993297e-06
Position 768: 4.857556802356064e-06
Position 793: 3.824124929176452e-06
Position 2200: 3.718037475534262e-06
Position 1387: 3.514291995816861e-06
Position 1785: 3.3334803955484946e-06
Position 1237: 3.058108938428045e-06
Position 1723: 2.7894205712783953e-06
Position 1332: 2.5907216652804032e-06
Position 388: 2.355217909526142e-06
Position 2367: 2.1334421499434e-06
Position 1752: 1.9704425387825557e-06
Position 1576: 1.723202818532273e-06
Position 525: 1.2800060366129506e-06
Position 659: 1.2090936187572694e-06
Position 843: 1.2040734407880636e-06
Position 1087: 1.1014171745607053e-06
Position 805: 1.0947934645607965e-06
Position 2035: 9.489211367415819e-07
Position 137: 9.412739786579447e-07
Position 1787: 9.219820274046661e-07
Position 1759: 8.80883313853796e-07
Position 1754: 7.586545268853848e-07
Position 910: 6.969591551236551e-07
Position 1434: 6.88611577658405e-07
Position 1342: 6.870995644722488e-07
Position 2375: 6.799710944912257e-07
Position 2456: 6.593335396010069e-07
Position 2010: 6.300005705735833e-07
Position 1824: 5.295504485065035e-07
Position 2870: 5.156539009868971e-07
Position 798: 5.001795241651309e-07
Position 2733: 4.509263247298591e-07
Position 732: 4.2200143341127505e-07
Position 2430: 2.384487119165334e-07
Position 831: 2.2245991758449721e-07
Position 1324: 1.8809869554812789e-07
Position 1488: 1.7766652526556965e-07
Position 1629: 1.2834708877020098e-07
Position 1437: 1.257559666864032e-07
Position 993: 1.2017080851241993e-07
Position 1413: 9.959423631778857e-08
Position 1377: 9.526362674453907e-08
Position 1817: 7.492494984116391e-08
Position 1334: 5.4539979347482244e-08
Position 858: 4.4570232528075064e-08
Position 2658: 4.217549488588825e-08
Position 2018: 4.007912963220652e-08
Position 788: 3.880469621974984e-08
Position 2608: 3.7017944922976416e-08
Position 860: 3.543663337254191e-08
Position 661: 2.8371230749425668e-08
Position 1726: 1.8543667952175346e-08
Position 1957: 1.6417339646112473e-08
Position 1025: 1.6267782718269325e-08
Position 2725: 1.5179716102923377e-08
Position 2610: 1.3495420257054191e-08
Position 1384: 1.2860017149884901e-08
Position 1391: 1.1779482644624464e-08
Position 721: 1.0610980420959242e-08
Position 2304: 7.754481552543686e-09
Position 1449: 5.685450847074309e-09
Position 2440: 2.6954533539918017e-09
Position 2400: 2.5353100436064146e-09
Position 1426: 1.863932515310707e-09
Position 2331: 1.5624303387240683e-09
Position 2414: 1.2765555510652608e-09
Position 2859: 6.532822338057707e-10
Position 556: 4.2638661727837344e-10
Position 1393: 3.540001217483011e-10
Position 1992: 2.395467564597994e-10
Position 2342: 1.777768364333465e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1407: 0.9635750165331093
