Gene = AC008387.1
index = 10
Annotated 5SS: [22]
Annotated 3SS: [2619]
SMsplice 5SS: [291]
SMsplice 3SS: [1804]
Partition function (log Z): -11.36819631157468

Sorted 5' Splice Sites (High to Low Probability):
Position 291: 0.4131479875054835
Position 133: 0.29426899859246475
Position 788: 0.11075623134867668
Position 2292: 0.0680592798332664
Position 1154: 0.05710567296086658
Position 1240: 0.0462265515571308
Position 1999: 0.043480482537614294
Position 981: 0.02563918999680825
Position 203: 0.021140788958630377
Position 6: 0.019218155376007833
Position 375: 0.01919522396971705
Position 1273: 0.016097483227070532
Position 1957: 0.013088539967986028
Position 1522: 0.011965967652329419
Position 110: 0.006600167966871039
Position 899: 0.006324298290993307
Position 2286: 0.006089754707372077
Position 790: 0.004851813885775451
Position 2411: 0.004661839293000367
Position 120: 0.0031821647081157413
Position 190: 0.002911152720899196
Position 165: 0.0027837481314503536
Position 1277: 0.0026698116432674053
Position 1658: 0.0017888158174807773
Position 1748: 0.0015090417461815812
Position 2178: 0.0011829037621299617
Position 949: 0.0011568051624173134
Position 488: 0.000835466651260094
Position 1353: 0.0005711448680695095
Position 38: 0.000544497307373444
Position 1011: 0.0005353392954608637
Position 807: 0.0005330040926453204
Position 102: 0.00046151580956438977
Position 1963: 0.00035506832643920764
Position 1060: 0.0003537872806115543
Position 875: 0.0003029603349890648
Position 1309: 0.00030280996335325434
Position 381: 0.0003017840101227261
Position 79: 0.0002934563276716237
Position 1685: 0.00028604860543356527
Position 1230: 0.00019440790479125904
Position 1516: 0.00018411045670202835
Position 153: 0.00017308770989777597
Position 468: 0.00015516954439838448
Position 425: 0.0001524050920652383
Position 269: 0.00014813466245931732
Position 1086: 0.0001439167379740595
Position 222: 0.0001381711573740336
Position 73: 0.00012139414825830531
Position 773: 0.00011698347330384573
Position 137: 0.00011322176030429183
Position 1017: 0.00010711118160907696
Position 568: 8.524218610709551e-05
Position 535: 8.432466297091343e-05
Position 746: 8.155365060421216e-05
Position 2075: 6.667008483381243e-05
Position 465: 6.511219790154927e-05
Position 2003: 6.447973798458053e-05
Position 27: 6.190005413140575e-05
Position 2388: 5.7934621760573425e-05
Position 2041: 5.3167655159351556e-05
Position 356: 3.982388071270352e-05
Position 1221: 3.465780119306926e-05
Position 2113: 3.428128248065368e-05
Position 1604: 3.425325418748361e-05
Position 392: 2.615408668442151e-05
Position 1067: 2.5587274495638477e-05
Position 1779: 2.2694782076465268e-05
Position 636: 2.237251496543099e-05
Position 1908: 2.0978462535687473e-05
Position 604: 2.0597159892804142e-05
Position 691: 1.9372483668218222e-05
Position 994: 1.9115887089307385e-05
Position 814: 1.7284963262264653e-05
Position 2400: 1.5095770942665862e-05
Position 225: 1.2033383836876125e-05
Position 333: 9.529443386747578e-06
Position 2172: 8.639101678817348e-06
Position 1550: 7.2338320172398015e-06
Position 2049: 6.745456018022597e-06
Position 213: 6.0778446017974485e-06
Position 985: 4.081775040043586e-06
Position 402: 3.4263489025607526e-06
Position 1074: 3.2545169376643913e-06
Position 2393: 3.1901093654076686e-06
Position 725: 3.026592649094533e-06
Position 1407: 2.6233193464095485e-06
Position 1366: 2.296822757281763e-06
Position 702: 2.2785348264756757e-06
Position 1411: 2.243802023912969e-06
Position 2129: 2.2390246541649532e-06
Position 1415: 2.1211960830612917e-06
Position 681: 1.984150357848207e-06
Position 1637: 1.7277034898352343e-06
Position 1419: 1.7230266215198162e-06
Position 866: 1.6269023115254015e-06
Position 570: 1.5121517240941866e-06
Position 1526: 1.4589311129260528e-06
Position 4: 1.4050440203059988e-06
Position 1400: 1.355722651834479e-06
Position 118: 1.3355280478001416e-06
Position 2269: 1.2915559255486986e-06
Position 1064: 1.2775309619858792e-06
Position 560: 1.2629898186877773e-06
Position 1776: 1.2105534175356895e-06
Position 1423: 1.2105323231775836e-06
Position 2211: 1.116596303179608e-06
Position 543: 1.0070681679823093e-06
Position 1427: 9.774753611250035e-07
Position 2306: 9.203933955802297e-07
Position 2224: 9.154763964875822e-07
Position 712: 8.345394557714252e-07
Position 2209: 8.202317267436434e-07
Position 475: 8.089236533677306e-07
Position 2020: 7.680921721595073e-07
Position 2334: 6.532395526779387e-07
Position 1431: 6.289050557345745e-07
Position 2161: 5.345163226634457e-07
Position 2022: 5.301399259069675e-07
Position 1076: 4.0350970505099147e-07
Position 2465: 3.8688833002911313e-07
Position 565: 3.2330579142983225e-07
Position 2234: 3.1905310891958914e-07
Position 1624: 3.172551481124482e-07
Position 1595: 2.8510689920644836e-07
Position 741: 2.760873035105304e-07
Position 2372: 2.7563344685050075e-07
Position 2526: 2.5605318511048473e-07
Position 1307: 2.443352748474859e-07
Position 1328: 2.3840316401102356e-07
Position 2301: 1.952223219813766e-07
Position 492: 1.9250716016605603e-07
Position 405: 1.387747798401705e-07
Position 2296: 1.3746919987982988e-07
Position 2078: 1.0593841749964345e-07
Position 2508: 1.0014315484557145e-07
Position 2378: 9.23814403960815e-08
Position 1836: 8.269209228725794e-08
