Gene = AC109583.1
index = 20
Annotated 5SS: [39]
Annotated 3SS: [2442]
SMsplice 5SS: [356]
SMsplice 3SS: [1452]
Partition function (log Z): -10.903166570060469

Sorted 5' Splice Sites (High to Low Probability):
Position 356: 0.6558447806235042
Position 127: 0.1428295934674423
Position 376: 0.08164958685204039
Position 536: 0.051773382738667266
Position 1336: 0.0513056133234801
Position 482: 0.03599195757702743
Position 1061: 0.02244347855540874
Position 601: 0.02108934659271371
Position 574: 0.009413949908522883
Position 47: 0.008696163575938266
Position 960: 0.0034008687134029817
Position 39: 0.002223488864316744
Position 578: 0.002079382883312809
Position 435: 0.002031470341969456
Position 1698: 0.0017496156250012434
Position 462: 0.001691813225800725
Position 873: 0.001592417539721211
Position 840: 0.0012127097700758897
Position 1661: 0.0007614992415568944
Position 78: 0.00048632810498598964
Position 1833: 0.0003215493032443746
Position 362: 0.00019088317860105404
Position 622: 0.00018151011800855726
Position 1915: 0.0001418981632568822
Position 1125: 0.00012718139220262238
Position 198: 0.00012320795899259596
Position 1391: 9.220975906123169e-05
Position 201: 8.961731379955355e-05
Position 1700: 8.744743239352033e-05
Position 23: 8.261079910626275e-05
Position 2092: 6.43971187461941e-05
Position 104: 6.0540280691562014e-05
Position 217: 5.8644184393809794e-05
Position 1764: 4.9276119197417785e-05
Position 580: 4.8688823224506086e-05
Position 1399: 4.122329902410537e-05
Position 2124: 3.9268426522048e-05
Position 475: 3.781486914624688e-05
Position 1049: 2.4385881105726142e-05
Position 1847: 2.174372160818265e-05
Position 1901: 1.972937743035275e-05
Position 683: 1.9401564462639203e-05
Position 605: 1.9015054435635527e-05
Position 1356: 1.599375270078787e-05
Position 611: 1.2299476884171013e-05
Position 1685: 1.2000068294759396e-05
Position 1156: 9.15849850388624e-06
Position 1519: 7.301927645915604e-06
Position 1605: 6.790434225318302e-06
Position 950: 6.5609779000706275e-06
Position 2291: 5.029331480123242e-06
Position 1494: 4.363118055485698e-06
Position 616: 4.077809123914923e-06
Position 1640: 3.852391418007701e-06
Position 219: 3.7256831529008314e-06
Position 1877: 3.243759935857862e-06
Position 56: 3.1211300139824998e-06
Position 295: 2.020342147672618e-06
Position 330: 1.8947649758550136e-06
