Gene = CD52
index = 328
Annotated 5SS: [115]
Annotated 3SS: [2213]
SMsplice 5SS: [115]
SMsplice 3SS: [2213]
Partition function (log Z): -5.676309570559056

Sorted 5' Splice Sites (High to Low Probability):
Position 115: 0.9795117627117382
Position 1803: 0.43746354153142897
Position 684: 0.022629257714072606
Position 109: 0.013742441954334148
Position 336: 0.011481957299948586
Position 1139: 0.00965607425053675
Position 1827: 0.0062887055265664045
Position 1950: 0.003896777544906391
Position 534: 0.002966691576579577
Position 2105: 0.0025391765007491958
Position 1889: 0.0022569215628571488
Position 2148: 0.0022144104425094193
Position 1982: 0.001056014960830678
Position 187: 0.0009365715237979596
Position 991: 0.0008419924859842248
Position 1051: 0.0005871325879816619
Position 672: 0.0005470028516371881
Position 1281: 0.0005110430860854065
Position 698: 0.00042112951126753494
Position 1761: 0.00038390361701366217
Position 2093: 0.0003131267232497516
Position 876: 0.0003058629382910235
Position 2140: 0.00021871090336836123
Position 103: 0.00019833467376684195
Position 364: 0.00017865048037290007
Position 2347: 0.0001347555649341713
Position 702: 0.00011132140018496133
Position 440: 0.00010212934421869844
Position 1063: 9.354018544400415e-05
Position 903: 4.312779309614376e-05
Position 1444: 4.300169392981063e-05
Position 479: 3.2242423882953166e-05
Position 1234: 1.9119368188666253e-05
Position 510: 1.7086533420791714e-05
Position 1767: 1.656301900681361e-05
Position 918: 1.604230879161569e-05
Position 784: 1.6024867281589008e-05
Position 585: 1.595236427075933e-05
Position 725: 1.1294138381394011e-05
Position 1146: 9.606840940391266e-06
Position 1081: 9.56650686512415e-06
Position 1938: 9.524513210827074e-06
Position 1432: 6.347209112493519e-06
Position 2024: 6.043018786868135e-06
Position 2341: 5.522945904183374e-06
Position 525: 5.386947424511522e-06
Position 1238: 4.364598331904121e-06
Position 1569: 4.303118106533344e-06
Position 1916: 4.161857818978341e-06
Position 1992: 3.52815137383379e-06
Position 1037: 3.5004054455216462e-06
Position 1957: 3.2709825281770996e-06
Position 2453: 2.9806239854485153e-06
Position 155: 2.612195465878263e-06
Position 2027: 2.473409968171973e-06
Position 392: 2.3746953541681417e-06
Position 1269: 2.0418487587376773e-06
Position 1907: 1.9553431425515075e-06
Position 1181: 1.836252746312748e-06
Position 394: 1.4272096727870143e-06
Position 1323: 1.2781148894712332e-06
Position 1873: 1.2556474455163506e-06
Position 1367: 9.60245555746548e-07
Position 1068: 9.601144363609574e-07
Position 2129: 9.240920056320335e-07
Position 1792: 8.787161421100741e-07
Position 1364: 7.880416446348867e-07
Position 635: 7.809984401981696e-07
Position 522: 6.826290575729079e-07
Position 1764: 6.677510991569034e-07
Position 790: 6.430970917931985e-07
Position 504: 6.305320864854487e-07
Position 1660: 6.250085449916236e-07
Position 466: 5.533647171039758e-07
Position 2034: 5.055025092051103e-07
Position 1532: 4.6670731399161106e-07
Position 375: 4.237237586593784e-07
Position 1583: 3.493991124048614e-07
Position 1676: 3.4219238206767834e-07
Position 1501: 2.69352473535812e-07
Position 1666: 1.214108352556824e-07
Position 1012: 9.245191487314253e-08
Position 1752: 7.780615937309011e-08
Position 2354: 4.6298104263550055e-08
Position 1380: 4.465222516472686e-08
Position 1689: 4.2938151514005145e-08
Position 2432: 3.665711506401287e-08
Position 1589: 2.952851082626491e-08
Position 1577: 2.783183915225496e-08
Position 2371: 1.3239582543039465e-08
Position 2043: 1.21426581543326e-08
Position 2307: 1.1038975423101966e-08
Position 2462: 8.888312980121656e-09
Position 1420: 7.94882471962475e-09
Position 1711: 5.070909344494518e-09
Position 1713: 3.6260771631694857e-09
Position 2180: 3.1579547234103203e-09
Position 397: 1.5228690941827562e-09
Position 1359: 8.284727727985027e-10
