Gene = TMEM89
index = 1456
Annotated 5SS: [393]
Annotated 3SS: [827]
SMsplice 5SS: [189]
SMsplice 3SS: [422]
Partition function (log Z): -8.084906853836753

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.6748889899159944
Position 393: 0.37184390702650033
Position 182: 0.0751234581142101
Position 388: 0.06176694822159498
Position 141: 0.012040345260244304
Position 449: 0.0037354772474653395
Position 64: 0.003017518423949329
Position 440: 0.0026679319019369883
Position 679: 0.001301478004353064
Position 167: 0.0010454739616474452
Position 837: 0.0006704624791367812
Position 1006: 0.00023632193420797845
Position 241: 0.00019444629824112735
Position 217: 0.00018455178789823548
Position 658: 0.00016252691578283931
Position 483: 0.00015307107772850856
Position 146: 0.00012966572830494844
Position 215: 6.800013549774485e-05
Position 699: 6.437246352760978e-05
Position 640: 5.014263863995443e-05
Position 108: 4.314522511779901e-05
Position 543: 4.291469591117701e-05
Position 615: 4.20426072604842e-05
Position 72: 1.8716500267675004e-05
Position 1010: 1.835193561447279e-05
Position 229: 1.342216330298679e-05
Position 312: 1.2638178161827703e-05
Position 933: 1.0801352221168717e-05
Position 247: 4.148915406036036e-06
Position 906: 4.0434957484005625e-06
Position 545: 3.7433295266373177e-06
Position 570: 2.5917895660185695e-06
Position 901: 1.2949717712956203e-06
Position 231: 1.093408148764113e-06
Position 821: 4.521164402127578e-07
Position 815: 4.133789715146537e-07
Position 48: 2.7778170757172023e-07
Position 497: 2.410274291661178e-07
Position 537: 2.1006753506408784e-07
Position 259: 4.916792150029863e-08
Position 559: 7.791368713971739e-09
Position 771: 2.570332454092785e-09
Position 303: 1.4203232742014327e-09
Position 955: 3.046536516696062e-10
Position 56: 2.7521985249677057e-11
Position 457: 6.266447643379033e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 422: 0.3954445456379941
Position 523: 0.2563632236190516
Position 615: 0.17687403994975232
Position 289: 0.15581589205899118
Position 285: 0.058156910208843934
Position 584: 0.04951597662504705
Position 753: 0.02342491155512853
Position 827: 0.0212714960645412
Position 885: 0.017638921073991298
Position 1042: 0.013805216392097381
Position 1075: 0.010505758349756348
Position 836: 0.009906263746243519
Position 634: 0.006647572471789032
Position 945: 0.004995383441498456
Position 530: 0.0028470048438662544
Position 661: 0.0017212933620235594
Position 244: 0.0008477259623605133
Position 588: 0.000841204660563173
Position 963: 0.0007948229394145273
Position 350: 0.00037859133062679353
Position 1004: 0.000310991966724879
Position 1060: 0.0002810272435152231
Position 377: 0.00023118522818210436
Position 699: 0.00019175350708690075
Position 989: 0.00015151253579811998
Position 449: 0.000133793929254532
Position 671: 0.00013238335674232055
Position 188: 7.28207714001193e-05
Position 359: 6.545044069344959e-05
Position 971: 5.909486786336356e-05
Position 221: 5.075396126663236e-05
Position 206: 3.833070596551231e-05
Position 256: 1.7570676949226092e-05
Position 1048: 1.3075637484512209e-05
Position 227: 9.4327844140278e-06
Position 848: 4.320449368891995e-06
Position 1006: 1.6979335619355248e-06
Position 386: 1.1487697040007612e-06
Position 392: 8.888493127222247e-07
Position 402: 6.865723055250203e-07
Position 453: 5.760611903922991e-07
Position 172: 2.4489171568702143e-07
Position 229: 1.3188060295366217e-07
Position 236: 6.445936886733251e-08
Position 397: 1.9913077826846687e-09
