Gene = TMEM174
index = 1422
Annotated 5SS: [675]
Annotated 3SS: [864]
SMsplice 5SS: [675]
SMsplice 3SS: [864]
Partition function (log Z): -8.808838653739073

Sorted 5' Splice Sites (High to Low Probability):
Position 675: 0.8162211629496767
Position 1209: 0.19619926331256793
Position 1365: 0.11513513861926282
Position 136: 0.0893460457935097
Position 31: 0.06619619318848508
Position 196: 0.05210928373758484
Position 529: 0.03467642583005066
Position 239: 0.022391804229593866
Position 359: 0.01567993019244601
Position 1151: 0.010063792354505777
Position 1133: 0.006128352547825496
Position 285: 0.003720343020392772
Position 1376: 0.0035042155360136256
Position 1058: 0.002518986908387532
Position 138: 0.002032344449586596
Position 754: 0.001861789662279314
Position 1503: 0.0008934622451328775
Position 295: 0.0007696178953308202
Position 462: 0.0002843314187044405
Position 820: 0.0002414825562924042
Position 457: 0.00020417683987217864
Position 241: 0.00019857132525358267
Position 1126: 0.00018253314860683216
Position 662: 0.00013930185483135906
Position 324: 0.00011843588693948238
Position 741: 0.00011196280195594151
Position 289: 9.98853029664557e-05
Position 1230: 8.95004260794373e-05
Position 1730: 7.658983728857995e-05
Position 581: 7.584831223245476e-05
Position 370: 7.452822083948154e-05
Position 454: 7.246552442613754e-05
Position 918: 6.733841011767807e-05
Position 767: 6.528187996065713e-05
Position 837: 5.325425049128504e-05
Position 345: 4.622039041796879e-05
Position 316: 4.200416190943236e-05
Position 482: 3.5882466934437716e-05
Position 1017: 3.5182483876424785e-05
Position 1015: 2.9916497175644756e-05
Position 1425: 2.872114738243499e-05
Position 631: 2.5501048204817635e-05
Position 91: 2.4592991552321286e-05
Position 1071: 2.3876910257571985e-05
Position 813: 1.9142992699346293e-05
Position 1702: 1.6307605472051732e-05
Position 1046: 1.4304714070806144e-05
Position 522: 1.3218909101734345e-05
Position 1353: 1.2409607152754426e-05
Position 736: 1.1532667155836383e-05
Position 318: 1.0193670284379218e-05
Position 808: 9.563055059564131e-06
Position 100: 8.593909655876561e-06
Position 1824: 8.271152809170886e-06
Position 1043: 7.712873344575901e-06
Position 756: 6.994770746974348e-06
Position 1371: 5.3160457342565965e-06
Position 682: 4.402752344964429e-06
Position 1717: 3.229664587904323e-06
Position 1280: 3.1918874616731926e-06
Position 1048: 2.924856147380316e-06
Position 214: 2.048968627414705e-06
Position 1055: 2.0160690716043667e-06
Position 878: 1.620069553711849e-06
Position 1192: 1.5729344329933856e-06
Position 526: 1.4643068544164958e-06
Position 1828: 1.4217172271448484e-06
Position 628: 1.4189955171420955e-06
Position 1584: 1.013276110058883e-06
Position 576: 1.0127507376812923e-06
Position 93: 9.012782992643751e-07
Position 730: 7.43729417215818e-07
Position 1715: 6.495091742475903e-07
Position 1029: 6.328765741252231e-07
Position 1741: 6.31744457835163e-07
Position 1668: 5.903298737894065e-07
Position 786: 4.3701286274568913e-07
Position 1568: 3.4230661330918973e-07
Position 1294: 2.889257630881212e-07
Position 684: 2.1218357804188238e-07
Position 348: 2.0741139362250558e-07
Position 843: 2.0190286417487584e-07
Position 85: 1.679071176345802e-07
Position 1223: 1.3918756972387021e-07
Position 1636: 9.146794984135453e-08
Position 1818: 5.553277339094657e-08
Position 409: 4.755726175310399e-08
Position 1431: 4.0126621470145565e-08
Position 845: 1.1709919013303156e-08
Position 1687: 1.3316944667516618e-09
Position 1662: 6.37224999749605e-10
Position 1023: 1.8370043025891766e-10
Position 1832: 1.704200857648713e-10
Position 720: 1.0005913032318417e-10
Position 277: 5.516762138129415e-11
Position 1789: 2.5444185306532672e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 864: 0.5617182050039394
Position 1283: 0.49798307042321605
Position 490: 0.06454791559801584
Position 345: 0.046657807758970736
Position 1068: 0.03774919707005817
Position 1701: 0.03231384828097812
Position 1446: 0.02735939018029426
Position 782: 0.026834820419996346
Position 1751: 0.02236741144171392
Position 1579: 0.02036189110648281
Position 1449: 0.01906616804682567
Position 1473: 0.008171143999961715
Position 1317: 0.007908373220918913
Position 1827: 0.006824473455748065
Position 1192: 0.005367239283058173
Position 970: 0.004936945156264119
Position 613: 0.00389269291076401
Position 886: 0.003864737632218577
Position 1362: 0.0031742723715611587
Position 289: 0.002992672485477575
Position 753: 0.0029195071310882032
Position 1314: 0.0028040643943530014
Position 462: 0.002769610547381842
Position 947: 0.0025783420185171158
Position 522: 0.0022084589220695843
Position 1616: 0.0017398145490058736
Position 802: 0.0017035738495564312
Position 1287: 0.0015485175558809002
Position 565: 0.00146026462975436
Position 1002: 0.00145072796337124
Position 387: 0.0014130675679701393
Position 1161: 0.000994115186425321
Position 1513: 0.0009799184642666331
Position 324: 0.0008050177862891271
Position 264: 0.000792577282424499
Position 1668: 0.0007669557542777922
Position 135: 0.0007594197365175709
Position 178: 0.0007307390454300126
Position 639: 0.0007291290977431007
Position 119: 0.0007201653518271468
Position 568: 0.0006852667383620004
Position 581: 0.0005440177225000647
Position 972: 0.000515420120559015
Position 1229: 0.0005098343448958905
Position 1071: 0.0004902087324112097
Position 1626: 0.00045639627865128084
Position 1662: 0.0004500048987296396
Position 492: 0.00040603931670765676
Position 1584: 0.0003568906501310336
Position 1494: 0.0003444832118737466
Position 1799: 0.00034153837020536003
Position 512: 0.00031491062404762825
Position 1146: 0.00027321206495663095
Position 355: 0.00025768754649094873
Position 1708: 0.0002521064622420427
Position 1007: 0.00022438443313239125
Position 674: 0.0002090483100867528
Position 890: 0.000199680764729838
Position 1789: 0.00012102611894363091
Position 1779: 0.000111690993822075
Position 1806: 0.00010932929121946564
Position 1769: 8.358733707415034e-05
Position 1841: 8.334742766214769e-05
Position 359: 8.157477821972171e-05
Position 1818: 7.293463838635606e-05
