Gene = MZB1
index = 904
Annotated 5SS: [ 235 1454 1894]
Annotated 3SS: [1328 1782 1992]
SMsplice 5SS: [ 235  588 1454 1894]
SMsplice 3SS: [ 493 1328 1782 1992]
Partition function (log Z): -4.5892035796262425

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9869012441687713
Position 1454: 0.7697379064410056
Position 588: 0.6980930437375251
Position 1894: 0.3910283290156598
Position 1503: 0.05224701183945212
Position 658: 0.03989859521535957
Position 653: 0.01188773305725499
Position 2123: 0.00779878956116244
Position 592: 0.0073883101127097135
Position 574: 0.00460362402010416
Position 885: 0.0017996964131440228
Position 1202: 0.0017814913525049094
Position 1642: 0.0015785385672231877
Position 1862: 0.00117427508725247
Position 598: 0.0010212063557698298
Position 1015: 0.0007011045883926672
Position 844: 0.0005973472415193227
Position 1868: 0.0004842216940803169
Position 1075: 0.0002184437972099875
Position 2091: 0.00018390869989259377
Position 1403: 0.00012842056214804992
Position 2125: 0.00011518948482937258
Position 1614: 0.00011404749965780939
Position 968: 0.00011220342936038256
Position 1808: 9.4992182583593e-05
Position 600: 9.377696217170031e-05
Position 1939: 9.322707042419838e-05
Position 1407: 7.604526352682201e-05
Position 1650: 6.465676126783046e-05
Position 558: 4.7680183769371496e-05
Position 672: 4.436995839009489e-05
Position 572: 4.3397039085917437e-05
Position 2197: 3.571093204228279e-05
Position 174: 3.155534848014443e-05
Position 206: 2.8959151392799906e-05
Position 239: 2.8194386321331426e-05
Position 602: 2.578135257244829e-05
Position 956: 2.3725808792865913e-05
Position 1507: 2.154230508574986e-05
Position 564: 1.911089032208072e-05
Position 1419: 1.7066776991680928e-05
Position 647: 1.576391835297783e-05
Position 390: 1.566099141822505e-05
Position 1815: 1.5466318052554668e-05
Position 551: 1.2849104033928097e-05
Position 1458: 1.1459313685475032e-05
Position 1951: 7.994018327446511e-06
Position 680: 7.810233413136668e-06
Position 645: 5.455696144408033e-06
Position 2149: 3.0630246921496884e-06
Position 1589: 2.9852503277114805e-06
Position 1561: 2.83829937431307e-06
Position 1702: 2.697645607956365e-06
Position 1724: 2.5625284250487464e-06
Position 439: 2.384931098045287e-06
Position 890: 2.2976152901195164e-06
Position 1799: 1.8979242048427923e-06
Position 223: 1.5495321883942312e-06
Position 819: 1.3776333636889854e-06
Position 1790: 1.36048324347134e-06
Position 678: 1.2674966702014015e-06
Position 887: 1.1530763063533623e-06
Position 2026: 9.723624130063474e-07
Position 903: 8.005790408921768e-07
Position 506: 7.098775068189054e-07
Position 2007: 4.785148434002414e-07
Position 767: 4.71195268058652e-07
Position 754: 3.084453304442653e-07
Position 1755: 2.37737747209903e-07
Position 854: 2.17819567967843e-07
Position 2209: 2.1323496982712268e-07
Position 1633: 2.0981737653960948e-07
Position 549: 1.2227641850093723e-07
Position 981: 1.2034549367311985e-07
Position 721: 1.1413145197762481e-07
Position 724: 1.0581195469208807e-07
Position 252: 8.507418438938293e-08
Position 1331: 7.739493993500774e-08
Position 1077: 4.427356226901352e-08
Position 639: 3.868943008443188e-08
Position 738: 3.120628674164223e-08
Position 1099: 2.9302339037299955e-08
Position 1714: 2.3805321106524164e-08
Position 66: 2.2007261840325714e-08
Position 701: 1.5086272058419916e-08
Position 1291: 1.330896445975215e-08
Position 1312: 1.1834144206309585e-08
Position 470: 7.259062122234762e-09
Position 906: 3.0785983749673197e-09
Position 2247: 1.3284259585561808e-09
Position 1322: 1.2548574354911904e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1328: 0.7977268265051495
Position 493: 0.6087656704673873
Position 1782: 0.6062317059859864
Position 1992: 0.586109203742804
Position 477: 0.1384980544908836
Position 1246: 0.05871628735708308
Position 2216: 0.04563923728058038
Position 1553: 0.03844191323258966
Position 2104: 0.0157067946655777
Position 1312: 0.010193419690845692
Position 2274: 0.009783116018797633
Position 2001: 0.008629806981357856
Position 2178: 0.004528613980701771
Position 414: 0.004300387062241266
Position 1288: 0.004299132640490802
Position 776: 0.0038636289839909374
Position 1893: 0.003428651187022673
Position 1664: 0.003240426735145028
Position 2175: 0.002963701174337102
Position 1349: 0.002442244447914965
Position 1963: 0.002315043993351064
Position 1157: 0.002208163300498847
Position 1719: 0.0021732875113441743
Position 417: 0.0020165677637285166
Position 1074: 0.002002538131101096
Position 1567: 0.0019461191734755914
Position 390: 0.001461114469781845
Position 455: 0.0012908355757470444
Position 2117: 0.0011238844845155292
Position 1698: 0.0010542403322338675
Position 1823: 0.0009938663988320246
Position 1291: 0.0008497958199784247
Position 1917: 0.0007241243235516389
Position 1353: 0.0005671182284627822
Position 1707: 0.0005378075111980798
Position 2063: 0.0005243328541540353
Position 2280: 0.0005055027045250443
Position 2220: 0.0003854862949398599
Position 1248: 0.000322956043157963
Position 1451: 0.0002781278710083847
Position 1125: 0.0002759693316355704
Position 1355: 0.00024876889871260576
Position 701: 0.00024098515615226013
Position 2036: 0.00024053832129614032
Position 1201: 0.00022879717898230574
Position 1492: 0.0002010174838698366
Position 1589: 0.00015665067382186504
Position 1874: 0.0001562862934594016
Position 1790: 0.0001532701084189519
Position 506: 0.00015310321209994736
Position 1829: 0.00015158349340142684
Position 439: 0.0001309097693890631
Position 1285: 0.0001241367349348839
Position 880: 0.00011893341013971228
Position 354: 0.00011604865931384776
Position 448: 8.482835765542593e-05
Position 564: 7.24740116168506e-05
Position 360: 6.963919319914982e-05
Position 1099: 6.326659616972273e-05
Position 1497: 4.062332506085806e-05
Position 1394: 3.8405326722109046e-05
Position 1524: 3.8278087127668085e-05
Position 1799: 3.8197387834850004e-05
Position 2080: 3.760724647985913e-05
Position 1432: 3.588241497230235e-05
Position 2051: 3.5396392304886105e-05
Position 1603: 3.443496018375051e-05
Position 2122: 3.442809143277882e-05
Position 2338: 3.076203835810273e-05
Position 2026: 3.0303912537324223e-05
Position 2033: 2.799792741851608e-05
Position 2069: 2.7641469553184185e-05
Position 961: 2.7238801009169078e-05
Position 955: 1.9637471556780716e-05
Position 793: 1.9129215458630977e-05
Position 1193: 1.5591865550049477e-05
Position 1625: 1.364094270412352e-05
Position 2119: 1.3621642412671194e-05
Position 1298: 1.3316259425329118e-05
Position 1161: 1.2523908302847068e-05
Position 816: 1.1928556373106767e-05
Position 1106: 1.1441488894945047e-05
Position 906: 1.04203681393342e-05
Position 1571: 1.0173034130366713e-05
Position 997: 9.029524760413638e-06
Position 1796: 7.730065039631128e-06
Position 366: 7.701246054564705e-06
Position 1608: 7.567399078469643e-06
Position 2041: 7.4127618424071085e-06
Position 787: 6.225103097825592e-06
Position 1610: 5.016265890297789e-06
Position 657: 4.630674487215725e-06
Position 1614: 4.266613557412429e-06
Position 936: 4.251947088394504e-06
Position 1924: 4.0293967589174885e-06
Position 2143: 3.7351249423597185e-06
Position 2141: 3.1877454317684013e-06
Position 1090: 3.0826429477561116e-06
Position 645: 2.9778876246185914e-06
Position 912: 2.16271116242023e-06
Position 1641: 1.9013447443956906e-06
Position 2224: 1.8663958082749053e-06
Position 1159: 1.7620064726357287e-06
Position 929: 1.5399624436283575e-06
Position 1971: 1.4487124425234156e-06
Position 2136: 1.3466659023010981e-06
Position 968: 8.566397545923957e-07
Position 2302: 8.298536352378239e-07
Position 2149: 7.789338320000277e-07
Position 1627: 7.653165870364599e-07
Position 1836: 5.941466848359621e-07
Position 819: 5.770427532561374e-07
Position 1403: 5.514730809386065e-07
Position 2232: 5.145121491928098e-07
Position 592: 4.967453491678938e-07
Position 2227: 4.6657513519783854e-07
Position 2129: 4.552942047367896e-07
Position 2138: 4.249343762925084e-07
Position 1847: 4.1306059547174453e-07
Position 923: 3.805277065200242e-07
Position 830: 3.78077047012228e-07
Position 1849: 3.3970199276140896e-07
Position 283: 2.945337213304491e-07
Position 825: 2.4611387392696765e-07
Position 287: 2.377134514500476e-07
Position 1633: 2.2219188695364575e-07
Position 1808: 2.126599230836097e-07
Position 1458: 1.9808896322988304e-07
Position 1860: 1.5952186683425282e-07
Position 578: 1.5938533058759088e-07
Position 429: 1.1448463148016885e-07
Position 1179: 1.1125673869382155e-07
Position 1399: 1.0800208310527603e-07
Position 1019: 1.0323619795050796e-07
Position 1512: 9.083519323183573e-08
Position 1933: 6.602063656273339e-08
Position 2236: 6.426077571010181e-08
Position 1854: 6.24574240260604e-08
Position 629: 4.542195568073919e-08
Position 933: 4.182146820191635e-08
Position 672: 2.2928743142800266e-08
Position 1454: 1.2293879055141721e-08
Position 1840: 8.89705100763532e-09
Position 142: 6.7118567231218536e-09
Position 148: 1.788440847478677e-09
Position 1620: 1.7587880230667164e-09
Position 128: 1.453148147541235e-09
Position 218: 1.3619481122890183e-09
Position 972: 6.997711879564544e-10
Position 1622: 6.952520850802839e-10
Position 977: 2.2422468518815757e-10
Position 181: 5.402936801421052e-11
Position 171: 2.7444750212203034e-11
Position 239: 2.4454908506638703e-11
Position 168: 7.759349146838558e-12
Position 234: 1.9233236563792302e-12
Position 220: 4.826528230198316e-13
