Gene = C1orf122
index = 159
Annotated 5SS: [294 587]
Annotated 3SS: [384 831]
SMsplice 5SS: [161 587]
SMsplice 3SS: [384 831]
Partition function (log Z): -6.01281711409544

Sorted 5' Splice Sites (High to Low Probability):
Position 587: 0.9556628034028082
Position 161: 0.663507093844841
Position 294: 0.16278272094493615
Position 579: 0.007136918164025163
Position 61: 0.003256902072627417
Position 717: 0.0028786445865207214
Position 1034: 0.0012733956658666208
Position 84: 0.0009644126517418215
Position 1002: 0.0006920733133808735
Position 974: 0.0006809360828583918
Position 285: 0.0004785673541137181
Position 615: 0.00047200894590220015
Position 541: 0.0003141218527239551
Position 677: 0.00028708811283907187
Position 620: 0.00022664923466256677
Position 724: 0.00022382080974613354
Position 236: 0.0002163008084463919
Position 358: 0.00020578001440173458
Position 239: 0.00010429453977420972
Position 625: 0.00010275608734666289
Position 735: 2.7699699455694204e-05
Position 308: 1.893872359324108e-05
Position 591: 1.7989559644452613e-05
Position 1215: 1.6260156739273135e-05
Position 871: 5.150478845726594e-06
Position 488: 4.677862627865333e-06
Position 1078: 2.573615367779291e-06
Position 1190: 2.401094033127458e-06
Position 362: 7.719920875124118e-07
Position 835: 4.91402108221767e-07
Position 1114: 2.678225297365109e-07
Position 1187: 1.0993205496424418e-07
Position 771: 1.0894110055575171e-07
Position 1109: 5.746775322082025e-08
Position 1175: 5.0381611154382024e-08
Position 1027: 4.112447724357857e-08
Position 681: 2.0146873861916402e-08
Position 398: 1.9515627532621257e-08
Position 1218: 1.382746445827872e-08
Position 1055: 1.1095750051640398e-08
Position 1014: 8.168083235667488e-09
Position 1144: 5.818705718823726e-09
Position 1227: 1.2501953060751848e-09
Position 1238: 4.870244842289263e-10
Position 821: 8.08536649437869e-11
Position 1220: 2.7891452708312272e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 831: 0.8105743424932076
Position 384: 0.6313565715610826
Position 968: 0.12156605808496881
Position 448: 0.10869548098188482
Position 463: 0.03761751744818833
Position 881: 0.02059843330596012
Position 496: 0.01318318281541659
Position 864: 0.011001039513084484
Position 475: 0.008691384225763875
Position 1129: 0.008409044106140627
Position 460: 0.005143021717045267
Position 841: 0.004489615177108333
Position 883: 0.0021198287761134142
Position 941: 0.002032393834546072
Position 1254: 0.0019486126619975023
Position 801: 0.0017093214797307868
Position 1157: 0.0016672830869945623
Position 897: 0.0016640456667435294
Position 472: 0.0013420376096314433
Position 1002: 0.0011194296321691746
Position 388: 0.0009755426818736589
Position 527: 0.0008160426335991952
Position 787: 0.0006116516782261328
Position 502: 0.0005517547339789542
Position 1048: 0.00048659593659280547
Position 1027: 0.00048633869983179316
Position 412: 0.00043351779361800184
Position 493: 0.0003884614922898058
Position 677: 0.0001855777979431526
Position 1073: 0.00017931749481198519
Position 508: 0.0001656118773513916
Position 435: 0.0001546862683318606
Position 1109: 0.00015100851502353776
Position 1291: 0.00012403505253606733
Position 1276: 0.00011346863093069344
Position 1214: 0.00011097445999823278
Position 1302: 0.0001028251077208681
Position 1273: 6.41991562446372e-05
Position 1061: 6.245786299863204e-05
Position 723: 4.7929126604190484e-05
Position 1106: 4.6350052786463e-05
Position 641: 4.5433063536736545e-05
Position 1167: 3.9750137008584013e-05
Position 669: 3.500642893458359e-05
Position 1007: 2.5016891080257927e-05
Position 853: 2.4006471581924054e-05
Position 142: 2.0506601959611338e-05
Position 253: 2.0409462346281178e-05
Position 324: 1.7980281156602046e-05
Position 280: 1.7916342993276484e-05
Position 343: 1.3961522185676165e-05
Position 1144: 1.2523445873149327e-05
Position 913: 1.1524060160137926e-05
Position 721: 1.091987468717308e-05
Position 938: 1.0241587765015563e-05
Position 320: 1.0202293345213744e-05
Position 1185: 9.858967400163058e-06
Position 203: 7.282839713397892e-06
Position 735: 6.9662706338538314e-06
Position 1278: 6.392013746348965e-06
Position 1172: 6.32178539458475e-06
Position 657: 6.26226863010647e-06
Position 1070: 4.5766148744853566e-06
Position 228: 4.540758772131226e-06
Position 651: 2.1879361222876e-06
Position 1175: 1.984086149265806e-06
Position 258: 1.9297530225732408e-06
Position 1014: 9.702623669774747e-07
Position 550: 8.288992921582419e-07
Position 182: 6.951959223525872e-07
Position 1055: 4.285164225641276e-07
Position 145: 3.66918685912902e-07
Position 126: 2.096252736850416e-07
Position 571: 2.009765900094846e-07
Position 538: 1.6142714669033196e-07
Position 298: 8.332788534706954e-08
Position 1187: 7.634184312577782e-08
Position 153: 6.370472564193853e-08
Position 300: 5.6931692665926845e-08
Position 921: 4.0333190035464445e-08
Position 192: 3.785590147992238e-08
Position 535: 2.452051619344917e-08
Position 591: 1.3419839111195197e-08
Position 156: 5.257387877954441e-09
Position 213: 2.6572380521354375e-09
