Gene = PVRIG
index = 1102
Annotated 5SS: [ 165  793 1229 1438 1585]
Annotated 3SS: [ 476  877 1310 1523 1691]
SMsplice 5SS: [ 165 1438 1585]
SMsplice 3SS: [1310 1535 1691]
Partition function (log Z): -1.4087073102464476

Sorted 5' Splice Sites (High to Low Probability):
Position 1438: 0.9358433748281249
Position 793: 0.5850075213122191
Position 1585: 0.5355825056848588
Position 165: 0.5187837896666952
Position 982: 0.4178143478485262
Position 1229: 0.3676596185342048
Position 188: 0.3468359888973938
Position 693: 0.1783349400330945
Position 1614: 0.1680095767312753
Position 976: 0.07160344976941806
Position 363: 0.03388071625368598
Position 944: 0.022241501689751142
Position 1004: 0.021148105630793602
Position 176: 0.019410442773048986
Position 957: 0.018885980385224904
Position 158: 0.016136020315506032
Position 1802: 0.011029766541991419
Position 46: 0.00515096894665253
Position 616: 0.004339111026821602
Position 889: 0.0033939153475908376
Position 194: 0.0030257584649209125
Position 1164: 0.0027400798069980225
Position 307: 0.002014187136150478
Position 198: 0.0017862096833224847
Position 765: 0.0007103687488750333
Position 1199: 0.0006938819572861605
Position 169: 0.0006559111054858937
Position 948: 0.0004915914580767459
Position 779: 0.0004506428359823496
Position 901: 0.00038922708487908994
Position 248: 0.00031105186424397756
Position 753: 0.000207085071994442
Position 891: 0.00017675973441190298
Position 1448: 0.00013565482202551496
Position 274: 0.00010931065284177414
Position 618: 9.217971363945811e-05
Position 895: 8.230092778181974e-05
Position 246: 7.674845776970012e-05
Position 1896: 7.085727633088493e-05
Position 1247: 4.78170093425444e-05
Position 277: 4.0627574501203855e-05
Position 493: 3.5646719251771955e-05
Position 201: 1.306060964369508e-05
Position 834: 8.070780539977547e-06
Position 77: 6.5434058581887255e-06
Position 1373: 4.616332356171906e-06
Position 1945: 4.351742425401361e-06
Position 781: 4.292956229119448e-06
Position 839: 4.250842371810943e-06
Position 428: 3.855752609625009e-06
Position 2007: 3.2630705376073513e-06
Position 254: 2.7300851723591156e-06
Position 221: 2.410327660955417e-06
Position 1890: 2.3694672493451283e-06
Position 1398: 2.299181063442592e-06
Position 281: 2.1441146575395643e-06
