Gene = MRPL36
index = 865
Annotated 5SS: [48]
Annotated 3SS: [891]
SMsplice 5SS: [48]
SMsplice 3SS: [891]
Partition function (log Z): -7.392477008175801

Sorted 5' Splice Sites (High to Low Probability):
Position 48: 0.8789280459859458
Position 69: 0.0719173550150136
Position 30: 0.038696507694126775
Position 763: 0.014546637527566362
Position 1167: 0.010325989159101377
Position 610: 0.003940245680911196
Position 1010: 0.002911019706410938
Position 163: 0.0026201608428983655
Position 336: 0.0016229342069474316
Position 964: 0.0015153583949600621
Position 1160: 0.0014323549227583192
Position 216: 0.0011032201740635368
Position 747: 0.0008273293603311993
Position 507: 0.0007333139000721627
Position 222: 0.0005208508099019299
Position 208: 0.0003059348752043261
Position 1147: 0.0002830658118634987
Position 789: 0.0002827823748582734
Position 174: 0.0002472974113616998
Position 19: 0.00022845288559233457
Position 1045: 0.00022052352600574116
Position 38: 0.00022046681218244863
Position 844: 0.00018072277565204714
Position 83: 0.00017106421047601055
Position 111: 0.0001529861573471527
Position 153: 0.00014528146518017314
Position 1362: 0.00013854336423695245
Position 412: 7.702230000996065e-05
Position 1098: 5.022268215920502e-05
Position 931: 4.933436941993925e-05
Position 76: 3.437468779248839e-05
Position 1164: 2.547607534468873e-05
Position 230: 2.3040580965784035e-05
Position 344: 2.019244584216809e-05
Position 735: 2.009418434684191e-05
Position 3: 1.8285487661477164e-05
Position 439: 1.77294965479204e-05
Position 192: 1.556316889539457e-05
Position 1274: 1.54753467944031e-05
Position 1317: 1.4481818581745535e-05
Position 518: 1.2179636413910295e-05
Position 559: 1.1707210613209812e-05
Position 1370: 1.0885835857977595e-05
Position 539: 9.387112899395462e-06
Position 561: 8.029741026634772e-06
Position 94: 6.879040451626476e-06
Position 143: 6.44201607408513e-06
Position 811: 4.4399907015878645e-06
Position 1178: 4.329896700624216e-06
Position 1171: 3.6024646538068207e-06
Position 1271: 2.980627200751051e-06
Position 346: 2.8815421312114447e-06
Position 259: 2.4920075016489145e-06
Position 1212: 2.365589380104484e-06
Position 1342: 1.970672296265372e-06
Position 850: 1.6226963758955752e-06
Position 447: 1.4963734788309939e-06
Position 1306: 1.268391806469541e-06
Position 141: 1.2291929516753264e-06
Position 588: 9.916651035258617e-07
Position 565: 6.755146699663133e-07
Position 261: 6.265091001511098e-07
Position 1139: 6.019324056007299e-07
Position 85: 5.95344738578932e-07
Position 688: 5.278226808801081e-07
Position 780: 3.649230912274541e-07
Position 475: 2.866493235765448e-07
Position 1232: 3.489906933263151e-08
Position 1027: 2.6097394069150203e-08
Position 953: 2.2768530891829558e-08
Position 733: 1.6892363345034424e-08
Position 1354: 1.1132390374118273e-08
Position 1114: 9.992754854973621e-09
Position 1360: 9.639284478994446e-09
Position 452: 4.743523637107755e-09
Position 1021: 2.889862561746819e-09
Position 956: 2.65451020292041e-09
Position 1247: 3.6735591567748294e-11
Position 59: 3.205259982151349e-11
Position 547: 9.245864603403015e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 891: 0.8340439177602863
Position 953: 0.08752329319075151
Position 1442: 0.017987445863191075
Position 633: 0.017432443649903286
Position 252: 0.016770948955092877
Position 1230: 0.016710163900003152
Position 363: 0.008387950394275102
Position 574: 0.003941756204924842
Position 313: 0.0033900032085880244
Position 324: 0.0031288947337493535
Position 661: 0.003117415939403574
Position 1360: 0.0022309787884535084
Position 923: 0.0020861756726424188
Position 400: 0.001762699199766235
Position 1110: 0.0015493351921006344
Position 664: 0.0014245042964355934
Position 1009: 0.0013820375524746977
Position 605: 0.001222983230469472
Position 344: 0.0012095952877836315
Position 153: 0.0010321267392991178
Position 1125: 0.0010032548930052818
Position 780: 0.0007942110300503616
Position 1287: 0.0007085949958202078
Position 805: 0.0007004617032453252
Position 198: 0.0006663085683207532
Position 733: 0.0006373174456093763
Position 729: 0.0004649435713313764
Position 969: 0.00023196233097467635
Position 1045: 0.00021062566302978343
Position 1193: 0.0001974606769504408
Position 266: 0.00019490431546756494
Position 594: 0.00018010461342323205
Position 445: 0.00016835784473177224
Position 493: 0.00015659416307856443
Position 1122: 0.00014813469751685332
Position 1015: 0.00013013471920985312
Position 610: 0.0001286613309415709
Position 1232: 0.00012531811455092953
Position 746: 0.00012494350058000561
Position 423: 0.00011755561158747911
Position 1303: 0.00011663579746520872
Position 1379: 0.00010371965510048716
Position 811: 0.00010142517787265119
Position 465: 0.00010033708895191934
Position 497: 8.637313878852824e-05
Position 167: 7.318059217286297e-05
Position 1042: 6.577125116983069e-05
Position 283: 5.642044513427478e-05
Position 516: 5.391553193047031e-05
Position 759: 5.207184412200851e-05
Position 206: 5.178221557532478e-05
Position 788: 4.336057628952937e-05
Position 843: 4.304842401003236e-05
Position 255: 3.3054239401997865e-05
Position 1200: 3.232590528317675e-05
Position 1203: 3.1324607153309366e-05
Position 1152: 2.9188024578387362e-05
Position 588: 2.16865250383563e-05
Position 369: 1.914569635039686e-05
Position 379: 1.9086599551538685e-05
Position 819: 1.531683807162031e-05
Position 1266: 1.320888585412169e-05
Position 614: 1.3061678931788227e-05
Position 741: 1.2518401101375464e-05
Position 420: 1.1687332808471074e-05
Position 172: 1.0267850656916716e-05
Position 1154: 8.150399783938704e-06
Position 976: 7.815304612418716e-06
Position 1134: 7.377751589291923e-06
Position 1342: 6.5059507661797535e-06
Position 1310: 6.0832377441715625e-06
Position 200: 5.586620451552951e-06
Position 1382: 4.414075122061741e-06
Position 169: 3.1169764777045765e-06
Position 752: 2.459444900795699e-06
Position 1306: 2.2668742678647374e-06
Position 826: 2.07933808728185e-06
Position 539: 2.0389184766620322e-06
Position 1209: 1.756191576608633e-06
Position 518: 1.0208868660804305e-06
Position 855: 9.723232977305538e-07
Position 1317: 5.464710168725247e-07
Position 830: 5.003227055773757e-07
Position 1205: 4.399242268300509e-07
Position 821: 4.2898096422630584e-07
Position 1370: 3.1229981456348287e-07
Position 1215: 2.68972926844798e-07
Position 861: 2.6216844241166763e-07
Position 838: 2.4562740042271804e-07
Position 1327: 2.0377995067412064e-07
Position 673: 1.9702651500431642e-07
Position 531: 1.9436490696263268e-07
Position 682: 1.702716044323365e-07
Position 447: 1.570394205741737e-07
Position 678: 1.5248627861507775e-07
Position 94: 1.4722257134096544e-07
Position 524: 1.3026237380887134e-07
Position 92: 1.2754349058526652e-07
Position 858: 4.542428354121759e-08
Position 109: 2.988696357516339e-08
Position 850: 2.8940221037231986e-08
Position 528: 2.796480360226193e-08
Position 107: 2.3749235323513354e-08
Position 68: 1.4529449835116266e-08
Position 840: 6.295607723261546e-09
Position 73: 1.527826581281725e-10
