Gene = C7orf34
index = 233
Annotated 5SS: [249]
Annotated 3SS: [835]
SMsplice 5SS: [249]
SMsplice 3SS: [835]
Partition function (log Z): -6.439159513910682

Sorted 5' Splice Sites (High to Low Probability):
Position 249: 0.6453202077099316
Position 298: 0.2732067686777423
Position 53: 0.07203463771033787
Position 104: 0.063920157036773
Position 337: 0.03296711187169357
Position 100: 0.028871475496281385
Position 884: 0.022719248774932848
Position 112: 0.021170201849534585
Position 182: 0.011261376789901332
Position 342: 0.011169979486384924
Position 898: 0.007557893826725104
Position 22: 0.006654611610893986
Position 601: 0.005249633843335552
Position 383: 0.004840213230361604
Position 502: 0.004833912243360087
Position 302: 0.003927300249618968
Position 543: 0.0032997777644483296
Position 1215: 0.0024573542180704277
Position 880: 0.00101692641627313
Position 1003: 0.0009026707008810115
Position 365: 0.0006833090239406105
Position 253: 0.0004019719198854593
Position 348: 0.00038309279387564466
Position 415: 0.0002401906829658211
Position 498: 0.0002048018367808268
Position 511: 0.00019691526295383103
Position 707: 0.00015853424738308865
Position 605: 0.00014511508095606373
Position 607: 0.00014052924088623004
Position 609: 0.0001349657124027276
Position 611: 0.00011606901318928041
Position 1162: 0.00011286338672848775
Position 496: 0.00010227717444220936
Position 613: 9.713759380633443e-05
Position 603: 8.529494610107414e-05
Position 615: 7.928152397803094e-05
Position 949: 7.352550424134184e-05
Position 399: 7.336284477741964e-05
Position 617: 7.286818296659021e-05
Position 619: 5.9092375012615406e-05
Position 1096: 4.8605279633351054e-05
Position 997: 4.3825666190766995e-05
Position 621: 4.347984099586777e-05
Position 986: 4.1447547505873054e-05
Position 799: 3.345284553628099e-05
Position 623: 3.3395626620109345e-05
Position 1152: 2.831224189189287e-05
Position 625: 2.5132258152894927e-05
Position 995: 1.8292340797751632e-05
Position 627: 1.7810863101404536e-05
Position 901: 1.3783738048524936e-05
Position 629: 1.3070527682100842e-05
Position 631: 1.1081355096142551e-05
Position 633: 8.393836383648453e-06
Position 635: 6.870920383205672e-06
Position 756: 6.586864673424948e-06
Position 637: 5.434462660774561e-06
Position 564: 4.656971404614325e-06
Position 852: 3.3195486811940934e-06
Position 455: 3.018561309782678e-06
Position 442: 2.528581994717806e-06
Position 346: 2.3114944493690585e-06
Position 404: 1.9961148573913566e-06
Position 787: 1.845450758057396e-06
Position 434: 1.710992846211236e-06
Position 891: 1.4258299255384015e-06
Position 158: 1.2135553076705355e-06
Position 930: 1.0763904398801195e-06
Position 322: 1.0685364403260984e-06
Position 1192: 9.226451802516185e-07
Position 656: 2.3634843461707854e-07
Position 868: 1.7252983241408007e-07
Position 1222: 1.1366463204747818e-07
Position 1182: 1.1052639077680673e-07
Position 453: 1.0928332544429429e-07
Position 500: 7.694606430801286e-08
Position 647: 6.681977674507336e-08
Position 562: 4.6199111297862333e-08
Position 758: 3.8222046547998564e-08
Position 810: 3.4171644501895095e-08
Position 530: 1.588981117412196e-08
Position 151: 1.3253477372671582e-08
Position 641: 7.848351792559442e-09
Position 933: 7.05310750386272e-09
Position 639: 6.321080143289081e-09
Position 149: 5.470943801805143e-09
Position 816: 1.461926890705121e-09
Position 829: 5.218401102396699e-10
Position 1282: 8.270796560404531e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 835: 0.8866536891826086
Position 181: 0.15217040189267825
Position 1095: 0.06777921568321947
Position 792: 0.03553506833874316
Position 136: 0.0350337246704252
Position 880: 0.008689940536226728
Position 1292: 0.007835420975253143
Position 1214: 0.005131355601282214
Position 1161: 0.004479152251674974
Position 712: 0.003771327439476643
Position 840: 0.0031043835155066383
Position 453: 0.002332747545046336
Position 647: 0.0018055059815470387
Position 974: 0.0017863913573899983
Position 897: 0.0015762660852661175
Position 474: 0.0012420549084561675
Position 669: 0.0010827451252116691
Position 144: 0.0008897349290356469
Position 506: 0.0007482442218902213
Position 1012: 0.0007440513489406043
Position 542: 0.0007100741939645022
Position 424: 0.0005594946863413939
Position 248: 0.0004346299433088238
Position 918: 0.0003881776906313334
Position 562: 0.00031213504267245157
Position 687: 0.00025516428656938655
Position 1235: 0.00023749269530348626
Position 1111: 0.00023277240722763807
Position 797: 0.0002215196879267862
Position 986: 0.00018437831088536713
Position 398: 0.00018320336403188236
Position 206: 0.00016634180989928875
Position 1120: 0.00013693496886774232
Position 149: 0.00012847573755054559
Position 576: 0.0001249043815896694
Position 1114: 7.586765028061421e-05
Position 357: 6.220503304660688e-05
Position 187: 5.647113435532992e-05
Position 674: 4.6191454323978834e-05
Position 1015: 4.326951544878566e-05
Position 1297: 3.405595703899641e-05
Position 215: 3.111271845798291e-05
Position 1241: 2.985967629465291e-05
Position 364: 2.9085541130498273e-05
Position 915: 2.5288159028191636e-05
Position 252: 2.3997522905998314e-05
Position 1167: 2.3407863747887645e-05
Position 201: 2.1405988556191075e-05
Position 691: 2.1258144876694194e-05
Position 1300: 2.1160146470300272e-05
Position 718: 1.878938929924744e-05
Position 741: 1.865053661682087e-05
Position 297: 1.7142348171384565e-05
Position 847: 1.5628656663112802e-05
Position 381: 1.1554108537957405e-05
Position 852: 1.1023361361375174e-05
Position 1170: 1.000717629767736e-05
Position 111: 7.46219013293967e-06
Position 995: 6.923109449433882e-06
Position 1192: 5.409763299312926e-06
Position 1173: 3.2433221178009167e-06
Position 810: 2.725796918544658e-06
Position 376: 2.692677863245471e-06
Position 925: 2.6565020876629692e-06
Position 747: 2.4907825796929055e-06
Position 939: 2.255682783886297e-06
Position 957: 2.155907058661047e-06
Position 301: 2.1231111676486528e-06
Position 1347: 1.5511212786908557e-06
Position 1025: 1.4745631620060652e-06
Position 861: 1.3518503837473145e-06
Position 479: 1.2075613913452222e-06
