Gene = CG32425
index = 544
Annotated 5SS: [  103 13457 15063 15753]
Annotated 3SS: [12706 14613 15197 15814]
SMsplice 5SS: [ 1142 13457 15063 15729]
SMsplice 3SS: [12706 14613 15197 15814]
top_k =  100
Partition function (log Z): -4.057442873171144

Sorted 5' Splice Sites (High to Low Probability):
Position 1142: 0.9775125841688301
Position 13457: 0.946296758888975
Position 15063: 0.8701297692821908
Position 15729: 0.7529239939226664
Position 1551: 0.46935964592856755
Position 15753: 0.22434011669926063
Position 275: 0.13970926218785434
Position 1505: 0.11351501580656304
Position 265: 0.10006095305015052
Position 1923: 0.05223918169036976
Position 544: 0.043136580593456056
Position 15292: 0.033294645673445804
Position 833: 0.028335820747511797
Position 16377: 0.027830598864653527
Position 259: 0.008311067879616014
Position 103: 0.007701522864438491
Position 139: 0.006373363792489067
Position 16441: 0.004169723424126892
Position 560: 0.0033943698173642843
Position 269: 0.002970671326856392
Position 141: 0.0026481802757449477
Position 143: 0.0022602957071398712
Position 135: 0.0021370789634823214
Position 158: 0.0010448136287242835
Position 145: 0.0009784916030320698
Position 16040: 0.000972435641638552
Position 1361: 0.000877669565360728
Position 1146: 0.00016441780929754674
Position 147: 0.00016235132976791464
Position 15273: 1.7072774489014336e-05
Position 557: 4.4757695104151885e-07
Position 465: 2.3019136532816762e-07
Position 126: 2.0769048710569417e-07
Position 700: 1.4694357376837433e-07
Position 263: 5.338647005424157e-09
Position 54: 1.0181272583014893e-09
Position 11: 2.8946544689241503e-10
Position 76: 2.6591268718460507e-10
Position 2227: 9.014157058769714e-11
Position 164: 5.896587079546567e-16
Position 160: 2.0114841848076568e-16
Position 149: 1.0974571772633638e-17
Position 151: 1.2245673843465624e-18
Position 162: 6.234670851080954e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 15197: 0.9992451031635328
Position 15814: 0.988508585629449
Position 12706: 0.9464251257098008
Position 14613: 0.8701297692821908
Position 1455: 0.632375052235676
Position 322: 0.14094239624474628
Position 733: 0.11529513889976921
Position 16541: 0.021474453391845304
Position 15408: 0.018553699033912397
Position 319: 0.01717161557518647
Position 787: 0.015500582995869623
Position 185: 0.013345286288297575
Position 972: 0.007339133403932015
Position 912: 0.005878938591440786
Position 16579: 0.005666074229678982
Position 942: 0.005166381046425132
Position 371: 0.0038087866883353976
Position 1020: 0.002971581660816357
Position 1302: 0.002827603687756929
Position 15820: 0.0028160137130266464
Position 16444: 0.0018025889878787635
Position 16093: 0.0017085524827008427
Position 16657: 0.0014453884766323002
Position 16468: 0.0013519193053584992
Position 15878: 0.0005879413312840315
Position 16778: 0.0002598978973866002
Position 1241: 0.0001697382820850462
Position 747: 3.682251712967676e-05
Position 169: 2.7885389484492138e-05
Position 368: 2.1478544407806345e-05
Position 464: 1.5958459815850098e-05
Position 2283: 1.4032442634964097e-10
Position 1911: 1.3283502354081738e-11
Position 1478: 1.2968080969475606e-11
Position 1406: 2.0800378943848657e-13
Position 443: 5.614938162620578e-14
Position 207: 1.94206297520697e-14
Position 195: 1.2124181492137765e-14
Position 229: 1.0115484359634485e-14
Position 81: 5.189366394096649e-16
