Gene = melt
index = 1787
Annotated 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
Annotated 3SS: [4656 4869 5183 6041 6848 7192 7427 7620 7961]
SMsplice 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
SMsplice 3SS: [4656 4869 5183 6041 6848 7210 7427 7620 7961]
top_k =  100
Partition function (log Z): 30.638065232504612

Sorted 5' Splice Sites (High to Low Probability):
Position 5122: 0.9994257990773036
Position 712: 0.9973260206344745
Position 7087: 0.997200064619031
Position 5986: 0.9971230423242962
Position 7903: 0.9968556484180496
Position 7557: 0.9927829762731966
Position 7363: 0.9836308008497546
Position 6791: 0.9697528510399265
Position 4812: 0.9687792636913405
Position 2462: 0.0891145085505452
Position 4809: 0.02862398788571561
Position 6760: 0.026709127570367443
Position 6632: 0.018267907481942812
Position 6545: 0.011596394022466623
Position 5333: 0.009168856541750325
Position 7351: 0.006359996248934119
Position 7551: 0.005870373767870794
Position 6604: 0.00521979029843598
Position 6495: 0.003794129966106547
Position 8254: 0.0036114362434457245
Position 7969: 0.0025726373480368077
Position 7907: 0.0020124319474585364
Position 5337: 0.0013025868628954915
Position 5400: 0.0012521873176690663
Position 8007: 0.0011388484921364555
Position 1502: 0.0011023398983914861
Position 7537: 0.0010954154986012202
Position 5393: 0.0010905519699152908
Position 927: 0.0009056688224455293
Position 5391: 0.0008689625942546393
Position 8001: 0.0007933178149896499
Position 5523: 0.0007078040175383324
Position 5415: 0.00057820120756159
Position 8105: 0.0005075541496762281
Position 5254: 0.0004999883192441485
Position 996: 0.0004608004927514391
Position 6855: 0.00045928357155364285
Position 5368: 0.0004389902081256651
Position 8130: 0.00031481577362220555
Position 8485: 0.0002642298601281452
Position 7728: 0.00022749058264821738
Position 1009: 0.00020517015194506462
Position 7044: 0.0001577617150102307
Position 7561: 0.00012290628175889564
Position 5456: 8.942551210848078e-05
Position 7137: 7.962861610378018e-05
Position 8428: 7.82535608098432e-05
Position 6206: 6.585428992577751e-05
Position 7716: 6.145632844348313e-05
Position 8266: 5.149465827633669e-05
Position 7678: 4.397742632791999e-05
Position 7367: 4.309175837731438e-05
Position 8272: 4.1205819937625374e-05
Position 6750: 3.6561747022256544e-05
Position 6593: 3.082118298256075e-05
Position 8127: 2.951794443090342e-05
Position 7695: 2.4681628986311667e-05
Position 7439: 1.9799695586064467e-05
Position 8109: 1.9067414519322346e-05
Position 7502: 1.1473653408058564e-05
Position 7541: 4.1446512274714176e-06
Position 7530: 2.100799214422375e-06
Position 7671: 1.6162539525721855e-06
Position 7765: 1.6346535143470397e-07
Position 7830: 5.416862818674134e-08
Position 5011: 5.218366444170989e-08
