Gene = Pus7
index = 1394
Annotated 5SS: [ 201  449  882 1040]
Annotated 3SS: [ 260  509  936 1098]
SMsplice 5SS: [ 201  445  882 1040]
SMsplice 3SS: [ 273  509  936 1098]
top_k =  100
Partition function (log Z): 3.5723652968900197

Sorted 5' Splice Sites (High to Low Probability):
Position 1040: 0.9999578656931111
Position 882: 0.9341834562638774
Position 201: 0.7608100735111182
Position 445: 0.7427834001786667
Position 1430: 0.21035168695777762
Position 449: 0.16523700976171718
Position 857: 0.022261411346190887
Position 798: 0.019970747100362753
Position 1626: 0.013421014912077976
Position 188: 0.008717502886443466
Position 827: 0.003618049364437863
Position 453: 0.0032392835010230416
Position 632: 0.0030806105654527
Position 403: 0.0028491752452924346
Position 436: 0.0023720819053175803
Position 152: 0.0005954053835120384
Position 354: 0.0005603708205149001
Position 182: 0.00048657195974442395
Position 425: 0.0004260023423728276
Position 107: 0.00032282618940068797
Position 886: 0.00022336144496796747
Position 298: 0.00014017083655329537
Position 376: 0.0001226874906419495
Position 427: 0.00010138651097317447
Position 557: 6.320646655800527e-05
Position 755: 4.0692348821879126e-05
Position 1199: 3.560441826057694e-05
Position 3: 3.388391970716229e-05
Position 1044: 2.574774785633656e-05
Position 229: 9.748024908629245e-06
Position 149: 5.2555963382973435e-06
Position 1223: 4.3935602550644195e-06
Position 34: 3.934685946434263e-06
Position 22: 3.469989566757146e-06
Position 1176: 2.014006318722052e-06
Position 1179: 8.733977252900237e-07
Position 25: 3.414915479911435e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 936: 0.98285999769114
Position 1098: 0.9583445510366555
Position 509: 0.9316692497925404
Position 273: 0.3837496803281331
Position 260: 0.3696893039830391
Position 1786: 0.09266598941885006
Position 1716: 0.08611063221422283
Position 1114: 0.04162024036623173
Position 1507: 0.011033421495604568
Position 1943: 0.008849291001883593
Position 1528: 0.006554255506499466
Position 2022: 0.0056459839021002585
Position 1657: 0.004795822870078365
Position 1646: 0.004502026138460536
Position 1701: 0.001900377895503843
Position 2951: 0.0017149014266517328
Position 697: 0.001514596038838856
Position 739: 0.0008716184273856776
Position 685: 0.0008196036142896687
Position 871: 0.0005092083430837235
Position 903: 0.0002633727090400609
Position 291: 8.998013416550741e-05
Position 354: 8.788263391043866e-05
Position 425: 3.3838638406544815e-05
Position 1264: 2.848846656842677e-05
Position 81: 2.570326591346402e-05
Position 392: 2.5026868110776397e-05
Position 298: 1.6922008579669403e-05
Position 1279: 1.2026030878128311e-05
Position 384: 1.1590017100877208e-05
Position 1393: 1.1555898205386394e-05
Position 1205: 1.1032876054905396e-05
Position 1006: 1.082651508388707e-05
Position 436: 8.994506775311765e-06
Position 1268: 2.718594067677382e-06
Position 1125: 2.5599035345467184e-07
Position 1135: 1.797657583142517e-07
Position 1162: 1.7141519254772288e-07
