Gene = shd
index = 1871
Annotated 5SS: [ 473 5270 6055 6298 6595 6939]
Annotated 3SS: [4974 5459 6119 6354 6722 7014]
SMsplice 5SS: [ 473 4333 5270 6055 6298 6595 6939]
SMsplice 3SS: [4124 4388 5459 6119 6354 6722 7014]
top_k =  100
Partition function (log Z): 19.350767555838292

Sorted 5' Splice Sites (High to Low Probability):
Position 6595: 0.9996182540780443
Position 473: 0.9994873086152929
Position 6939: 0.9994636944095079
Position 6298: 0.991087984201801
Position 4333: 0.9382904700737057
Position 5270: 0.8979188302131297
Position 6055: 0.5704409706790886
Position 6059: 0.31800761991398635
Position 5260: 0.09195001090090152
Position 7181: 0.07023660445884453
Position 6070: 0.06210260468678172
Position 2549: 0.04383713499760526
Position 7386: 0.02264549194199586
Position 7391: 0.01495648192371034
Position 5988: 0.008518691038469691
Position 7132: 0.005002634298523809
Position 4337: 0.00496537115410192
Position 5235: 0.004828643403682312
Position 5753: 0.003211003340657905
Position 6309: 0.0029641068091392944
Position 108: 0.0015721702748295444
Position 5552: 0.0012947197976504532
Position 5560: 0.0011595573370528766
Position 7222: 0.0010487702312667387
Position 7403: 0.0007825138467791909
Position 7160: 0.0006767567923041296
Position 4950: 0.000592764983954383
Position 6016: 0.0004978741571548773
Position 7233: 0.0004033894482707072
Position 6258: 0.0003736256474255235
Position 7117: 0.0003174142450044671
Position 105: 0.000260660703000424
Position 7033: 0.00023842165895932366
Position 4984: 0.0001901503182405023
Position 6302: 0.00018237879062417474
Position 125: 0.00014431752738169854
Position 6943: 0.00012388325098927996
Position 7097: 0.00011968208275015448
Position 150: 6.123262887034187e-05
Position 312: 5.182351765635408e-05
Position 6599: 2.723560436473668e-05
Position 82: 1.578936927823912e-05
Position 477: 1.5012393544744244e-05
Position 1186: 1.3401633062042369e-05
Position 2312: 1.3146251466829851e-05
Position 94: 1.1809923998716168e-05
Position 205: 1.0001170257464785e-05
Position 2248: 9.855302762092584e-06
Position 6918: 5.2444846858673285e-06
Position 324: 4.853516088550859e-06
Position 7176: 3.2696262286926695e-06
Position 6873: 2.676472586969433e-06
Position 141: 2.1806165125258487e-06
Position 317: 1.0355275655676555e-06
Position 224: 1.0297976716234777e-06
Position 213: 9.725733971971367e-07
Position 112: 6.794115291873754e-07
Position 6921: 3.631775031365737e-07
Position 6968: 1.4091770593775594e-08
Position 6834: 1.0925498182674881e-08
Position 470: 8.333014049875416e-09
Position 510: 3.56662895433935e-09
Position 6861: 1.661171323739105e-10
Position 6877: 6.984616572253225e-11
Position 6858: 6.721853998462541e-11
Position 6853: 3.6307176507369957e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6722: 0.9981992492171143
Position 7014: 0.9809251339080168
Position 6119: 0.9668800322277518
Position 5459: 0.9232113349208566
Position 6354: 0.8540417906194891
Position 4388: 0.7403478535115083
Position 4124: 0.4586822068607187
Position 4250: 0.30093776227585195
Position 4721: 0.14119049988694987
Position 6358: 0.12218464963401668
Position 7247: 0.08832671515093242
Position 3735: 0.08238509359996626
Position 5469: 0.07224406369920913
Position 4974: 0.046789396608024156
Position 3146: 0.04620268441403522
Position 2614: 0.0439999526639323
Position 7454: 0.04259918558007957
Position 4706: 0.0400238563502011
Position 2502: 0.03430593914942656
Position 4670: 0.008677880148343383
Position 3772: 0.008436785116686876
Position 6397: 0.00826030177610849
Position 4489: 0.0069768975534448534
Position 731: 0.005824721843973689
Position 4422: 0.0052093985368443585
Position 6462: 0.004262156550247978
Position 6425: 0.002827971355203465
Position 5396: 0.0028125137735427693
Position 1482: 0.002224346387817317
Position 532: 0.002196671573170744
Position 1999: 0.002151591404529777
Position 1674: 0.0018724541253179526
Position 6504: 0.001791488008910636
Position 2658: 0.0014804959393466728
Position 2040: 0.0012058461133999357
Position 7047: 0.0011198572738097968
Position 7024: 0.0010245158504771238
Position 7721: 0.0009619819581067676
Position 2141: 0.00086536384040663
Position 6492: 0.0007956346339539094
Position 165: 0.0007930494647982566
Position 6688: 0.0007301776701234521
Position 7097: 0.0006638924110307369
Position 2174: 0.0006192571806672402
Position 6740: 0.0005789583821211154
Position 262: 0.0005311105428031322
Position 6761: 0.00021691230673369241
Position 6750: 0.0001731612141655776
Position 235: 0.0001205452025113526
Position 7460: 0.00012026757530324826
Position 374: 0.00011932320022240125
Position 7625: 0.00011790354131893371
Position 7542: 8.536789770182123e-05
Position 6515: 8.382356306450248e-05
Position 7140: 8.299718311673234e-05
Position 5363: 5.672036473521859e-05
Position 238: 4.722981507127003e-05
Position 6545: 4.3148561207198776e-05
Position 5319: 2.837596474967781e-05
Position 6785: 2.4451122853330763e-05
Position 6640: 2.2506127704219467e-05
Position 205: 1.7212823052919656e-05
Position 6766: 1.6703765159495872e-05
Position 324: 1.2418418052479406e-05
Position 802: 7.580901570901845e-07
Position 518: 7.350115288071167e-07
Position 616: 7.270942048082986e-07
Position 995: 6.03952154505687e-07
