Gene = Cip4
index = 1073
Annotated 5SS: [  355  1076 26036 27834 36330 36870 37119 39042 39241 39819]
Annotated 3SS: [  974 25919 27782 36184 36399 36931 38691 39105 39654 39881]
SMsplice 5SS: [ 1076 26036 27834 36330 36870 37119 39042 39819]
SMsplice 3SS: [25919 27782 36184 36399 36931 38676 39105 39881]
top_k =  100
Partition function (log Z): -27.986389899210405

Sorted 5' Splice Sites (High to Low Probability):
Position 1076: 0.9980936971109733
Position 13038: 0.14079871277943648
Position 16054: 0.11330663457966751
Position 27834: 0.10073593256909967
Position 115: 0.0508913300001209
Position 333: 0.03311979594257014
Position 355: 0.021976638573470885
Position 302: 0.01353298769805785
Position 254: 0.0059471520044285485
Position 337: 0.005311456834814945
Position 339: 0.0033026888959174876
Position 343: 0.0008698445318930712
Position 370: 0.0007825986028761266
Position 187: 0.0007172650875924844
Position 53: 0.0005501723793723568
Position 146: 0.0004731969716277888
Position 148: 0.00045289368424202724
Position 538: 0.0003790942548814046
Position 341: 0.0002842365344257323
Position 144: 0.00026416750642443694
Position 486: 0.000171688401585361
Position 34: 0.00012592850459472094
Position 331: 0.00010051367998051194
Position 628: 9.223844034096865e-05
Position 20: 9.039284357205972e-05
Position 282: 7.545034810815881e-05
Position 125: 6.856303663355737e-05
Position 119: 6.790433143745095e-05
Position 136: 5.705636149528177e-05
Position 323: 4.844949183386865e-05
Position 13400: 3.5290283176155074e-08
Position 13862: 1.8014193465656178e-08
Position 5281: 5.631898712442537e-09
Position 3732: 2.2749517893102154e-10
Position 2288: 1.2769872043673375e-10
Position 4537: 6.672676741072871e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 27782: 0.9999994839434939
Position 12915: 0.14079887368211033
Position 716: 0.11925854229092452
Position 15863: 0.11330682598329653
Position 27972: 0.10073593256909967
Position 420: 0.013995044985606662
Position 538: 0.003428385297005797
Position 974: 0.0011654291877889115
Position 17258: 1.6244664519154764e-07
Position 13469: 3.5290283176155074e-08
Position 13932: 1.801419346565613e-08
Position 5132: 2.0598467192672954e-09
Position 4665: 1.4235538672387652e-09
Position 13273: 1.1605136582743053e-09
Position 3786: 9.14643265422646e-10
Position 4407: 4.1647236308303194e-10
Position 4744: 3.277498626490311e-10
Position 5184: 3.245443497046004e-10
Position 4767: 2.330538140003654e-10
Position 3444: 2.275299546918951e-10
Position 757: 2.062666278884838e-10
Position 10557: 8.744859315556085e-11
Position 843: 8.423509076388278e-11
Position 1143: 5.997113020879778e-11
Position 10579: 4.4788100050928925e-11
Position 1208: 3.412146497328513e-11
Position 1232: 3.371802270239956e-11
Position 8684: 6.12650616746726e-12
Position 370: 1.4422245718070555e-12
Position 7924: 1.3982470883144554e-12
Position 7518: 1.0984720507865906e-12
Position 6721: 4.631383136101292e-13
Position 6033: 1.3125275523748135e-13
Position 4081: 6.799504556573548e-14
Position 4607: 4.745224464747521e-14
Position 4413: 3.2658045920839185e-14
Position 4811: 2.6279670774620346e-14
Position 1506: 7.884543228041933e-15
Position 1531: 6.2134971780619504e-15
Position 1270: 6.1735257800165305e-15
Position 2392: 2.7963949644031746e-15
Position 2054: 1.8861034734378734e-15
Position 1237: 9.210500877863291e-16
Position 1730: 7.060259799081424e-16
Position 1363: 5.024449489938617e-16
Position 1171: 4.623229173065746e-16
Position 187: 1.3004772010717039e-17
Position 373: 1.1404331266491066e-17
Position 288: 9.102719162625679e-18
Position 222: 3.818824726133574e-18
Position 258: 3.0078750214939728e-18
Position 192: 2.405386539509645e-18
Position 219: 1.8083184830329343e-18
