Gene = tant
index = 1908
Annotated 5SS: [284 528]
Annotated 3SS: [440 580]
SMsplice 5SS: [284 528]
SMsplice 3SS: [440 580]
top_k =  100
Partition function (log Z): -5.687921713762777

Sorted 5' Splice Sites (High to Low Probability):
Position 528: 0.9549121921283095
Position 284: 0.8624122998924724
Position 299: 0.013193505448187207
Position 1191: 0.002142415703171625
Position 60: 0.0014714743248650706
Position 1421: 0.0009655326916185585
Position 288: 0.0007473261865935804
Position 1089: 0.0005942889191243807
Position 1505: 0.0005881059391508396
Position 116: 0.0005842400558296152
Position 3: 0.0004448241224563544
Position 10: 0.0003365110023945942
Position 1095: 0.00027573244128916785
Position 331: 0.00024789900468430865
Position 218: 0.00018736624485898043
Position 250: 0.00016039447169212024
Position 1104: 8.104051650657806e-05
Position 414: 6.511311845512915e-05
Position 342: 3.020073909314545e-05
Position 119: 2.9861870729247785e-05
Position 82: 1.6785494276119314e-05
Position 425: 1.5858127935953863e-05
Position 34: 1.1507532555450516e-05
Position 71: 3.117481737858361e-06
Position 161: 1.7647280618660339e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 580: 0.9246636869210676
Position 440: 0.8280199320404047
Position 453: 0.021962793174431266
Position 623: 0.019045167682054307
Position 342: 0.01784025704890856
Position 952: 0.0043223829891168505
Position 672: 0.0038946416190211107
Position 1564: 0.003127955928391078
Position 331: 0.0029671740796062564
Position 1840: 0.002400899045529915
Position 484: 0.001575106024749637
Position 729: 0.001468629483660743
Position 1141: 0.00115679219786617
Position 561: 0.0007374875616649881
Position 962: 0.0006864617563197248
Position 154: 0.000614291578412351
Position 976: 0.0005441807332136929
Position 1276: 0.0005377035284878563
Position 1265: 0.0004458867913785176
Position 1482: 0.00043536405667325825
Position 129: 0.0004090908189666973
Position 177: 0.0003635482345724047
Position 402: 0.00030117007306615465
Position 703: 0.00028420244364486694
Position 883: 0.0002777141976766279
Position 793: 0.00023697676863135785
Position 376: 0.00020556728426137226
Position 644: 0.00016017198589771565
Position 94: 0.0001510553957474947
Position 119: 0.0001441037926903416
Position 973: 0.0001428438788706709
Position 1816: 9.632009553396244e-05
Position 166: 7.290344128132615e-05
Position 501: 5.069127223777397e-05
Position 283: 4.849590764301119e-05
Position 231: 4.566930955276269e-05
Position 104: 2.649524896361666e-05
Position 371: 2.4173067034947594e-05
Position 317: 9.894458093069888e-06
Position 514: 8.833055537364904e-06
Position 50: 6.2417341006859115e-06
Position 60: 4.403633311884224e-06
Position 241: 1.988687049229176e-06
Position 213: 9.160726933306848e-09
