Gene = Use1
index = 1587
Annotated 5SS: [430 881]
Annotated 3SS: [ 523 1279]
SMsplice 5SS: [430 881]
SMsplice 3SS: [ 523 1279]
top_k =  100
Partition function (log Z): -0.34712765300405046

Sorted 5' Splice Sites (High to Low Probability):
Position 881: 0.9693462729552256
Position 430: 0.9343305454625883
Position 456: 0.056342745946377525
Position 1209: 0.018576727222780115
Position 630: 0.006939780836295324
Position 25: 0.004075765499503514
Position 451: 0.0037706695274030855
Position 238: 0.0036011312844542293
Position 605: 0.0012119631535857
Position 739: 0.000995398325342167
Position 862: 0.0009580375160681871
Position 1280: 0.0009342602547919408
Position 231: 0.0007937986839198388
Position 891: 0.00022429780606482178
Position 14: 0.0001963293933374125
Position 96: 0.00013200340024876277
Position 1170: 6.179767167712802e-05
Position 339: 6.0243186571309514e-05
Position 834: 4.018579796404112e-05
Position 1177: 3.774441031213204e-05
Position 304: 2.6994037480747905e-05
Position 904: 2.1937116062306972e-05
Position 170: 2.1095052199910085e-05
Position 45: 1.2701900140079115e-05
Position 229: 1.0519520467317042e-05
Position 297: 1.0197149765894541e-05
Position 179: 1.709922004778394e-06
Position 52: 2.847105348742802e-07
Position 489: 3.951348697040161e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 523: 0.9855636598647095
Position 1279: 0.9511750160313057
Position 1224: 0.019781828730919895
Position 495: 0.009941352489905794
Position 1021: 0.005322606846240553
Position 976: 0.004628935404735061
Position 1066: 0.00441556505238822
Position 693: 0.004291619417921146
Position 1299: 0.0034221819071516024
Position 336: 0.0027390298373918425
Position 699: 0.0026836410153797748
Position 294: 0.001595768185061503
Position 1342: 0.0015233078413092746
Position 89: 0.0011096197654757933
Position 572: 0.001034598365061216
Position 1077: 0.0010203209504778424
Position 787: 0.0006123450290173424
Position 1387: 0.00032640140146990065
Position 317: 0.0003037698695069232
Position 654: 0.00020100163973023476
Position 1365: 0.00017973145105400684
Position 542: 0.0001102682701165322
Position 648: 0.00010277736474041815
Position 1157: 7.388787758903648e-05
Position 1092: 6.925929053280687e-05
Position 1352: 5.781282369465194e-05
Position 1170: 5.554834257708037e-05
Position 1429: 5.105663560029081e-05
Position 1185: 4.793919386095712e-05
Position 793: 4.390956785834776e-05
Position 1311: 4.04963518735081e-05
Position 266: 3.7850883314865607e-05
Position 1403: 3.352739553290895e-05
Position 227: 2.8542375159649866e-05
Position 149: 2.6361085815627127e-05
Position 1369: 1.838163049813466e-05
Position 1451: 1.8192411031743724e-05
Position 594: 1.0810777143422843e-05
Position 651: 9.837297665815984e-06
Position 705: 8.815141977956538e-06
Position 1426: 7.63376318515674e-06
Position 142: 4.04513830036262e-06
Position 209: 3.5434975373419653e-06
Position 369: 1.0141937074492831e-06
Position 170: 5.929120989391651e-07
Position 343: 3.093920260126201e-07
Position 167: 2.9636058302827956e-07
Position 621: 7.565152646161532e-08
Position 556: 4.697917177812477e-08
Position 376: 2.5916623038995408e-09
Position 391: 1.8555303527155833e-09
Position 179: 1.8285264372058486e-09
Position 160: 1.7178652966712093e-09
