Gene = Rh50
index = 1421
Annotated 5SS: [ 495 2473 3252 3589 7280 8147 8322 8494]
Annotated 3SS: [2303 3085 3326 7088 7951 8227 8390 8732]
SMsplice 5SS: [ 495 2473 3252 3589 7280 8147 8322]
SMsplice 3SS: [2303 3085 3326 7088 7951 8227 8390]
top_k =  100
Partition function (log Z): 15.635194309323758

Sorted 5' Splice Sites (High to Low Probability):
Position 3252: 0.9930856427965352
Position 3589: 0.9871159873176877
Position 8322: 0.9820847586491801
Position 2473: 0.9428319863340415
Position 495: 0.9281100483914174
Position 7280: 0.7674500326231972
Position 8147: 0.6383595969496251
Position 3859: 0.3575493516252794
Position 8178: 0.3418647456096608
Position 4383: 0.07515206214375685
Position 583: 0.05605891550196892
Position 8494: 0.04590190917060231
Position 2111: 0.026462322774671778
Position 7594: 0.02575539147043253
Position 1622: 0.021676495283526158
Position 8501: 0.01472814258673434
Position 8772: 0.012991947462473353
Position 8307: 0.008988387686162948
Position 8310: 0.008508406166800214
Position 8111: 0.008396088354856293
Position 2716: 0.006862378519926854
Position 3256: 0.0044090324780415415
Position 8510: 0.0038696991659580337
Position 1022: 0.00292655829258984
Position 1344: 0.001897281570796844
Position 8542: 0.0014588288048196832
Position 207: 0.0012798638022922713
Position 8525: 0.0007170856459627204
Position 662: 0.0006849694181598488
Position 3250: 0.000622899487327314
Position 3204: 0.00045096096527795775
Position 8499: 0.0004491908238912132
Position 8344: 0.0004174799593242103
Position 3491: 0.00017658808230027953
Position 4151: 0.0001219417508667894
Position 3863: 0.00011600937160777003
Position 3227: 0.00010166516999174798
Position 3245: 0.00010056965841093441
Position 83: 6.604154712586774e-05
Position 37: 2.9597674394836797e-05
Position 43: 2.4728759281683094e-05
Position 410: 1.278340972704798e-05
Position 3497: 1.1391426713451352e-05
Position 75: 8.55949628712299e-06
Position 85: 4.423612418535883e-06
Position 3598: 3.482762290824459e-06
Position 225: 2.4600958030934016e-06
Position 230: 1.6639241401373464e-06
Position 499: 1.497321202712219e-06
Position 97: 8.228694377855969e-07
Position 598: 6.380245449458753e-07
Position 3741: 2.0477549986090072e-07
Position 6: 1.9970223049002808e-07
Position 374: 5.345282708729893e-08
Position 175: 3.6079071909351465e-08
Position 185: 2.7119960491028673e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3326: 0.9999703732152889
Position 8390: 0.9984053183022644
Position 8227: 0.9983764161855485
Position 7951: 0.9862116510806138
Position 3085: 0.921222897895008
Position 7088: 0.6811926833713017
Position 2303: 0.48986696808385377
Position 3665: 0.3822871595757216
Position 2238: 0.20348663554675758
Position 715: 0.052300991892234264
Position 1702: 0.05192798970629685
Position 1106: 0.051863366570612114
Position 8732: 0.04682463435772184
Position 1683: 0.04466279242830656
Position 6831: 0.028217223796933283
Position 6834: 0.02658422623176082
Position 2902: 0.026292182723402772
Position 3984: 0.025331283433963802
Position 7119: 0.022291831076748106
Position 3024: 0.020206098924624324
Position 8826: 0.020033911810483432
Position 1122: 0.01877604453566282
Position 2184: 0.013073237631577675
Position 1788: 0.0103160832353389
Position 6168: 0.0088502849260842
Position 1849: 0.008569809451584105
Position 7442: 0.008424845135155902
Position 2846: 0.008144605852092788
Position 8767: 0.008088351739977927
Position 4300: 0.008015693382863292
Position 6821: 0.007905381799044516
Position 6631: 0.00694278539872868
Position 2052: 0.0068778126116971995
Position 2604: 0.005544476461805707
Position 2537: 0.005441204156804119
Position 688: 0.0050267768171259235
Position 7353: 0.004376481991453086
Position 874: 0.004372581423206737
Position 2801: 0.003963860290536307
Position 4185: 0.0034330847480999738
Position 1512: 0.0033616395284509232
Position 2626: 0.0032480183310433855
Position 2949: 0.0030187640290397903
Position 753: 0.0029082573568661825
Position 3163: 0.0027524064068001164
Position 672: 0.0025519769951479134
Position 903: 0.0024693321747931317
Position 7857: 0.002378214216039266
Position 1485: 0.0022699311079132766
Position 2861: 0.0018491742191802218
Position 1459: 0.001728231567293401
Position 8901: 0.0016654335285141478
Position 854: 0.0016007350443412644
Position 3000: 0.0015632851011904763
Position 8951: 0.0014938687767621286
Position 9578: 0.0013275672413639442
Position 8404: 0.0012679818014809275
Position 642: 0.000965973462775941
Position 1021: 0.0008072988407404616
Position 2588: 0.0007984713755276587
Position 1247: 0.0007849033285438889
Position 700: 0.0007394206973414474
Position 1216: 0.0007318419065165772
Position 8806: 0.0006830362056182309
Position 1385: 0.0006628004803393229
Position 3763: 0.0004607702710578765
Position 3905: 0.000358545380500231
Position 8361: 0.0003266998962558218
Position 2623: 0.0003214916821622997
Position 3944: 0.0003178627305935798
Position 2525: 0.00026238621083509204
Position 259: 0.0001669769564082201
Position 146: 0.0001209694569448439
Position 8254: 7.286225982891818e-05
Position 301: 5.630597934372239e-05
Position 939: 3.538459024494249e-05
Position 3797: 3.320596455653855e-05
Position 275: 9.814550209892988e-06
Position 109: 7.542960710212285e-06
Position 3576: 7.478404168363979e-06
Position 4031: 4.374685181635824e-06
Position 3403: 3.7699630479303867e-06
Position 3823: 2.8907518601046355e-06
Position 155: 2.068698111508451e-06
Position 424: 2.009311854779535e-06
Position 262: 1.7979874428351425e-06
Position 3802: 2.3705881339653127e-08
