Gene = Sprn
index = 1516
Annotated 5SS: [1049 1562]
Annotated 3SS: [1105 1612]
SMsplice 5SS: [  25  287 1049]
SMsplice 3SS: [  85  360 1105]
top_k =  100
Partition function (log Z): 0.4565674773783701

Sorted 5' Splice Sites (High to Low Probability):
Position 25: 0.9997461988445806
Position 1049: 0.9354186913979888
Position 287: 0.6782012650872765
Position 1351: 0.3389689727128788
Position 1562: 0.19435323554058456
Position 341: 0.08790812982866604
Position 1493: 0.0511049023482374
Position 280: 0.02015674410874707
Position 1271: 0.012176792643555133
Position 1337: 0.01171993031516671
Position 146: 0.01060363316140395
Position 1056: 0.006695983895460883
Position 362: 0.004948062870220348
Position 1498: 0.0047255228523873155
Position 1868: 0.0012680999366883863
Position 907: 0.0007350718670908783
Position 1845: 0.0006988746945059742
Position 2003: 0.00034426676468947046
Position 218: 0.00028716009400453566
Position 29: 0.0002032762809697443
Position 1906: 0.00011794601710705785
Position 51: 9.033961334488954e-06
Position 36: 4.397540738627098e-06
Position 1475: 3.5121146603371755e-06
Position 1516: 3.2927894829998815e-06
Position 1373: 2.3535264100900717e-06
Position 38: 8.818377786088946e-07
Position 121: 1.6307642762057415e-08
Position 60: 3.267102032284125e-10
Position 82: 1.1627902186852324e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 85: 0.975195705029961
Position 1105: 0.9599050215283731
Position 1612: 0.6007809188376996
Position 360: 0.2838518109397335
Position 880: 0.22060536263665115
Position 804: 0.06326726203720812
Position 394: 0.06198772272069549
Position 412: 0.057852493858342645
Position 89: 0.0224553737033462
Position 631: 0.014713925299829907
Position 869: 0.010441494414838541
Position 832: 0.010409015420121518
Position 1437: 0.009794756497114147
Position 694: 0.009210003455947363
Position 456: 0.007841575010376313
Position 905: 0.007708321059024474
Position 737: 0.005514315029056013
Position 1933: 0.004280691441083798
Position 829: 0.004272999453368185
Position 1674: 0.00420801752196291
Position 191: 0.004147150219344634
Position 634: 0.003917347985773932
Position 1009: 0.0033436805363356034
Position 345: 0.0031176520540643258
Position 1545: 0.0025741853673528934
Position 1121: 0.0023960738123841034
Position 2059: 0.001488623137836147
Position 1660: 0.0010652051168855575
Position 97: 0.0009810528613088951
Position 1508: 0.0008246444719205284
Position 1178: 0.0007584130743929214
Position 1413: 0.0007223187020470609
Position 121: 0.00026149194639687524
Position 169: 0.00019607363467400533
Position 1151: 0.00017132189936530512
Position 1171: 0.0001372947912791863
Position 1182: 4.9323266161875926e-06
Position 136: 1.0714188161234463e-06
Position 139: 9.30096391811155e-07
Position 127: 3.185029300012078e-10
Position 141: 5.573117366320227e-13
