Gene = ppl
index = 1847
Annotated 5SS: [322 656]
Annotated 3SS: [376 716]
SMsplice 5SS: [322 656]
SMsplice 3SS: [376 716]
top_k =  100
Partition function (log Z): 2.0189835811576486

Sorted 5' Splice Sites (High to Low Probability):
Position 656: 0.9913244341550242
Position 322: 0.9853776538781911
Position 589: 0.007172479532985666
Position 103: 0.0018375601898414557
Position 105: 0.0009338203457700365
Position 804: 0.0008212755468854805
Position 153: 0.0005569490838311722
Position 871: 0.00035921060403624425
Position 577: 0.0003513329230077237
Position 98: 0.0003291766682130144
Position 565: 0.00016261921241943493
Position 436: 0.0001526179478670609
Position 877: 8.578523313707537e-05
Position 47: 6.225192095897631e-05
Position 530: 6.21118901916346e-05
Position 610: 5.654523671983784e-05
Position 781: 3.577461254792028e-05
Position 667: 3.263996732872155e-05
Position 24: 2.622655795064913e-05
Position 402: 2.0896429224500975e-05
Position 855: 1.1310868315501768e-05
Position 412: 9.687830866738287e-06
Position 547: 9.146385309710133e-06
Position 107: 8.763060366938396e-06
Position 641: 8.63301187969975e-06
Position 207: 7.746691564476588e-06
Position 14: 2.8715808337568866e-06
Position 567: 2.4823292819965196e-06
Position 631: 1.9039795343270684e-06
Position 109: 1.3069335590877308e-06
Position 177: 2.8904177831877263e-07
Position 186: 2.8740340632257774e-07
Position 4: 3.634167985591577e-08
Position 415: 1.2161825013618947e-08
Position 259: 1.0585475026272132e-09
Position 475: 8.233727085917382e-10
Position 333: 4.144203309148325e-10
Position 363: 4.0226630231863886e-10
Position 731: 2.8980762373600983e-11
Position 581: 4.286592291020215e-12
Position 279: 5.955699516138065e-13
Position 261: 4.550862066021632e-13
Position 478: 2.5259505906553977e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.997795076592329
Position 376: 0.9839026701852397
Position 177: 0.003066280775420406
Position 730: 0.0016253284963198254
Position 858: 0.0007639391809293937
Position 496: 0.0005056639854176116
Position 229: 0.0004890068635877126
Position 962: 0.00045741223248049105
Position 425: 0.0004084853330211982
Position 459: 0.0002137884145157698
Position 449: 9.38135616926175e-05
Position 439: 6.564434779574579e-05
Position 638: 6.084716652731893e-05
Position 581: 5.596624285027853e-05
Position 894: 5.023882290184857e-05
Position 101: 4.9759978871885834e-05
Position 242: 4.261900229814716e-05
Position 881: 4.032193384039747e-05
Position 402: 2.566223634888613e-05
Position 986: 2.143617186330058e-05
Position 436: 1.72120374905489e-05
Position 641: 1.1416765299071216e-05
Position 588: 1.1410650273498743e-05
Position 284: 1.1335421349140229e-05
Position 654: 9.861973679463978e-06
Position 516: 8.063957931019056e-06
Position 844: 6.3155383804094505e-06
Position 742: 4.873835665473747e-06
Position 254: 3.4965192551891323e-06
Position 751: 3.0936618746647698e-06
Position 801: 2.228467822712969e-06
Position 259: 2.163370288898797e-06
Position 315: 2.733987778799881e-07
Position 307: 1.3516691794748782e-07
