Gene = G6P
index = 1173
Annotated 5SS: [ 157  381  954 1123]
Annotated 3SS: [ 215  454 1003 1170]
SMsplice 5SS: [ 381  954 1123]
SMsplice 3SS: [ 454 1003 1170]
top_k =  100
Partition function (log Z): 0.7051134068231035

Sorted 5' Splice Sites (High to Low Probability):
Position 954: 0.9924322500315187
Position 381: 0.9315260527835332
Position 1123: 0.8244526430601746
Position 157: 0.44689336502655175
Position 1333: 0.18007566136690611
Position 1322: 0.011224519255553296
Position 183: 0.007406952995934083
Position 945: 0.003913172023935995
Position 385: 0.002633987296453831
Position 941: 0.0020373084056723206
Position 1225: 0.0006082737142139418
Position 800: 0.0005798278564932739
Position 1307: 0.00027718434195535735
Position 1255: 0.00014356611363459764
Position 302: 0.00013350290200432664
Position 1277: 0.00010849460835991154
Position 958: 9.793822856053405e-05
Position 1269: 8.42006721701924e-05
Position 1337: 3.8589345864965295e-05
Position 896: 2.188810938987218e-05
Position 724: 2.119250079968391e-05
Position 253: 1.9437007885166726e-05
Position 299: 1.0760227354633896e-05
Position 1127: 1.0068145985647893e-05
Position 42: 4.767269051975308e-06
Position 221: 3.1381409340407403e-06
Position 83: 2.4583500808389622e-06
Position 103: 1.8044091708782023e-06
Position 311: 9.345373729706052e-07
Position 276: 4.821121114518067e-07
Position 76: 4.364774367803836e-07
Position 1046: 1.6035711212634922e-08
Position 902: 2.5337756988483827e-13
Position 571: 2.1361563842242216e-13
Position 720: 1.7731160204017428e-13
Position 398: 2.8730254844630335e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1003: 0.9626941284681086
Position 454: 0.9106822933858217
Position 1170: 0.7660469959513793
Position 215: 0.380537822442559
Position 1381: 0.2534422956097149
Position 251: 0.06160635521499214
Position 1022: 0.0180861760442548
Position 497: 0.014555203854361176
Position 1071: 0.012220591463619328
Position 311: 0.0057784855650307955
Position 221: 0.0051870603124894235
Position 521: 0.004845001839068926
Position 867: 0.0028431862228682787
Position 1322: 0.001187172952446117
Position 551: 0.0011749226905892825
Position 315: 0.000746910029520886
Position 1046: 0.0006651258366156924
Position 1388: 0.0005547763999477369
Position 1264: 0.000439103832190282
Position 1354: 0.0004053960818500924
Position 492: 0.00037624430261791133
Position 1261: 0.00036425009180088026
Position 356: 0.00025059251127250844
Position 230: 5.633372449874574e-05
Position 1073: 1.407482116816837e-05
Position 264: 4.266088839019398e-06
Position 190: 7.36589314721301e-08
Position 200: 3.395686406029017e-08
