Gene = pix
index = 1838
Annotated 5SS: [ 109  632 1305 2081]
Annotated 3SS: [ 417  693 1363 2137]
SMsplice 5SS: [ 109  632 1305 2081]
SMsplice 3SS: [ 417  693 1363 2137]
top_k =  100
Partition function (log Z): 2.279263262024884

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9843714586602215
Position 2081: 0.9759700659811571
Position 1305: 0.9741305431557531
Position 109: 0.600468744650709
Position 317: 0.044053163709307494
Position 1042: 0.030831094717804285
Position 66: 0.022634825816959022
Position 1139: 0.019745034391814638
Position 1767: 0.018827527272428275
Position 2070: 0.018048750661143892
Position 2308: 0.018027406139840184
Position 1708: 0.017122419065934674
Position 618: 0.009345920096696984
Position 1744: 0.007760525122740975
Position 223: 0.007476880769205536
Position 842: 0.0054160904708817036
Position 2608: 0.005248598843503567
Position 1017: 0.0022905876014483527
Position 1192: 0.002230883253361574
Position 307: 0.0020648560521665015
Position 636: 0.0016342746581385226
Position 1957: 0.001267622045562859
Position 75: 0.0011812007241713514
Position 2230: 0.0005309568801289422
Position 191: 0.00047205959480549516
Position 285: 0.00045295189417694066
Position 329: 0.00027138454808804197
Position 101: 0.00026508003191321464
Position 141: 0.00023024575926616696
Position 563: 0.00012431685107758842
Position 367: 0.00012421145557023645
Position 612: 0.00011717750947375032
Position 8: 1.028843435389563e-06
Position 79: 7.913682863970481e-07
Position 3: 6.177355358442696e-07
Position 70: 3.678576011842595e-07
Position 46: 1.1157564493410165e-07
Position 536: 8.710257087467986e-08
Position 6: 1.4654927421974438e-08
Position 204: 8.77962088040146e-09
Position 298: 2.8925092189976702e-12
Position 135: 1.4079250813872074e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 693: 0.9864304626734475
Position 2137: 0.9751667974183922
Position 1363: 0.920382507229347
Position 417: 0.5999324889935294
Position 1883: 0.07470577711209081
Position 1203: 0.06166941952870103
Position 429: 0.036158490980800595
Position 2156: 0.02086216580769328
Position 1560: 0.017217300420422712
Position 128: 0.016982398762413767
Position 477: 0.011646661548236584
Position 2372: 0.010655534840084207
Position 355: 0.008373537657122246
Position 2379: 0.005649623960044294
Position 2660: 0.004768510948059777
Position 734: 0.0038389399988102047
Position 1856: 0.0035820585127853393
Position 767: 0.002129278613404732
Position 433: 0.001675833762410193
Position 293: 0.0014840286799820044
Position 2632: 0.001376825194749566
Position 1254: 0.001358458238984765
Position 436: 0.0013519670266385097
Position 1485: 0.0011595220041437603
Position 1257: 0.0008704376345193252
Position 181: 0.0005924045437325854
Position 2683: 0.0005549832305541316
Position 222: 0.00035516624010879414
Position 2341: 0.00032806972857518164
Position 2487: 0.00032105481834806334
Position 2399: 0.0002645993531669719
Position 938: 0.00022405055828678505
Position 457: 0.00021265845665860298
Position 152: 0.00020191900377369325
Position 511: 0.00020149265146933123
Position 172: 4.96878558018681e-05
Position 108: 4.772320086257044e-06
