Gene = byn
index = 1638
Annotated 5SS: [ 331 4654 5702 5979 6846 7657]
Annotated 3SS: [4307 5580 5834 6046 7271 7734]
SMsplice 5SS: [ 331 4654 5702 5979 6846 7657]
SMsplice 3SS: [4307 5580 5834 6046 7271 7734]
top_k =  100
Partition function (log Z): 19.620980082348257

Sorted 5' Splice Sites (High to Low Probability):
Position 5979: 0.9999705789839204
Position 5702: 0.9857957972707817
Position 331: 0.985179379388025
Position 4654: 0.9688958784993932
Position 6846: 0.8869239455197261
Position 7657: 0.8800110191409711
Position 5478: 0.5401960057296544
Position 202: 0.10165962524460097
Position 6182: 0.09051595003699862
Position 2948: 0.05298881721543891
Position 2960: 0.031791563102474746
Position 5279: 0.029461196561013384
Position 4658: 0.026924450729550936
Position 3298: 0.024284708769205535
Position 6407: 0.023774670811237686
Position 6202: 0.022925484284418055
Position 2208: 0.02158693909273558
Position 5070: 0.019596478625643874
Position 1689: 0.018401766102671104
Position 2229: 0.011508035132637484
Position 5683: 0.009562881359407999
Position 7670: 0.008773211989739588
Position 335: 0.008248990512676678
Position 2204: 0.00771123762155016
Position 3585: 0.0056240692115776345
Position 5694: 0.00392163897656511
Position 7126: 0.0035147337122113137
Position 8123: 0.002671066727094622
Position 8103: 0.0021706134128090483
Position 5417: 0.0021358973222272495
Position 206: 0.0009494297565030972
Position 6098: 0.0007906999465126314
Position 1876: 0.0006891558210793579
Position 6070: 0.00035361558590192175
Position 5743: 0.0002895345927820883
Position 5770: 0.00021131648223760943
Position 171: 0.0001690105637750548
Position 4920: 6.196519443471821e-05
Position 5706: 3.751465673842344e-05
Position 4932: 3.100851104895406e-05
Position 5943: 2.856662779195946e-05
Position 219: 2.33122008114115e-05
Position 5209: 2.2206685713897102e-05
Position 122: 1.5571223624334498e-05
Position 156: 1.159451932589026e-05
Position 5653: 8.439393328928962e-06
Position 224: 6.265899519883607e-06
Position 7661: 4.363460256669467e-06
Position 217: 4.045827190933104e-06
Position 19: 3.92192309790594e-06
Position 191: 2.239166074353819e-06
Position 6158: 1.8995381660271683e-06
Position 6092: 3.525726873959204e-07
Position 6081: 1.6177845168822677e-07
Position 5933: 5.905309274752818e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6046: 0.9989818310823952
Position 5834: 0.9983114021252666
Position 4307: 0.9958361949155955
Position 5580: 0.9706874711260779
Position 7271: 0.8893824309925518
Position 7734: 0.8613492106830432
Position 5336: 0.2819858016916286
Position 5039: 0.1087129248643214
Position 268: 0.08122485686710358
Position 2057: 0.06357444755184195
Position 2343: 0.04347101480309936
Position 5235: 0.03979507672141888
Position 5131: 0.038559296598533285
Position 4878: 0.0382174365576748
Position 3199: 0.032840921541710776
Position 6910: 0.027747032849217097
Position 6465: 0.02286041071311109
Position 4979: 0.022382954024980757
Position 7189: 0.022002507066122674
Position 5091: 0.01950755157928681
Position 6762: 0.018861046039924508
Position 1922: 0.017791552625763853
Position 5602: 0.01745532332911103
Position 271: 0.015020755305090448
Position 4990: 0.012914510337641745
Position 6358: 0.01270161264329226
Position 7774: 0.011533498917874481
Position 6495: 0.009945073698969147
Position 5069: 0.008390663061499852
Position 6759: 0.00820922289131448
Position 4935: 0.00778463132667388
Position 7702: 0.0071356986996226985
Position 892: 0.00691032773731508
Position 7332: 0.00654355959020615
Position 4883: 0.006462349402905844
Position 8174: 0.006398900049168204
Position 7792: 0.005297792752555853
Position 1545: 0.0043932335292446245
Position 471: 0.004309018891014241
Position 5416: 0.004032737814143563
Position 7154: 0.004018140460858562
Position 4850: 0.003798284970489382
Position 6239: 0.0037774364511028932
Position 5098: 0.00270766496717533
Position 5059: 0.001982314490287647
Position 5006: 0.0017846338757370908
Position 7246: 0.001765040975025715
Position 1305: 0.0016062604244167795
Position 5849: 0.001391770698657543
Position 6148: 0.0013902133625709355
Position 8023: 0.0011773429003644228
Position 3084: 0.0007804983849844326
Position 8209: 0.0007432755113158497
Position 2066: 0.0007406900917295436
Position 7242: 0.0005983111697419333
Position 3208: 0.000433164536530882
Position 1447: 0.0003654210709788858
Position 1322: 0.0003504177280895649
Position 1614: 0.0002655402856520331
Position 5762: 0.00017632690914438394
Position 1611: 0.0001763236085617069
Position 507: 0.00017145800577858826
Position 754: 0.00016777569087102694
Position 428: 0.00012478314787093113
Position 5855: 8.620353594007852e-05
Position 1594: 6.764633995426482e-05
Position 474: 6.464638132366766e-05
Position 1030: 6.293505355408496e-05
Position 1512: 6.263085482477125e-05
Position 2276: 1.9388868671287142e-05
Position 217: 1.8092423985681327e-05
Position 5853: 1.7118137007275995e-05
Position 183: 9.68162904169895e-06
Position 6112: 8.024239842093048e-06
Position 5943: 5.623689743276537e-06
Position 6070: 4.044297204609632e-06
Position 5948: 1.4149057250006013e-06
