Gene = Mis12
index = 1280
Annotated 5SS: [184 540]
Annotated 3SS: [246 651]
SMsplice 5SS: [184 540]
SMsplice 3SS: [246 651]
top_k =  100
Partition function (log Z): 3.3115899322085003

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9909247165059181
Position 540: 0.9508245856665712
Position 20: 0.043438582157425125
Position 509: 0.03587814545766104
Position 570: 0.011034595782116874
Position 74: 0.00813618474525375
Position 547: 0.0010987405041395064
Position 802: 0.0005119039497219737
Position 6: 0.00027034017598293584
Position 55: 0.00023520982531955137
Position 458: 0.00017627374464495698
Position 853: 9.761641909254692e-05
Position 66: 8.896387947712524e-05
Position 188: 6.559646213986585e-05
Position 49: 4.0559589096501285e-05
Position 473: 2.372848334073865e-05
Position 280: 2.1227617227559287e-05
Position 907: 1.2697964551864589e-05
Position 170: 1.2335856312802501e-05
Position 893: 9.892931761720671e-06
Position 417: 8.283113654158311e-06
Position 358: 7.036832135521449e-06
Position 361: 6.138936636825928e-06
Position 693: 5.8533554440142415e-06
Position 98: 5.81876758272906e-06
Position 173: 5.495737621665679e-06
Position 745: 4.527124736479932e-06
Position 286: 2.5265102781269624e-07
Position 101: 2.0947329361423551e-07
Position 217: 1.3990320105752298e-07
Position 108: 2.5044232990594507e-08
Position 351: 1.3940343866173945e-09
Position 438: 1.3003517381179503e-09
Position 462: 1.1485072032587408e-09
Position 419: 1.0769130207317554e-09
Position 426: 8.1262991576656e-10
Position 146: 3.6123046884260107e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 651: 0.9984212364986376
Position 246: 0.9595824807092698
Position 66: 0.02510162280071891
Position 127: 0.0201349161533669
Position 263: 0.015776266336026572
Position 290: 0.013173033582912816
Position 132: 0.003496878109543194
Position 162: 0.0018514189693989624
Position 368: 0.0015332084625746052
Position 321: 0.0013861891379380997
Position 678: 0.0010002141823145674
Position 893: 0.0004151410593249765
Position 143: 0.0003134467805141428
Position 970: 0.00026702750227403625
Position 604: 0.0001325984571401829
Position 278: 8.627874827724333e-05
Position 146: 7.995170608138378e-05
Position 275: 7.781158732244813e-05
Position 302: 5.389508605370164e-05
Position 308: 2.191210760766227e-05
Position 170: 1.0649946837458028e-05
Position 344: 8.941485037622003e-06
Position 720: 7.1683489436891424e-06
Position 853: 6.928230977200738e-06
Position 750: 2.714772941030494e-06
Position 180: 2.0265205609212886e-06
Position 925: 1.727110776596642e-06
