Gene = Atox1
index = 38
Annotated 5SS: [201 368]
Annotated 3SS: [291 978]
SMsplice 5SS: [201 368]
SMsplice 3SS: [291 978]
top_k =  100
Partition function (log Z): -2.3967228358197694

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9600764049391232
Position 368: 0.8903528426841832
Position 1161: 0.13416531980312055
Position 395: 0.034039600958704105
Position 399: 0.027566668595755794
Position 666: 0.021666321968777633
Position 1337: 0.02104089395574723
Position 645: 0.016076741129939183
Position 438: 0.013796529311045146
Position 1139: 0.01160508353612841
Position 649: 0.007497541897955414
Position 205: 0.00670976826912519
Position 388: 0.004671137896646396
Position 636: 0.004359015532992089
Position 640: 0.004213728369801215
Position 675: 0.003246184575106324
Position 522: 0.0025356935227983683
Position 889: 0.0023909037639342867
Position 414: 0.002236322096463708
Position 224: 0.0021134984339600954
Position 1101: 0.002108627458853923
Position 1365: 0.001858013352273771
Position 1168: 0.0017908752752061798
Position 442: 0.0017368025471410494
Position 518: 0.0012884890394516924
Position 219: 0.00027403381894490383
Position 454: 0.0001987714323241711
Position 432: 0.00017575893371186329
Position 672: 9.805170347852789e-05
Position 372: 9.793609333179695e-05
Position 655: 5.1135679926867315e-05
Position 169: 4.3455547335689775e-05
Position 756: 4.1110887517841836e-05
Position 468: 2.8345701408037006e-05
Position 12: 9.969788661693657e-06
Position 141: 4.689971345006561e-06
Position 101: 3.247661187609926e-06
Position 405: 1.6190444031112115e-06
Position 72: 1.4616165271295863e-06
Position 80: 3.064871573283022e-07
Position 426: 2.131924866029635e-07
Position 125: 1.4397159338395495e-07
Position 87: 1.2717897619580138e-07
Position 117: 3.5754697732172445e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9658593701166587
Position 978: 0.931323259994384
Position 1439: 0.101659698026309
Position 552: 0.0863421797928644
Position 1396: 0.04374424866370674
Position 1316: 0.02092344205552851
Position 1291: 0.011885650946151408
Position 1344: 0.003254083504941937
Position 719: 0.0031914782600204828
Position 1216: 0.0024607186831525373
Position 789: 0.0022463338958525593
Position 886: 0.002068029658348854
Position 809: 0.001592593109066895
Position 816: 0.001471445142232822
Position 569: 0.0014240507179372028
Position 526: 0.00041389273379215265
Position 983: 0.00017227607894814987
Position 306: 0.00014062117470689645
Position 68: 2.9476653939816392e-08
Position 335: 1.260322922475969e-08
Position 104: 8.693381377918688e-09
Position 141: 2.1633314781350426e-11
Position 152: 1.6166926361524483e-11
Position 312: 1.3580991082912775e-11
