Gene = Ilp4
index = 1227
Annotated 5SS: [316]
Annotated 3SS: [376]
SMsplice 5SS: [316]
SMsplice 3SS: [376]
top_k =  100
Partition function (log Z): -4.650800866854381

Sorted 5' Splice Sites (High to Low Probability):
Position 316: 0.9992285602141812
Position 790: 0.0032029369368868623
Position 326: 0.00047135286935448545
Position 462: 0.0004638480644031728
Position 500: 0.00030977358041765594
Position 531: 0.00016370493879387765
Position 410: 0.00014015396764319516
Position 796: 0.00011621912041459753
Position 113: 0.00010550262400541333
Position 673: 9.822671634730166e-05
Position 270: 8.914803999232158e-05
Position 313: 7.086131868603307e-05
Position 320: 6.813183416221597e-05
Position 705: 2.6663336228735956e-05
Position 57: 1.600554966580729e-05
Position 514: 8.959207712985917e-06
Position 564: 7.300852802758893e-06
Position 816: 7.246880149999192e-06
Position 566: 6.507825797388635e-06
Position 37: 5.802216326569111e-06
Position 521: 3.324740943729338e-06
Position 239: 2.12120091707449e-06
Position 133: 3.8584866053061335e-07
Position 206: 1.4079050490051888e-07
Position 11: 2.500380157056938e-08
Position 279: 1.9154743150792133e-08
Position 300: 1.5100665327871763e-08
Position 198: 6.577365484664423e-09
Position 219: 1.9103954315257153e-09
Position 277: 1.2983073327756986e-09
Position 298: 7.995697532987202e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9566794756257466
Position 828: 0.013771538781532946
Position 420: 0.010791360776494422
Position 414: 0.00861601615828026
Position 858: 0.005291031723205954
Position 384: 0.004746427114791273
Position 423: 0.0019254742176148276
Position 444: 0.0011548341632048932
Position 392: 0.0006319802670088512
Position 855: 0.0004898024875038859
Position 651: 0.00014326301093379545
Position 673: 0.0001302852356511869
Position 471: 3.526891710909699e-05
Position 658: 3.417627995250444e-05
Position 163: 2.9816942367101945e-05
Position 861: 2.5863849223707915e-05
Position 215: 2.49646899476504e-05
Position 461: 2.4040446064423134e-05
Position 206: 2.2525226939881054e-05
Position 117: 1.7542608644609206e-05
Position 741: 1.1870275258091128e-05
Position 679: 1.0601923478806494e-05
Position 304: 2.7122010043320936e-06
Position 148: 7.338655367806719e-07
Position 224: 5.287149931494777e-07
Position 236: 2.4277702671083536e-07
Position 139: 1.4488658007972687e-07
Position 260: 1.2538423180333163e-07
Position 83: 1.211994953405239e-07
Position 91: 9.070392209348229e-08
Position 94: 3.193132190050554e-08
Position 313: 2.694398120340216e-08
Position 310: 2.5731368917461456e-08
Position 67: 3.4594288470739565e-09
