Gene = ninaC
index = 1818
Annotated 5SS: [ 164  987 1946 2942 3303 3634 3988 4204 4357 4474 5244 5725 6054]
Annotated 3SS: [ 682 1081 2003 3009 3361 3700 4053 4258 4419 5055 5308 5776 6104]
SMsplice 5SS: [ 164  987 1946 2942 3303 3634 3988 4204 4357 4596 5244 5725 6054]
SMsplice 3SS: [ 228 1081 2003 3144 3361 3700 4053 4258 4419 5055 5308 5776 6104]
top_k =  100
Partition function (log Z): 52.9176636601986

Sorted 5' Splice Sites (High to Low Probability):
Position 5244: 0.9999999963064267
Position 1946: 0.9999850811864017
Position 987: 0.997247461654525
Position 4204: 0.9964496068685121
Position 3634: 0.9950829842651178
Position 4357: 0.9948413277043873
Position 5725: 0.9923381798245046
Position 6054: 0.9859232878711262
Position 164: 0.9024987304220552
Position 2942: 0.8953761009372291
Position 3988: 0.8798764587492431
Position 4596: 0.7948154142470971
Position 3303: 0.7250775898941394
Position 1206: 0.3286616704654218
Position 3992: 0.10997331373486323
Position 4960: 0.1076710728831432
Position 2268: 0.10563787429307156
Position 2570: 0.10358535719699326
Position 59: 0.042783891055467496
Position 4474: 0.011873820633916963
Position 2250: 0.00976647033136024
Position 6060: 0.009427497768153709
Position 2946: 0.008822946402755574
Position 297: 0.008095645151153194
Position 4694: 0.0080288035500257
Position 335: 0.007002268614645683
Position 1249: 0.006592864600220792
Position 466: 0.006411928669619292
Position 3638: 0.004733732725958169
Position 456: 0.0037850279987385175
Position 6310: 0.0037652054134605585
Position 5745: 0.0034599857995208203
Position 974: 0.0025587429838767497
Position 6049: 0.0024774844278655354
Position 352: 0.0021136920981056676
Position 4166: 0.001888689041746854
Position 5479: 0.00151579766394557
Position 337: 0.0013407627598124821
Position 79: 0.0012855200086178895
Position 4332: 0.0009163688354234061
Position 2246: 0.000877221364679437
Position 6501: 0.0007630959948137469
Position 6266: 0.0007244334210100186
Position 4347: 0.000607903881897606
Position 4505: 0.0005886481768944878
Position 4488: 0.0005441660096868564
Position 1403: 0.000538955546370312
Position 101: 0.0004983981186003976
Position 5486: 0.0004540393048026962
Position 185: 0.0003840892403837304
Position 202: 0.0003474156827983447
Position 4389: 0.00023855143787844852
Position 5393: 0.00018481723777610714
Position 2693: 0.00017320319171858301
Position 1185: 0.00016054129870030038
Position 3627: 0.00012530708571693546
Position 1301: 0.00010936613505360485
Position 6491: 0.00010350207424370262
Position 1137: 0.00010113247581524635
Position 1004: 7.08151419584116e-05
Position 83: 4.348366980885541e-05
Position 3833: 2.5195567391476144e-05
Position 74: 1.7096013650483254e-05
Position 3976: 1.2199338156537504e-05
Position 63: 5.199123018575804e-06
Position 786: 4.515658062986143e-06
Position 991: 4.125851152333644e-06
Position 183: 2.768784080255373e-06
Position 245: 2.7210180717952804e-06
Position 140: 1.7830852157630202e-06
Position 3598: 1.547863495368939e-06
Position 1765: 1.367608493035986e-06
Position 6015: 9.992706222070742e-07
Position 1709: 7.195986266124889e-07
Position 1876: 6.650383301045167e-07
Position 90: 4.575885263948183e-07
Position 314: 4.528137830516728e-07
Position 197: 3.9252374293702537e-07
Position 42: 1.3954485742728244e-07
Position 4275: 7.125989521051862e-08
Position 7: 6.369852626460929e-08
Position 168: 4.8326202315641114e-08
Position 4293: 3.163549938997909e-08
Position 1738: 3.110528043063208e-08
Position 1214: 2.0188590354561068e-08
Position 1112: 1.6811109397277745e-08
Position 142: 1.2631367657805964e-08
Position 166: 1.2439591098766339e-08
Position 1465: 2.511910130509398e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3700: 0.9998797480085805
Position 4258: 0.9991882938297195
Position 2003: 0.9955847942901418
Position 5308: 0.9900255003862236
Position 1081: 0.989719496574885
Position 4053: 0.9824577634762913
Position 3361: 0.9702274914619807
Position 6104: 0.9497423602699404
Position 4419: 0.946509018175816
Position 5776: 0.9281555802223419
Position 5055: 0.9159143540491143
Position 228: 0.5546613927841909
Position 3144: 0.40195264232068245
Position 1300: 0.3446113592133106
Position 3009: 0.3126068575329144
Position 399: 0.2809564849445075
Position 2684: 0.13838283114305722
Position 682: 0.07579231938736512
Position 6134: 0.048086909067822946
Position 5824: 0.038818774696736655
Position 4747: 0.027030585238938296
Position 5789: 0.026755161465379772
Position 128: 0.023879867828824067
Position 537: 0.010966449960658804
Position 4487: 0.0106038679251544
Position 4719: 0.008342572643948392
Position 4736: 0.007739435474517371
