Gene = Cdk5alpha
index = 1063
Annotated 5SS: [ 413 1585 2144 2409]
Annotated 3SS: [ 646 2005 2202 2480]
SMsplice 5SS: [ 413 1585 2144 2409]
SMsplice 3SS: [ 646 2005 2202 2480]
top_k =  100
Partition function (log Z): -6.50582931553212

Sorted 5' Splice Sites (High to Low Probability):
Position 2409: 0.9029322225285707
Position 1585: 0.8616546654542203
Position 413: 0.8143155684599697
Position 2144: 0.5209919822721624
Position 1403: 0.07559946938001641
Position 394: 0.03690621596217418
Position 884: 0.030073699926187338
Position 526: 0.02560114242123667
Position 241: 0.006658117020263
Position 865: 0.004599839985840837
Position 169: 0.003151147532134319
Position 429: 0.002707269562653809
Position 188: 0.002464503244382621
Position 299: 0.0018517018221618719
Position 479: 0.0012614140439763217
Position 150: 0.00114588085090779
Position 134: 0.0006630625039607162
Position 444: 0.0005366276936711728
Position 289: 0.0004815705131890201
Position 81: 0.0003699122037522958
Position 75: 0.0002851492306885925
Position 600: 0.0002222272570819329
Position 234: 0.00014112728257150236
Position 10: 3.2337956814282426e-05
Position 543: 2.6250260124422993e-05
Position 481: 2.4120726564557138e-05
Position 186: 3.395016209081406e-06
Position 274: 2.783106975949309e-06
Position 297: 1.7539809530269768e-06
Position 220: 9.880214235015144e-07
Position 251: 2.932292429582369e-07
Position 207: 2.812176315725329e-07
Position 313: 1.4749956018848345e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2480: 0.9107080478854835
Position 646: 0.8573360980459374
Position 2005: 0.44380686681697507
Position 2202: 0.42585987161940164
Position 1973: 0.2992025630657944
Position 2062: 0.07932103174933178
Position 2224: 0.05754728396502094
Position 1649: 0.030960635776857655
Position 2251: 0.02990233344955005
Position 1479: 0.024417581998706667
Position 1772: 0.02336352258976018
Position 1953: 0.02120274962543397
Position 1938: 0.015168434768373764
Position 804: 0.013969707166812787
Position 1900: 0.008273048633891994
Position 2554: 0.008257392375408087
Position 589: 0.006497613437079017
Position 465: 0.005725722370151411
Position 1874: 0.005625674074505208
Position 915: 0.005499895971984397
Position 1508: 0.002871726554264986
Position 526: 0.0028430992971184856
Position 1296: 0.002795873720743769
Position 1837: 0.0025536800380153058
Position 708: 0.002378078223209039
Position 1494: 0.0018724446245384212
Position 292: 0.0016487276698700943
Position 927: 0.001099235133765762
Position 772: 0.0009554712392776622
Position 1542: 0.0008431374034840525
Position 1167: 0.000741267778142195
Position 969: 0.0006294898276488063
Position 1560: 0.00035449707600074823
Position 310: 0.00028610537057660487
Position 234: 5.112065653475496e-05
Position 203: 4.191678574458325e-05
Position 182: 3.494083166516524e-05
Position 377: 3.4458367590217184e-05
Position 68: 1.0117821581047704e-05
Position 297: 6.11539015640651e-06
Position 240: 5.018923691605261e-06
Position 217: 4.270047193798877e-06
